,2025-09-30,2025-03-31
Ordinary Shares Number,12975000.0,12975000.0
Share Issued,12975000.0,12975000.0
Net Debt,6741148.0,7376995.0
Total Debt,7411814.0,7741413.0
Tangible Book Value,-2620559.0,983979.0
Invested Capital,4711507.0,8610897.0
Working Capital,-1567485.0,734355.0
Net Tangible Assets,-2620559.0,983979.0
Capital Lease Obligations,79748.0,114495.0
Common Stock Equity,-2620559.0,983979.0
Total Capitalization,2156853.0,3849463.0
Total Equity Gross Minority Interest,-2620559.0,983979.0
Stockholders Equity,-2620559.0,983979.0
Retained Earnings,-9447001.0,-5842463.0
Additional Paid In Capital,6819954.0,6819954.0
Capital Stock,6488.0,6488.0
Common Stock,6488.0,6488.0
Total Liabilities Net Minority Interest,10398845.0,12440304.0
Total Non Current Liabilities Net Minority Interest,4793702.0,2913829.0
Other Non Current Liabilities,2.0,
Non Current Deferred Liabilities,,0.0
Non Current Deferred Taxes Liabilities,,0.0
Long Term Debt And Capital Lease Obligation,4793700.0,2913829.0
Long Term Capital Lease Obligation,16288.0,48345.0
Long Term Debt,4777412.0,2865484.0
Current Liabilities,5605143.0,9526475.0
Current Debt And Capital Lease Obligation,2618114.0,4827584.0
Current Capital Lease Obligation,63460.0,66150.0
Current Debt,2554654.0,4761434.0
Other Current Borrowings,2554654.0,4761434.0
Payables And Accrued Expenses,2987029.0,4698891.0
Current Accrued Expenses,11282.0,405547.0
Payables,2975747.0,4293344.0
Other Payable,,6923.0
Total Tax Payable,321445.0,321445.0
Income Tax Payable,321445.0,321445.0
Accounts Payable,2654302.0,3964976.0
Total Assets,7778286.0,13424283.0
Total Non Current Assets,3740628.0,3163453.0
Other Non Current Assets,167224.0,167224.0
Non Current Deferred Assets,78347.0,79426.0
Non Current Deferred Taxes Assets,78347.0,79426.0
Non Current Accounts Receivable,2288277.0,1636414.0
Net PPE,1206780.0,1280389.0
Accumulated Depreciation,,-184968.0
Gross PPE,1206780.0,1465357.0
Other Properties,1092861.0,
Machinery Furniture Equipment,113919.0,326896.0
Properties,,1138461.0
Current Assets,4037658.0,10260830.0
Other Current Assets,22341.0,
Prepaid Assets,,461565.0
Receivables,3424399.0,9549342.0
Receivables Adjustments Allowances,,-2192.0
Other Receivables,1546303.0,5328552.0
Accounts Receivable,1878096.0,4222982.0
Allowance For Doubtful Accounts Receivable,,-346191.0
Gross Accounts Receivable,,4569173.0
Cash Cash Equivalents And Short Term Investments,590918.0,249923.0
Cash And Cash Equivalents,590918.0,249923.0
