,2026-03-31,2025-12-31,2025-09-30,2024-12-31
Ordinary Shares Number,55276002.0,52522279.0,52522279.0,52522279.0
Share Issued,55276002.0,52522279.0,52522279.0,52522279.0
Total Debt,11577000.0,11548000.0,11865000.0,12010000.0
Tangible Book Value,506108000.0,-146149000.0,-132393000.0,-87803000.0
Invested Capital,506108000.0,-146149000.0,-132393000.0,-87803000.0
Working Capital,516027000.0,199074000.0,222511000.0,282031000.0
Net Tangible Assets,506108000.0,-146149000.0,-132393000.0,-87803000.0
Capital Lease Obligations,11577000.0,11548000.0,11865000.0,12010000.0
Common Stock Equity,506108000.0,-146149000.0,-132393000.0,-87803000.0
Total Capitalization,506108000.0,-146149000.0,-132393000.0,-87803000.0
Total Equity Gross Minority Interest,506108000.0,-146149000.0,-132393000.0,-87803000.0
Stockholders Equity,506108000.0,-146149000.0,-132393000.0,-87803000.0
Gains Losses Not Affecting Retained Earnings,-241000.0,42000.0,16000.0,124000.0
Other Equity Adjustments,-241000.0,42000.0,16000.0,124000.0
Retained Earnings,-174889000.0,-156564000.0,-141426000.0,-92833000.0
Additional Paid In Capital,681233000.0,10373000.0,9017000.0,4906000.0
Capital Stock,5000.0,0.0,0.0,0.0
Common Stock,5000.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,70693000.0,411034000.0,411430000.0,413984000.0
Total Non Current Liabilities Net Minority Interest,42780000.0,379798000.0,384519000.0,395162000.0
Preferred Securities Outside Stock Equity,0.0,333409000.0,333409000.0,333409000.0
Derivative Product Liabilities,,,,0.0
Non Current Deferred Liabilities,32633000.0,36156000.0,40612000.0,51039000.0
Non Current Deferred Revenue,32633000.0,36156000.0,40612000.0,51039000.0
Long Term Debt And Capital Lease Obligation,10147000.0,10233000.0,10498000.0,10714000.0
Long Term Capital Lease Obligation,10147000.0,10233000.0,10498000.0,10714000.0
Current Liabilities,27913000.0,31236000.0,26911000.0,18822000.0
Current Deferred Liabilities,18958000.0,18662000.0,16076000.0,9277000.0
Current Deferred Revenue,18958000.0,18662000.0,16076000.0,9277000.0
Current Debt And Capital Lease Obligation,1430000.0,1315000.0,1367000.0,1296000.0
Current Capital Lease Obligation,1430000.0,1315000.0,1367000.0,1296000.0
Pensionand Other Post Retirement Benefit Plans Current,1251000.0,4564000.0,2820000.0,3084000.0
Payables And Accrued Expenses,6274000.0,6695000.0,6648000.0,5165000.0
Current Accrued Expenses,5047000.0,4958000.0,4284000.0,3247000.0
Payables,1227000.0,1737000.0,2364000.0,1918000.0
Accounts Payable,1227000.0,1737000.0,2364000.0,1918000.0
Total Assets,576801000.0,264885000.0,279037000.0,326181000.0
Total Non Current Assets,32861000.0,34575000.0,29615000.0,25328000.0
Other Non Current Assets,4750000.0,7329000.0,5315000.0,4457000.0
Net PPE,28111000.0,27246000.0,24300000.0,20871000.0
Accumulated Depreciation,-6197000.0,-5545000.0,-4850000.0,-3229000.0
Gross PPE,34308000.0,32791000.0,29150000.0,24100000.0
Leases,5105000.0,167000.0,167000.0,167000.0
Construction In Progress,3073000.0,7007000.0,3964000.0,1332000.0
Other Properties,25151000.0,24800000.0,24217000.0,21847000.0
Machinery Furniture Equipment,979000.0,817000.0,802000.0,754000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,543940000.0,230310000.0,249422000.0,300853000.0
Other Current Assets,5456000.0,3523000.0,3199000.0,3685000.0
Cash Cash Equivalents And Short Term Investments,538484000.0,226787000.0,246223000.0,297168000.0
Other Short Term Investments,166854000.0,189003000.0,65970000.0,260009000.0
Cash And Cash Equivalents,371630000.0,37784000.0,180253000.0,37159000.0
