,2026-03-31,2025-09-30,2025-03-31,2024-09-30
Ordinary Shares Number,66953241.0,66953241.0,66953241.0,66948366.0
Share Issued,66953241.0,66953241.0,66953241.0,66948366.0
Total Debt,449090000.0,506560000.0,1023800000.0,1580880000.0
Tangible Book Value,8123010000.0,7673040000.0,7139890000.0,6466800000.0
Invested Capital,10524330000.0,10120240000.0,10066220000.0,9928270000.0
Working Capital,5976830000.0,5593540000.0,5245650000.0,4609710000.0
Net Tangible Assets,8123010000.0,7673040000.0,7139890000.0,6466800000.0
Capital Lease Obligations,448070000.0,479640000.0,539460000.0,588520000.0
Common Stock Equity,10523310000.0,10093320000.0,9581880000.0,8935910000.0
Total Capitalization,10523310000.0,10093490000.0,9581880000.0,8935910000.0
Total Equity Gross Minority Interest,10558150000.0,10164130000.0,9646130000.0,8996830000.0
Minority Interest,34840000.0,70810000.0,64250000.0,60920000.0
Stockholders Equity,10523310000.0,10093320000.0,9581880000.0,8935910000.0
Other Equity Interest,9853780000.0,9423790000.0,68390000.0,8266430000.0
Retained Earnings,,,4452240000.0,
Additional Paid In Capital,,,4336170000.0,
Capital Stock,669530000.0,669530000.0,669530000.0,669480000.0
Common Stock,669530000.0,669530000.0,669530000.0,669480000.0
Total Liabilities Net Minority Interest,5840180000.0,5741500000.0,6229860000.0,6789150000.0
Total Non Current Liabilities Net Minority Interest,1313050000.0,1173220000.0,1314990000.0,1332430000.0
Other Non Current Liabilities,,,-27000000.0,
Non Current Pension And Other Postretirement Benefit Plans,,,731310000.0,
Tradeand Other Payables Non Current,,,131150000.0,
Non Current Deferred Taxes Liabilities,80340000.0,95060000.0,96080000.0,109320000.0
Long Term Debt And Capital Lease Obligation,263340000.0,277980000.0,356450000.0,409840000.0
Long Term Capital Lease Obligation,263340000.0,277810000.0,356450000.0,409840000.0
Long Term Debt,,170000.0,0.0,0.0
Long Term Provisions,827370000.0,684700000.0,731310000.0,501640000.0
Current Liabilities,4527130000.0,4568280000.0,4914870000.0,5456720000.0
Other Current Liabilities,1022530000.0,908200000.0,948360000.0,876250000.0
Current Deferred Taxes Liabilities,,,78460000.0,
Current Debt And Capital Lease Obligation,185750000.0,228580000.0,667350000.0,1171040000.0
Current Capital Lease Obligation,184730000.0,201830000.0,183010000.0,178680000.0
Current Debt,1020000.0,26750000.0,484340000.0,992360000.0
Pensionand Other Post Retirement Benefit Plans Current,,,325570000.0,
Current Provisions,396510000.0,356040000.0,352570000.0,499630000.0
Payables,732420000.0,883950000.0,3746920000.0,846460000.0
Other Payable,,,2851910000.0,
Total Tax Payable,67890000.0,90360000.0,78460000.0,88260000.0
Accounts Payable,664530000.0,793590000.0,895010000.0,758200000.0
Total Assets,16398330000.0,15905630000.0,15875990000.0,15785980000.0
Total Non Current Assets,5894370000.0,5743810000.0,5715470000.0,5719550000.0
Other Non Current Assets,40280000.0,51720000.0,47920000.0,56400000.0
Non Current Prepaid Assets,,,1089210000.0,
Non Current Deferred Taxes Assets,701740000.0,614450000.0,531110000.0,519300000.0
Investmentin Financial Assets,493470000.0,390060000.0,154820000.0,357810000.0
Available For Sale Securities,493470000.0,390060000.0,75590000.0,357810000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,,,79230000.0,
Goodwill And Other Intangible Assets,2400300000.0,2420280000.0,2441990000.0,2469110000.0
Other Intangible Assets,452400000.0,472380000.0,494090000.0,521210000.0
Goodwill,1947900000.0,1947900000.0,1947900000.0,1947900000.0
Net PPE,1022540000.0,1067970000.0,1159440000.0,1223700000.0
Accumulated Depreciation,,,-796690000.0,
Gross PPE,1022540000.0,1067970000.0,1956130000.0,1223700000.0
Construction In Progress,0.0,770000.0,24300000.0,460000.0
Other Properties,1022540000.0,1067200000.0,1135140000.0,1223240000.0
Machinery Furniture Equipment,,,1373850000.0,
Buildings And Improvements,,,557980000.0,
Properties,,,0.0,
Current Assets,10503960000.0,10161820000.0,10160520000.0,10066430000.0
Other Current Assets,270820000.0,305740000.0,297330000.0,308670000.0
Restricted Cash,,,78000000.0,
Prepaid Assets,,,371400000.0,
Inventory,103540000.0,98800000.0,78710000.0,82520000.0
Finished Goods,,,62160000.0,
Raw Materials,,,16550000.0,
Other Receivables,499180000.0,478820000.0,1695500000.0,591800000.0
Accounts Receivable,6026120000.0,6524920000.0,4890810000.0,5465330000.0
Allowance For Doubtful Accounts Receivable,,,-264030000.0,
Gross Accounts Receivable,,,5154840000.0,
Cash Cash Equivalents And Short Term Investments,3604300000.0,2753540000.0,3046100000.0,3618110000.0
Other Short Term Investments,1519030000.0,1792210000.0,1861120000.0,2461340000.0
Cash And Cash Equivalents,2085270000.0,961330000.0,1184980000.0,1156770000.0
Cash Equivalents,,,574570000.0,
Cash Financial,,,610410000.0,
