,2025-12-31,2024-12-31
Treasury Shares Number,1986100.0,
Ordinary Shares Number,13641900.0,13641900.0
Share Issued,15628000.0,13641900.0
Net Debt,16208710000.0,14310269000.0
Total Debt,17993852000.0,14842773000.0
Tangible Book Value,4440798000.0,3554326000.0
Invested Capital,21703425000.0,18255448000.0
Working Capital,3119236000.0,1463724000.0
Net Tangible Assets,4440798000.0,3554326000.0
Capital Lease Obligations,756664000.0,186244000.0
Common Stock Equity,4466237000.0,3598919000.0
Total Capitalization,9953055000.0,8200838000.0
Total Equity Gross Minority Interest,4457781000.0,3590861000.0
Minority Interest,-8456000.0,-8058000.0
Stockholders Equity,4466237000.0,3598919000.0
Gains Losses Not Affecting Retained Earnings,30848000.0,31699000.0
Foreign Currency Translation Adjustments,30848000.0,31699000.0
Treasury Stock,154121000.0,154121000.0
Retained Earnings,3382455000.0,2514576000.0
Capital Stock,1207055000.0,1206765000.0
Common Stock,1207055000.0,1206765000.0
Total Liabilities Net Minority Interest,20845515000.0,16340698000.0
Total Non Current Liabilities Net Minority Interest,6422375000.0,5007544000.0
Other Non Current Liabilities,251107000.0,235131000.0
Non Current Deferred Liabilities,135103000.0,75610000.0
Non Current Deferred Taxes Liabilities,135103000.0,75610000.0
Long Term Debt And Capital Lease Obligation,6036165000.0,4696803000.0
Long Term Capital Lease Obligation,549347000.0,94884000.0
Long Term Debt,5486818000.0,4601919000.0
Current Liabilities,14423140000.0,11333154000.0
Current Deferred Liabilities,621576000.0,285143000.0
Current Deferred Revenue,621576000.0,285143000.0
Current Debt And Capital Lease Obligation,11957687000.0,10145970000.0
Current Capital Lease Obligation,207317000.0,91360000.0
Current Debt,11750370000.0,10054610000.0
Other Current Borrowings,11750370000.0,10054610000.0
Payables And Accrued Expenses,1843877000.0,902041000.0
Current Accrued Expenses,254853000.0,192810000.0
Payables,1589024000.0,709231000.0
Accounts Payable,1589024000.0,709231000.0
Total Assets,25303296000.0,19931559000.0
Total Non Current Assets,7760920000.0,7134681000.0
Other Non Current Assets,267131000.0,186016000.0
Investments And Advances,184091000.0,67442000.0
Other Investments,123377000.0,46946000.0
Investmentin Financial Assets,60714000.0,20496000.0
Available For Sale Securities,60714000.0,20496000.0
Goodwill And Other Intangible Assets,25439000.0,44593000.0
Net PPE,7284259000.0,6836630000.0
Gross PPE,7284259000.0,6836630000.0
Other Properties,7284259000.0,6836630000.0
Current Assets,17542376000.0,12796878000.0
Other Current Assets,622893000.0,489312000.0
Inventory,15614502000.0,11686479000.0
Finished Goods,15614502000.0,11686479000.0
Receivables,276503000.0,274827000.0
Other Receivables,223241000.0,244197000.0
Accounts Receivable,53262000.0,30630000.0
Cash Cash Equivalents And Short Term Investments,1028478000.0,346260000.0
Cash And Cash Equivalents,1028478000.0,346260000.0
