,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,1700000.0,1460000.0,1460000.0
Share Issued,1700000.0,1460000.0,1460000.0
Total Debt,,,0.0
Tangible Book Value,4663158.43,3414934.26,3527021.09
Invested Capital,4665837.75,3417613.58,3529700.41
Working Capital,2784788.43,2550667.76,2619771.09
Net Tangible Assets,4663158.43,3414934.26,3527021.09
Common Stock Equity,4665837.75,3417613.58,3529700.41
Total Capitalization,4665837.75,3417613.58,3529700.41
Total Equity Gross Minority Interest,4665837.75,3417613.58,3529700.41
Stockholders Equity,4665837.75,3417613.58,3529700.41
Retained Earnings,1012085.88,459861.71,571948.54
Additional Paid In Capital,1953751.87,1497751.87,1497751.87
Capital Stock,1700000.0,1460000.0,1460000.0
Common Stock,1700000.0,1460000.0,1460000.0
Total Liabilities Net Minority Interest,444780.21,118588.45,327956.36
Total Non Current Liabilities Net Minority Interest,102130.0,111233.5,68250.0
Other Non Current Liabilities,,33419.5,
Long Term Debt And Capital Lease Obligation,,,0.0
Long Term Debt,,,0.0
Long Term Provisions,102130.0,77814.0,68250.0
Current Liabilities,342650.21,7354.95,259706.36
Other Current Liabilities,291455.27,,209794.5
Payables,51194.94,7354.95,49911.86
Other Payable,,,2000.0
Accounts Payable,51194.94,7354.95,49911.86
Total Assets,5110617.96,3536202.03,3857656.77
Total Non Current Assets,1983179.32,978179.32,978179.32
Long Term Equity Investment,1980500.0,975500.0,975500.0
Goodwill And Other Intangible Assets,2679.32,2679.32,2679.32
Other Intangible Assets,2679.32,2679.32,2679.32
Goodwill,0.0,0.0,0.0
Current Assets,3127438.64,2558022.71,2879477.45
Other Current Assets,475468.26,495537.47,442144.04
Other Receivables,2498974.69,1780450.23,2098184.04
Accounts Receivable,2494.98,2494.98,2494.98
Cash Cash Equivalents And Short Term Investments,150500.71,279540.03,336654.39
Cash And Cash Equivalents,150500.71,279540.03,336654.39
Cash Financial,150500.71,279540.03,336654.39
