,2025-09-30,2025-03-31
Treasury Shares Number,1165883.0,1165883.0
Ordinary Shares Number,2570112530.0,1647602730.0
Share Issued,2571278413.0,1648768613.0
Total Debt,63053.0,81737.0
Tangible Book Value,180408310.0,180405256.0
Invested Capital,198303874.0,199119145.0
Working Capital,6372033.0,182311985.0
Net Tangible Assets,180408310.0,180405256.0
Capital Lease Obligations,63053.0,81737.0
Common Stock Equity,198303874.0,199119145.0
Total Capitalization,198303874.0,199119145.0
Total Equity Gross Minority Interest,198310938.0,199151136.0
Minority Interest,7064.0,31991.0
Stockholders Equity,198303874.0,199119145.0
Gains Losses Not Affecting Retained Earnings,-3310944.0,-3771374.0
Other Equity Adjustments,-3310944.0,-3771374.0
Treasury Stock,3988370.0,3988370.0
Retained Earnings,-200179453.0,-198903752.0
Additional Paid In Capital,405525513.0,405616966.0
Capital Stock,257128.0,165675.0
Common Stock,257128.0,165675.0
Total Liabilities Net Minority Interest,13732009.0,15802189.0
Total Non Current Liabilities Net Minority Interest,1716117.0,1989282.0
Non Current Deferred Liabilities,1694747.0,1947603.0
Non Current Deferred Taxes Liabilities,1694747.0,1947603.0
Long Term Debt And Capital Lease Obligation,21370.0,41679.0
Long Term Capital Lease Obligation,21370.0,41679.0
Current Liabilities,12015892.0,13812907.0
Current Deferred Liabilities,7989052.0,10217048.0
Current Deferred Revenue,7989052.0,10217048.0
Current Debt And Capital Lease Obligation,41683.0,40058.0
Current Capital Lease Obligation,41683.0,40058.0
Payables And Accrued Expenses,3985157.0,3555801.0
Current Accrued Expenses,1766244.0,1521938.0
Interest Payable,,0.0
Payables,2218913.0,2033863.0
Dueto Related Parties Current,2000000.0,2000000.0
Total Tax Payable,218913.0,33863.0
Income Tax Payable,242878.0,92816.0
Total Assets,212042947.0,214953325.0
Total Non Current Assets,193655022.0,18828433.0
Goodwill And Other Intangible Assets,17895564.0,18713889.0
Other Intangible Assets,6852278.0,7880154.0
Goodwill,11043286.0,10833735.0
Net PPE,175759458.0,114544.0
Accumulated Depreciation,-4372.0,-1612.0
Gross PPE,175763830.0,116156.0
Construction In Progress,175664545.0,
Other Properties,79548.0,98396.0
Machinery Furniture Equipment,19737.0,17760.0
Current Assets,18387925.0,196124892.0
Other Current Assets,1198697.0,6809198.0
Prepaid Assets,,0.0
Inventory,193922.0,190242.0
Finished Goods,193922.0,190242.0
Receivables,5866679.0,12895578.0
Loans Receivable,2697008.0,11941378.0
Accounts Receivable,3169671.0,954200.0
Allowance For Doubtful Accounts Receivable,-7670556.0,-7670556.0
Gross Accounts Receivable,10840227.0,8624756.0
Cash Cash Equivalents And Short Term Investments,11128627.0,176229874.0
Cash And Cash Equivalents,11128627.0,176229874.0
