,2025-11-30,2025-05-31,2024-11-30
Preferred Shares Number,1896.0,1896.0,
Ordinary Shares Number,14082315.0,,14082315.0
Share Issued,14082315.0,14082315.0,14082315.0
Net Debt,2999999.0,,3000000.0
Total Debt,3000000.0,3000000.0,3000000.0
Tangible Book Value,120454830.0,117619015.0,125871409.0
Invested Capital,123454830.0,,128871409.0
Net Tangible Assets,120454830.0,,125871409.0
Common Stock Equity,120454830.0,,125871409.0
Total Capitalization,123454830.0,120619015.0,128871409.0
Total Equity Gross Minority Interest,120454830.0,,125871409.0
Stockholders Equity,120454830.0,117619015.0,125871409.0
Retained Earnings,-6061840.0,,-3789846.0
Additional Paid In Capital,126502588.0,,129647173.0
Capital Stock,14082.0,,14082.0
Common Stock,14082.0,14082.0,14082.0
Total Liabilities Net Minority Interest,50687991.0,,52321229.0
Preferred Securities Outside Stock Equity,46868478.0,46854635.0,46840869.0
Long Term Debt And Capital Lease Obligation,3000000.0,,3000000.0
Payables,698590.0,3843887.0,2360871.0
Other Payable,77032.0,,81034.0
Accounts Payable,621558.0,3764954.0,2279837.0
Total Assets,171142821.0,,178192638.0
Investments And Advances,168666888.0,168806203.0,175615707.0
Investmentin Financial Assets,168666888.0,,175615707.0
Available For Sale Securities,8646486.0,,3011752.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,160020402.0,,172603955.0
Prepaid Assets,20578.0,62697.0,4107.0
Receivables,2455354.0,2459964.0,2538005.0
Cash And Cash Equivalents,1.0,,
Cash Financial,1.0,79772.0,
Cash Cash Equivalents And Federal Funds Sold,1.0,,34819.0
