,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Ordinary Shares Number,106919830.0,85976023.0,84305071.0,80491849.0,78017047.0
Share Issued,106919830.0,85976023.0,84305071.0,80491849.0,78017047.0
Net Debt,,202090670.0,199138542.0,199009538.0,196950764.0
Total Debt,3727945.0,228598088.0,225335621.0,221616080.0,2591322.0
Tangible Book Value,94777118.0,-93434303.0,-90630594.0,-84938111.0,-79355308.0
Invested Capital,95742404.0,110738147.0,110787479.0,114096050.0,-79355308.0
Working Capital,73054345.0,-74833283.0,-72756249.0,-77339150.0,-73503111.0
Net Tangible Assets,94777118.0,-93434303.0,-90630594.0,-84938111.0,-79355308.0
Capital Lease Obligations,2762659.0,24425638.0,23917548.0,22581919.0,2591322.0
Common Stock Equity,94777118.0,-93434303.0,-90630594.0,-84938111.0,-79355308.0
Total Capitalization,95742404.0,64796841.0,65047977.0,68356548.0,-79355308.0
Total Equity Gross Minority Interest,93188926.0,-95002019.0,-92198309.0,-86503053.0,-80916974.0
Minority Interest,-1588192.0,-1567716.0,-1567715.0,-1564942.0,-1561666.0
Stockholders Equity,94777118.0,-93434303.0,-90630594.0,-84938111.0,-79355308.0
Retained Earnings,-210358542.0,-287519895.0,-282081937.0,-273415809.0,-265770279.0
Additional Paid In Capital,305124968.0,194077140.0,191443058.0,188469652.0,186407169.0
Capital Stock,10692.0,8452.0,8285.0,8046.0,7802.0
Common Stock,10692.0,8452.0,8285.0,8046.0,7802.0
Total Liabilities Net Minority Interest,75718780.0,296202408.0,292644028.0,289261436.0,362568848.0
Total Non Current Liabilities Net Minority Interest,14508412.0,212581929.0,210345684.0,203291656.0,196169734.0
Other Non Current Liabilities,12167536.0,32704074.0,32979687.0,28249348.0,5894110.0
Liabilities Heldfor Sale Non Current,0.0,,,,188448773.0
Long Term Debt And Capital Lease Obligation,2340876.0,179877855.0,177365997.0,175042308.0,1826851.0
Long Term Capital Lease Obligation,1375590.0,21646711.0,21687426.0,21747649.0,1826851.0
Long Term Debt,965286.0,158231144.0,155678571.0,153294659.0,151841169.0
Current Liabilities,61210368.0,83620479.0,82298344.0,85969780.0,166399114.0
Other Current Liabilities,4349613.0,5131272.0,4812386.0,5721956.0,142576361.0
Current Debt And Capital Lease Obligation,1387069.0,48720233.0,47969624.0,46573772.0,764471.0
Current Capital Lease Obligation,1387069.0,2778927.0,2230122.0,834270.0,764471.0
Current Debt,,45941306.0,45739502.0,45739502.0,45714080.0
Other Current Borrowings,,44619714.0,43843910.0,43843910.0,45714080.0
Current Notes Payable,,1321592.0,1895592.0,1895592.0,
Payables And Accrued Expenses,55473686.0,29768974.0,29516334.0,33674052.0,23058282.0
Current Accrued Expenses,2294803.0,18157281.0,17803120.0,19513311.0,2916600.0
Interest Payable,54849.0,3265605.0,3109345.0,4560764.0,68465.0
Payables,53178883.0,11611693.0,11713214.0,14160741.0,20141682.0
Other Payable,474407.0,1192375.0,444501.0,1302787.0,471566.0
Dueto Related Parties Current,51610947.0,5817283.0,5072067.0,8959649.0,17533062.0
Accounts Payable,1093529.0,4602035.0,6196646.0,3898305.0,2137054.0
Total Assets,168907706.0,201200389.0,200445719.0,202758383.0,281651874.0
Total Non Current Assets,34642993.0,192413193.0,190903624.0,194127753.0,188755871.0
Other Non Current Assets,380770.0,154056652.0,152349154.0,154069627.0,184375179.0
Non Current Note Receivables,0.0,0.0,0.0,280000.0,280000.0
Investments And Advances,32361173.0,1649446.0,1672412.0,1695378.0,1706244.0
Long Term Equity Investment,32361173.0,1649446.0,1672412.0,1695378.0,1706244.0
Net PPE,1901050.0,36707095.0,36882058.0,38082748.0,2394448.0
Accumulated Depreciation,-601743.0,-26578743.0,-27394580.0,-26580873.0,-478828.0
Gross PPE,2502793.0,63285838.0,64276638.0,64663621.0,2873276.0
Construction In Progress,129812.0,16653139.0,17399610.0,17544957.0,92516.0
Other Properties,1757981.0,21132989.0,21377318.0,21618954.0,2165760.0
Buildings And Improvements,,54202.0,54202.0,54202.0,54202.0
Land And Improvements,615000.0,12826409.0,12826409.0,12826409.0,615000.0
Current Assets,134264713.0,8787196.0,9542095.0,8630630.0,92896003.0
Other Current Assets,2635151.0,1165154.0,1768608.0,1127211.0,620042.0
Assets Held For Sale Current,0.0,,,,9830195.0
Restricted Cash,,3236506.0,3226901.0,5155968.0,6853473.0
Inventory,,1078289.0,1078289.0,1078289.0,959989.0
Receivables,59457495.0,1225467.0,1188766.0,1244539.0,81656953.0
Other Receivables,,18233.0,28532.0,37305.0,6675.0
Duefrom Related Parties Current,,1121243.0,1074243.0,1121243.0,1081243.0
Accrued Interest Receivable,85991.0,85991.0,85991.0,85991.0,85991.0
Accounts Receivable,59371504.0,,,,81570962.0
Allowance For Doubtful Accounts Receivable,-62030311.0,,,,0.0
Gross Accounts Receivable,121401815.0,,,,81570962.0
Cash Cash Equivalents And Short Term Investments,72172067.0,2081780.0,2279531.0,24623.0,788813.0
Other Short Term Investments,40470151.0,0.0,0.0,0.0,587357.0
Cash And Cash Equivalents,31701916.0,2081780.0,2279531.0,24623.0,201456.0
