,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Ordinary Shares Number,37821936.0,38422993.0,39061075.0,38996974.0,39138040.0,,
Share Issued,37821936.0,38422993.0,39061075.0,38996974.0,39138040.0,,
Total Debt,75034000.0,78255000.0,78555000.0,82421000.0,83941000.0,,
Tangible Book Value,527881000.0,561441000.0,560215000.0,565062000.0,574587000.0,,
Invested Capital,569053000.0,603103000.0,602241000.0,607775000.0,617553000.0,,
Working Capital,152574000.0,187763000.0,196621000.0,215067000.0,238856000.0,,
Net Tangible Assets,527881000.0,561441000.0,560215000.0,565062000.0,574587000.0,,
Capital Lease Obligations,75034000.0,78255000.0,78555000.0,82421000.0,83941000.0,,
Common Stock Equity,569053000.0,603103000.0,602241000.0,607775000.0,617553000.0,,
Total Capitalization,569053000.0,603103000.0,602241000.0,607775000.0,617553000.0,,
Total Equity Gross Minority Interest,569053000.0,603103000.0,602241000.0,607775000.0,617553000.0,,
Stockholders Equity,569053000.0,603103000.0,602241000.0,607775000.0,617553000.0,,
Gains Losses Not Affecting Retained Earnings,-517000.0,401000.0,171000.0,325000.0,-1080000.0,,
Other Equity Adjustments,-517000.0,401000.0,171000.0,325000.0,-1080000.0,,
Retained Earnings,373270000.0,409753000.0,415288000.0,425822000.0,443830000.0,,
Additional Paid In Capital,196296000.0,192945000.0,186778000.0,181624000.0,174799000.0,,
Capital Stock,4000.0,4000.0,4000.0,4000.0,4000.0,,
Common Stock,4000.0,4000.0,4000.0,4000.0,4000.0,,
Preferred Stock,0.0,0.0,0.0,0.0,0.0,,
Total Liabilities Net Minority Interest,185910000.0,224077000.0,210253000.0,184434000.0,184471000.0,,
Total Non Current Liabilities Net Minority Interest,93382000.0,102630000.0,97067000.0,97422000.0,98224000.0,,
Other Non Current Liabilities,108000.0,213000.0,743000.0,304000.0,249000.0,,
Tradeand Other Payables Non Current,7189000.0,7542000.0,7254000.0,7006000.0,6663000.0,,
Non Current Deferred Liabilities,29371000.0,35416000.0,29793000.0,26318000.0,26160000.0,,
Long Term Debt And Capital Lease Obligation,56714000.0,59459000.0,59277000.0,63794000.0,65152000.0,,
Long Term Capital Lease Obligation,56714000.0,59459000.0,59277000.0,63794000.0,65152000.0,,
Current Liabilities,92528000.0,121447000.0,113186000.0,87012000.0,86247000.0,,
Other Current Liabilities,5503000.0,5730000.0,5540000.0,1419000.0,4853000.0,,
Current Deferred Liabilities,33707000.0,57463000.0,42192000.0,37428000.0,29938000.0,,
Current Debt And Capital Lease Obligation,18320000.0,18796000.0,19278000.0,18627000.0,18789000.0,,
Current Capital Lease Obligation,18320000.0,18796000.0,19278000.0,18627000.0,18789000.0,,
Pensionand Other Post Retirement Benefit Plans Current,10985000.0,23856000.0,18758000.0,15950000.0,10774000.0,,
Payables And Accrued Expenses,24013000.0,15602000.0,27418000.0,13588000.0,21893000.0,,
Payables,24013000.0,15602000.0,27418000.0,13588000.0,21893000.0,,
Other Payable,2232000.0,3541000.0,1900000.0,1739000.0,1548000.0,,
Dividends Payable,10540000.0,1040000.0,10803000.0,939000.0,10772000.0,,
Accounts Payable,11241000.0,11021000.0,14715000.0,10910000.0,9573000.0,,
Total Assets,754963000.0,827180000.0,812494000.0,792209000.0,802024000.0,,
Total Non Current Assets,509861000.0,517970000.0,502687000.0,490130000.0,476921000.0,,
Other Non Current Assets,1762000.0,,,,,,224000.0
Defined Pension Benefit,13165000.0,13476000.0,13266000.0,12757000.0,11995000.0,,
Non Current Prepaid Assets,147956000.0,149722000.0,140538000.0,147450000.0,175429000.0,,
Non Current Deferred Assets,44035000.0,44586000.0,48711000.0,50013000.0,57468000.0,,
Non Current Deferred Taxes Assets,44035000.0,44586000.0,48711000.0,50013000.0,57468000.0,,
Non Current Note Receivables,15538000.0,15113000.0,14183000.0,13916000.0,12874000.0,,
Investments And Advances,151012000.0,155201000.0,144219000.0,119706000.0,70613000.0,,
Other Investments,0.0,0.0,,,,0.0,4425000.0
Investmentin Financial Assets,151012000.0,155201000.0,144219000.0,119706000.0,70613000.0,,
Held To Maturity Securities,9500000.0,9500000.0,9500000.0,9500000.0,9500000.0,,
Available For Sale Securities,141512000.0,145701000.0,134719000.0,110206000.0,61113000.0,,
Goodwill And Other Intangible Assets,41172000.0,41662000.0,42026000.0,42713000.0,42966000.0,,
Other Intangible Assets,3394000.0,3811000.0,4251000.0,4815000.0,5367000.0,,
Goodwill,37778000.0,37851000.0,37775000.0,37898000.0,37599000.0,,
Net PPE,95221000.0,98210000.0,99744000.0,103575000.0,105576000.0,,
Accumulated Depreciation,-59359000.0,-57425000.0,-57348000.0,-55324000.0,-53287000.0,,
Gross PPE,154580000.0,155635000.0,157092000.0,158899000.0,158863000.0,,
Other Properties,70818000.0,74333000.0,75257000.0,79399000.0,80712000.0,,
Machinery Furniture Equipment,83762000.0,81302000.0,81835000.0,79500000.0,78151000.0,,
Current Assets,245102000.0,309210000.0,309807000.0,302079000.0,325103000.0,,
Other Current Assets,,,,,,,7172000.0
Restricted Cash,11488000.0,,11036000.0,10847000.0,10675000.0,,
Prepaid Assets,13014000.0,13722000.0,15932000.0,11833000.0,10889000.0,,
Receivables,33278000.0,37373000.0,41151000.0,61217000.0,38728000.0,,
Other Receivables,5201000.0,5121000.0,4300000.0,4047000.0,3594000.0,,
Taxes Receivable,802000.0,1962000.0,6371000.0,6363000.0,6050000.0,,
Notes Receivable,119000.0,140000.0,144000.0,146000.0,101000.0,,
Loans Receivable,14406000.0,15299000.0,12405000.0,33764000.0,15515000.0,,
Accounts Receivable,12750000.0,14851000.0,17931000.0,16897000.0,13468000.0,,
Cash Cash Equivalents And Short Term Investments,187322000.0,258115000.0,241688000.0,218182000.0,264811000.0,,
Other Short Term Investments,62301000.0,96194000.0,135364000.0,143075000.0,125782000.0,,
Cash And Cash Equivalents,125021000.0,161921000.0,106324000.0,75107000.0,139029000.0,,
Cash Financial,,,106324000.0,75107000.0,139029000.0,,
