,2026-03-31,2025-09-30,2025-03-31
Ordinary Shares Number,79407303.0,79311773.0,79311773.0
Share Issued,79407303.0,79311773.0,79311773.0
Net Debt,89100000.0,285890000.0,
Total Debt,536070000.0,1001600000.0,1064260000.0
Tangible Book Value,5753600000.0,1561820000.0,2767100000.0
Invested Capital,10682140000.0,6851360000.0,6683410000.0
Working Capital,4635650000.0,479820000.0,1675260000.0
Net Tangible Assets,5753600000.0,1561820000.0,2767100000.0
Capital Lease Obligations,88860000.0,112220000.0,63320000.0
Common Stock Equity,10234930000.0,5961980000.0,5682470000.0
Total Capitalization,10234930000.0,5975290000.0,5695290000.0
Total Equity Gross Minority Interest,10234930000.0,5961980000.0,5682470000.0
Stockholders Equity,10234930000.0,5961980000.0,5682470000.0
Other Equity Interest,10076120000.0,3180730000.0,3107970000.0
Retained Earnings,,-4683850000.0,-4692800000.0
Additional Paid In Capital,,5930480000.0,5930480000.0
Capital Stock,158810000.0,146650000.0,146650000.0
Common Stock,158810000.0,146650000.0,146650000.0
Total Liabilities Net Minority Interest,2767490000.0,2961360000.0,2704070000.0
Total Non Current Liabilities Net Minority Interest,193280000.0,228170000.0,197110000.0
Non Current Pension And Other Postretirement Benefit Plans,,94140000.0,80710000.0
Non Current Accrued Expenses,,0.0,0.0
Non Current Deferred Taxes Liabilities,27370000.0,59040000.0,71040000.0
Long Term Debt And Capital Lease Obligation,40340000.0,74990000.0,45360000.0
Long Term Capital Lease Obligation,40340000.0,61680000.0,32540000.0
Long Term Debt,0.0,13310000.0,12820000.0
Long Term Provisions,125570000.0,,
Current Liabilities,2574210000.0,2733190000.0,2506960000.0
Other Current Liabilities,1038950000.0,,
Current Deferred Taxes Liabilities,,15660000.0,7730000.0
Current Debt And Capital Lease Obligation,495730000.0,926610000.0,1018900000.0
Current Capital Lease Obligation,48520000.0,50540000.0,30780000.0
Current Debt,447210000.0,876070000.0,988120000.0
Pensionand Other Post Retirement Benefit Plans Current,,19870000.0,18210000.0
Current Provisions,31060000.0,,
Payables,787920000.0,788490000.0,575790000.0
Other Payable,,64440000.0,70040000.0
Total Tax Payable,44080000.0,,
Accounts Payable,743840000.0,724050000.0,505750000.0
Total Assets,13002420000.0,8923340000.0,8386540000.0
Total Non Current Assets,5792560000.0,5710330000.0,4204320000.0
Other Non Current Assets,649380000.0,,
Non Current Prepaid Assets,,151890000.0,206900000.0
Non Current Deferred Assets,,4460000.0,7620000.0
Non Current Deferred Taxes Assets,16270000.0,6830000.0,5620000.0
Investmentin Financial Assets,390770000.0,103520000.0,0.0
Available For Sale Securities,390770000.0,103520000.0,
Goodwill And Other Intangible Assets,4481330000.0,4400160000.0,2915370000.0
Other Intangible Assets,1385570000.0,1489630000.0,1030390000.0
Goodwill,3095760000.0,2910530000.0,1884980000.0
Net PPE,120410000.0,145130000.0,94110000.0
Accumulated Depreciation,,-154000000.0,-111450000.0
Gross PPE,120410000.0,299130000.0,205560000.0
Other Properties,120410000.0,,
Machinery Furniture Equipment,,115340000.0,96950000.0
Buildings And Improvements,,183790000.0,108610000.0
Properties,,0.0,0.0
Current Assets,7209860000.0,3213010000.0,4182220000.0
Other Current Assets,471610000.0,,
Current Deferred Assets,,13800000.0,21760000.0
Restricted Cash,,0.0,128180000.0
Prepaid Assets,,267000000.0,283490000.0
Other Receivables,,228620000.0,125050000.0
Accounts Receivable,1808350000.0,1851010000.0,1611210000.0
Allowance For Doubtful Accounts Receivable,,-137570000.0,-128280000.0
Gross Accounts Receivable,,1988580000.0,1739490000.0
Cash Cash Equivalents And Short Term Investments,4929900000.0,852580000.0,2012530000.0
Other Short Term Investments,4571790000.0,249090000.0,
Cash And Cash Equivalents,358110000.0,603490000.0,2012530000.0
Cash Financial,,603490000.0,2012530000.0
