,2026-03-31,2025-09-30
Ordinary Shares Number,38333333.0,33333333.0
Share Issued,38333333.0,33333333.0
Net Debt,,47920.0
Total Debt,,47920.0
Tangible Book Value,274649522.0,-166.0
Invested Capital,274649522.0,47754.0
Working Capital,-2930576.0,-37666.0
Net Tangible Assets,274649522.0,-166.0
Common Stock Equity,274649522.0,-166.0
Total Capitalization,274649522.0,-166.0
Total Equity Gross Minority Interest,274649522.0,-166.0
Stockholders Equity,274649522.0,-166.0
Retained Earnings,-15067159.0,-25166.0
Additional Paid In Capital,0.0,24042.0
Capital Stock,289716681.0,958.0
Common Stock,289716681.0,958.0
Preferred Stock,0.0,0.0
Total Liabilities Net Minority Interest,16746580.0,47920.0
Total Non Current Liabilities Net Minority Interest,12250000.0,0.0
Non Current Deferred Liabilities,12250000.0,
Current Liabilities,4496580.0,47920.0
Current Debt And Capital Lease Obligation,,47920.0
Current Debt,,47920.0
Other Current Borrowings,,47920.0
Payables And Accrued Expenses,4496580.0,
Current Accrued Expenses,4496580.0,
Total Assets,291396102.0,47754.0
Total Non Current Assets,289830098.0,37500.0
Other Non Current Assets,289715723.0,
Non Current Prepaid Assets,114375.0,
Non Current Deferred Assets,0.0,37500.0
Current Assets,1566004.0,10254.0
Prepaid Assets,234990.0,10254.0
Cash Cash Equivalents And Short Term Investments,1331014.0,
Cash And Cash Equivalents,1331014.0,
Cash Financial,1331014.0,
