,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,1423285396.0,1230609377.0,1152740747.0
Share Issued,1423285396.0,1230609377.0,1152740747.0
Total Debt,20118000.0,3744000.0,5512000.0
Tangible Book Value,38748000.0,52607000.0,70240000.0
Invested Capital,98865000.0,119598000.0,131970000.0
Working Capital,41748000.0,59066000.0,87791000.0
Net Tangible Assets,38748000.0,52607000.0,70240000.0
Capital Lease Obligations,5118000.0,3744000.0,5512000.0
Common Stock Equity,83865000.0,119598000.0,131970000.0
Total Capitalization,83865000.0,119598000.0,131970000.0
Total Equity Gross Minority Interest,109782000.0,152165000.0,163829000.0
Minority Interest,25917000.0,32567000.0,31859000.0
Stockholders Equity,83865000.0,119598000.0,131970000.0
Gains Losses Not Affecting Retained Earnings,9517000.0,8944000.0,7810000.0
Other Equity Adjustments,9517000.0,8944000.0,7810000.0
Retained Earnings,-238117000.0,-164928000.0,-143585000.0
Additional Paid In Capital,312339000.0,275456000.0,267626000.0
Capital Stock,126000.0,126000.0,119000.0
Common Stock,126000.0,126000.0,119000.0
Preferred Stock,,,0.0
Total Liabilities Net Minority Interest,82479000.0,91946000.0,79453000.0
Total Non Current Liabilities Net Minority Interest,3631000.0,3407000.0,4659000.0
Other Non Current Liabilities,1792000.0,1792000.0,1792000.0
Preferred Securities Outside Stock Equity,,,0.0
Long Term Debt And Capital Lease Obligation,1839000.0,1615000.0,2867000.0
Long Term Capital Lease Obligation,1839000.0,1615000.0,2867000.0
Current Liabilities,78848000.0,88539000.0,74794000.0
Other Current Liabilities,1785000.0,695000.0,1729000.0
Current Deferred Liabilities,21824000.0,19295000.0,25036000.0
Current Deferred Revenue,21824000.0,19295000.0,25036000.0
Current Debt And Capital Lease Obligation,18279000.0,2129000.0,2645000.0
Current Capital Lease Obligation,3279000.0,2129000.0,2645000.0
Current Debt,15000000.0,,
Line Of Credit,15000000.0,,0.0
Payables And Accrued Expenses,36960000.0,66420000.0,45384000.0
Current Accrued Expenses,,3833000.0,
Payables,36960000.0,66420000.0,45384000.0
Other Payable,3027000.0,3138000.0,2816000.0
Dueto Related Parties Current,0.0,0.0,7000.0
Total Tax Payable,3347000.0,4516000.0,4543000.0
Accounts Payable,30586000.0,58766000.0,38018000.0
Total Assets,192261000.0,244111000.0,243282000.0
Total Non Current Assets,71665000.0,96506000.0,80697000.0
Investments And Advances,19862000.0,17476000.0,11905000.0
Long Term Equity Investment,19862000.0,17476000.0,11905000.0
Goodwill And Other Intangible Assets,45117000.0,66991000.0,61730000.0
Other Intangible Assets,45117000.0,66991000.0,61730000.0
Net PPE,6686000.0,12039000.0,7062000.0
Accumulated Depreciation,-3455000.0,-2987000.0,-2483000.0
Gross PPE,10141000.0,15026000.0,9545000.0
Leases,1677000.0,1677000.0,1676000.0
Construction In Progress,,6132000.0,
Other Properties,4936000.0,3792000.0,5124000.0
Machinery Furniture Equipment,3528000.0,3425000.0,2745000.0
Properties,0.0,0.0,0.0
Current Assets,120596000.0,147605000.0,162585000.0
Other Current Assets,9019000.0,3507000.0,2535000.0
Current Deferred Assets,,,0.0
Prepaid Assets,2492000.0,9654000.0,3627000.0
Inventory,2294000.0,4115000.0,107000.0
Inventories Adjustments Allowances,,,0.0
Finished Goods,2294000.0,4115000.0,107000.0
Receivables,27522000.0,43385000.0,54645000.0
Duefrom Related Parties Current,321000.0,244000.0,802000.0
Accounts Receivable,27201000.0,43141000.0,53843000.0
Allowance For Doubtful Accounts Receivable,-4420000.0,0.0,0.0
Gross Accounts Receivable,31621000.0,43141000.0,53843000.0
Cash Cash Equivalents And Short Term Investments,79269000.0,86944000.0,101671000.0
Other Short Term Investments,15000000.0,31789000.0,9085000.0
Cash And Cash Equivalents,64269000.0,55155000.0,92586000.0
Cash Financial,64269000.0,55155000.0,92586000.0
