,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Ordinary Shares Number,4391123.0,3242903.0,1279348.0,1832685.0
Share Issued,4391123.0,3242903.0,1279348.0,1832685.0
Net Debt,5420246.0,5018348.0,5743859.0,6042742.0
Total Debt,5740882.0,5280918.0,6212536.0,6110777.0
Tangible Book Value,-6526588.0,736574.0,-1569698.0,-760146.0
Invested Capital,38626923.0,25109422.0,26071245.0,26590689.0
Working Capital,-11219272.0,-15209126.0,-15073465.0,-14504984.0
Net Tangible Assets,-6526588.0,736574.0,-1569698.0,-760146.0
Common Stock Equity,32886041.0,19828504.0,19858709.0,20479912.0
Total Capitalization,32886041.0,19828504.0,19858709.0,20479912.0
Total Equity Gross Minority Interest,43484457.0,20674733.0,21906354.0,22544829.0
Minority Interest,10598416.0,846229.0,2047645.0,2064917.0
Stockholders Equity,32886041.0,19828504.0,19858709.0,20479912.0
Gains Losses Not Affecting Retained Earnings,-21601.0,47435.0,-182283.0,16880.0
Other Equity Adjustments,-21601.0,47435.0,-182283.0,16880.0
Retained Earnings,-275435350.0,-270879151.0,-266775196.0,-263468728.0
Additional Paid In Capital,308338601.0,290627791.0,286789488.0,283913433.0
Capital Stock,4391.0,32429.0,26700.0,18327.0
Common Stock,4391.0,32429.0,26700.0,18327.0
Preferred Stock,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,29948313.0,32397113.0,31532777.0,30397442.0
Total Non Current Liabilities Net Minority Interest,0.0,2.0,0.0,0.0
Other Non Current Liabilities,,2.0,,
Current Liabilities,29948313.0,32397111.0,31532777.0,30397442.0
Other Current Liabilities,2069132.0,4162682.0,4061546.0,2415179.0
Current Deferred Liabilities,169643.0,196429.0,223214.0,250000.0
Current Deferred Revenue,169643.0,196429.0,223214.0,250000.0
Current Debt And Capital Lease Obligation,5740882.0,5280918.0,6212536.0,6110777.0
Current Debt,5740882.0,5280918.0,6212536.0,6110777.0
Current Notes Payable,5740882.0,5280918.0,6212536.0,6110777.0
Payables And Accrued Expenses,21968656.0,22757082.0,21035481.0,21621486.0
Current Accrued Expenses,13279854.0,14048316.0,12538767.0,13380175.0
Interest Payable,1294998.0,1213458.0,1270044.0,1218864.0
Payables,8688802.0,8708766.0,8496714.0,8241311.0
Accounts Payable,8688802.0,8708766.0,8496714.0,8241311.0
Total Assets,73432770.0,53071846.0,53439131.0,52942271.0
Total Non Current Assets,54549146.0,34236656.0,36574002.0,36659031.0
Other Non Current Assets,12884686.0,12884686.0,12884686.0,12906849.0
Non Current Note Receivables,2000000.0,2000000.0,2000000.0,2250000.0
Investments And Advances,250000.0,250000.0,250000.0,250000.0
Goodwill And Other Intangible Assets,39412629.0,19091930.0,21428407.0,21240058.0
Other Intangible Assets,30350954.0,10030255.0,12366732.0,12178383.0
Goodwill,9061675.0,9061675.0,9061675.0,9061675.0
Net PPE,1831.0,10040.0,10909.0,12124.0
Accumulated Depreciation,-2157989.0,-2156971.0,-2149445.0,-2154887.0
Gross PPE,2159820.0,2167011.0,2160354.0,2167011.0
Machinery Furniture Equipment,2159820.0,2167011.0,2160354.0,2167011.0
Current Assets,18729041.0,17187985.0,16459312.0,15892458.0
Other Current Assets,3226390.0,1886712.0,1130272.0,880961.0
Restricted Cash,,,0.0,0.0
Prepaid Assets,14419893.0,14458252.0,14373230.0,14449333.0
Receivables,762122.0,580451.0,487133.0,494129.0
Accounts Receivable,762122.0,580451.0,487133.0,494129.0
Allowance For Doubtful Accounts Receivable,-33000.0,,,
Gross Accounts Receivable,795122.0,,,
Cash Cash Equivalents And Short Term Investments,320636.0,262570.0,468677.0,68035.0
Cash And Cash Equivalents,320636.0,262570.0,468677.0,68035.0
Cash Financial,320636.0,262570.0,468677.0,68035.0
