,2026-03-31,2025-09-30,2025-08-31
Ordinary Shares Number,18119643.0,18119643.0,18119643.0
Share Issued,18119643.0,18119643.0,18119643.0
Net Debt,498079.0,140251.0,33751.0
Total Debt,498079.0,140251.0,33751.0
Tangible Book Value,-103816.0,-18751.0,-18751.0
Invested Capital,394263.0,121500.0,15000.0
Net Tangible Assets,-103816.0,-18751.0,-18751.0
Common Stock Equity,-103816.0,-18751.0,-18751.0
Total Capitalization,-103816.0,-18751.0,-18751.0
Total Equity Gross Minority Interest,-103816.0,-18751.0,-18751.0
Stockholders Equity,-103816.0,-18751.0,-18751.0
Other Equity Interest,-25000.0,-25000.0,-25000.0
Retained Earnings,-103816.0,-18751.0,-18751.0
Additional Paid In Capital,24384.0,23768.0,23768.0
Capital Stock,616.0,1232.0,1232.0
Common Stock,616.0,1232.0,1232.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,533079.0,175251.0,168751.0
Total Non Current Liabilities Net Minority Interest,0.0,0.0,0.0
Current Liabilities,533079.0,175251.0,168751.0
Current Debt And Capital Lease Obligation,498079.0,140251.0,33751.0
Current Debt,498079.0,140251.0,33751.0
Other Current Borrowings,498079.0,140251.0,33751.0
Payables And Accrued Expenses,35000.0,35000.0,135000.0
Current Accrued Expenses,35000.0,35000.0,135000.0
Total Assets,429263.0,156500.0,150000.0
Total Non Current Assets,429263.0,156500.0,150000.0
Non Current Deferred Assets,429263.0,156500.0,150000.0
