,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Ordinary Shares Number,31816681.0,31567434.0,31548153.0,31538050.0,31325787.0,
Share Issued,31816681.0,31567434.0,31548153.0,31538050.0,31325787.0,
Net Debt,156364000.0,149984000.0,174465000.0,169457000.0,153338000.0,
Total Debt,216702000.0,213239000.0,234368000.0,222222000.0,204860000.0,
Tangible Book Value,11885000.0,11868000.0,5229000.0,-8848000.0,-22052000.0,
Invested Capital,414581000.0,413096000.0,429674000.0,405262000.0,370539000.0,
Working Capital,94064000.0,91884000.0,111707000.0,84813000.0,58421000.0,
Net Tangible Assets,11885000.0,11868000.0,5229000.0,-8848000.0,-22052000.0,
Capital Lease Obligations,35349000.0,35247000.0,32098000.0,32808000.0,32986000.0,
Common Stock Equity,233228000.0,235104000.0,227404000.0,215848000.0,198665000.0,
Total Capitalization,401719000.0,400247000.0,416639000.0,392193000.0,358165000.0,
Total Equity Gross Minority Interest,233597000.0,235645000.0,227826000.0,216175000.0,199001000.0,
Minority Interest,369000.0,541000.0,422000.0,327000.0,336000.0,
Stockholders Equity,233228000.0,235104000.0,227404000.0,215848000.0,198665000.0,
Gains Losses Not Affecting Retained Earnings,-33019000.0,-29111000.0,-31328000.0,-28343000.0,-40200000.0,
Other Equity Adjustments,-33019000.0,-29111000.0,-31328000.0,-28343000.0,-40200000.0,
Retained Earnings,9241000.0,6853000.0,2955000.0,-10153000.0,-13170000.0,
Additional Paid In Capital,256316000.0,256863000.0,255297000.0,253879000.0,251629000.0,
Capital Stock,690000.0,499000.0,480000.0,465000.0,406000.0,
Common Stock,690000.0,499000.0,480000.0,465000.0,406000.0,
Preferred Stock,0.0,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,339073000.0,343136000.0,368430000.0,354868000.0,327788000.0,
Total Non Current Liabilities Net Minority Interest,222252000.0,218828000.0,242639000.0,226374000.0,210236000.0,
Other Non Current Liabilities,34329000.0,35081000.0,35889000.0,31919000.0,32772000.0,
Non Current Deferred Liabilities,1910000.0,1264000.0,2880000.0,2216000.0,2093000.0,
Non Current Deferred Taxes Liabilities,1910000.0,1264000.0,2880000.0,2216000.0,2093000.0,
Long Term Debt And Capital Lease Obligation,186013000.0,182483000.0,203870000.0,192239000.0,175371000.0,
Long Term Capital Lease Obligation,17522000.0,17340000.0,14635000.0,15894000.0,15871000.0,
Long Term Debt,168491000.0,165143000.0,189235000.0,176345000.0,159500000.0,
Current Liabilities,116821000.0,124308000.0,125791000.0,128494000.0,117552000.0,
Current Deferred Liabilities,10233000.0,9099000.0,8148000.0,9811000.0,10065000.0,
Current Deferred Revenue,10233000.0,9099000.0,8148000.0,9811000.0,10065000.0,
Current Debt And Capital Lease Obligation,30689000.0,30756000.0,30498000.0,29983000.0,29489000.0,
Current Capital Lease Obligation,17827000.0,17907000.0,17463000.0,16914000.0,17115000.0,
Current Debt,12862000.0,12849000.0,13035000.0,13069000.0,12374000.0,
Other Current Borrowings,12862000.0,12849000.0,13035000.0,13069000.0,12374000.0,
Pensionand Other Post Retirement Benefit Plans Current,2716000.0,4552000.0,5425000.0,6028000.0,6395000.0,
Payables And Accrued Expenses,73183000.0,79901000.0,81720000.0,82672000.0,71603000.0,
Current Accrued Expenses,54656000.0,63493000.0,62901000.0,63406000.0,57645000.0,
Payables,18527000.0,16408000.0,18819000.0,19266000.0,13958000.0,
Total Tax Payable,487000.0,1465000.0,444000.0,1028000.0,573000.0,
Income Tax Payable,487000.0,1465000.0,444000.0,1028000.0,573000.0,
Accounts Payable,18040000.0,14943000.0,18375000.0,18238000.0,13385000.0,
Total Assets,572670000.0,578781000.0,596256000.0,571043000.0,526789000.0,
Total Non Current Assets,361785000.0,362589000.0,358758000.0,357736000.0,350816000.0,
Other Non Current Assets,39517000.0,40812000.0,43859000.0,40438000.0,40952000.0,
Non Current Deferred Assets,5672000.0,5377000.0,5066000.0,6693000.0,6351000.0,
Non Current Deferred Taxes Assets,5672000.0,5377000.0,5066000.0,6693000.0,6351000.0,
Goodwill And Other Intangible Assets,221343000.0,223236000.0,222175000.0,224696000.0,220717000.0,
Other Intangible Assets,37690000.0,38407000.0,38450000.0,39571000.0,39187000.0,
Goodwill,183653000.0,184829000.0,183725000.0,185125000.0,181530000.0,
Net PPE,95253000.0,93164000.0,87658000.0,85909000.0,82796000.0,
Accumulated Depreciation,-259984000.0,-257033000.0,-261735000.0,-258901000.0,-248427000.0,
Gross PPE,355237000.0,350197000.0,349393000.0,344810000.0,331223000.0,
Machinery Furniture Equipment,330298000.0,325344000.0,324810000.0,319222000.0,301662000.0,
Buildings And Improvements,22477000.0,22383000.0,22114000.0,23118000.0,27120000.0,
Land And Improvements,2462000.0,2470000.0,2469000.0,2470000.0,2441000.0,
Properties,0.0,0.0,0.0,0.0,0.0,
Current Assets,210885000.0,216192000.0,237498000.0,213307000.0,175973000.0,
Other Current Assets,19211000.0,19509000.0,20111000.0,18409000.0,15104000.0,
Inventory,15278000.0,14002000.0,14795000.0,15118000.0,14141000.0,
Finished Goods,3777000.0,3838000.0,3811000.0,4311000.0,4759000.0,
Work In Process,1302000.0,912000.0,1143000.0,1036000.0,1230000.0,
Raw Materials,10199000.0,9252000.0,9841000.0,9771000.0,8152000.0,
Receivables,151407000.0,154673000.0,174787000.0,159823000.0,128192000.0,
Receivables Adjustments Allowances,-3333000.0,,,,,
Other Receivables,31731000.0,,,,,
Accounts Receivable,123009000.0,154673000.0,174787000.0,159823000.0,128192000.0,
Allowance For Doubtful Accounts Receivable,,-3566000.0,-3238000.0,-2904000.0,-3103000.0,-2613000.0
Gross Accounts Receivable,,158239000.0,178025000.0,162727000.0,131295000.0,129894000.0
Cash Cash Equivalents And Short Term Investments,24989000.0,28008000.0,27805000.0,19957000.0,18536000.0,
Cash And Cash Equivalents,24989000.0,28008000.0,27805000.0,19957000.0,18536000.0,
