,2025-09-30,2025-03-31
Ordinary Shares Number,2532095.0,92062.0
Share Issued,2532095.0,92062.0
Total Debt,7171322.0,9168646.0
Tangible Book Value,180650211.0,113702509.0
Invested Capital,180845323.0,113896012.0
Working Capital,105728463.0,87067265.0
Net Tangible Assets,180650211.0,113702509.0
Capital Lease Obligations,6976210.0,8975143.0
Common Stock Equity,180650211.0,113702509.0
Total Capitalization,180650211.0,113702509.0
Total Equity Gross Minority Interest,180650211.0,113702509.0
Stockholders Equity,180650211.0,113702509.0
Gains Losses Not Affecting Retained Earnings,373305.0,-161648.0
Other Equity Adjustments,373305.0,-161648.0
Retained Earnings,45114192.0,43101443.0
Additional Paid In Capital,130415037.0,70590096.0
Capital Stock,4747677.0,172618.0
Common Stock,4747677.0,172618.0
Total Liabilities Net Minority Interest,10797086.0,12431707.0
Total Non Current Liabilities Net Minority Interest,6392677.0,8191855.0
Dueto Related Parties Non Current,0.0,0.0
Tradeand Other Payables Non Current,0.0,0.0
Long Term Debt And Capital Lease Obligation,6392677.0,8191855.0
Long Term Capital Lease Obligation,6392677.0,8191855.0
Current Liabilities,4404409.0,4239852.0
Current Deferred Liabilities,210704.0,153242.0
Current Deferred Revenue,210704.0,153242.0
Current Debt And Capital Lease Obligation,778645.0,976791.0
Current Capital Lease Obligation,583533.0,783288.0
Current Debt,195112.0,193503.0
Other Current Borrowings,,193503.0
Line Of Credit,195112.0,
Payables And Accrued Expenses,3415060.0,3109819.0
Current Accrued Expenses,449808.0,2569559.0
Payables,2965252.0,540260.0
Other Payable,2113568.0,
Dueto Related Parties Current,46300.0,51215.0
Total Tax Payable,805384.0,489045.0
Income Tax Payable,598661.0,
Total Assets,191447297.0,126134216.0
Total Non Current Assets,81314425.0,34827099.0
Other Non Current Assets,59840.0,59346.0
Non Current Note Receivables,50000000.0,
Net PPE,31254585.0,34767753.0
Accumulated Depreciation,-22683199.0,
Gross PPE,53937784.0,34767753.0
Other Properties,37901351.0,34767753.0
Machinery Furniture Equipment,16036433.0,
Current Assets,110132872.0,91307117.0
Other Current Assets,,23254728.0
Prepaid Assets,22996430.0,
Receivables,1134168.0,283336.0
Other Receivables,1134168.0,44116.0
Duefrom Related Parties Current,,130093.0
Accounts Receivable,,109127.0
Cash Cash Equivalents And Short Term Investments,86002274.0,67769053.0
Cash And Cash Equivalents,86002274.0,67769053.0
