,2026-03-31,2025-09-30,2025-07-31
Ordinary Shares Number,23000000.0,20000000.0,20000000.0
Share Issued,23000000.0,20000000.0,20000000.0
Net Debt,,50899.0,12420.0
Total Debt,,300000.0,12420.0
Tangible Book Value,167415001.0,-24503.0,5977.0
Invested Capital,167415001.0,275497.0,18397.0
Working Capital,509650.0,-347067.0,
Net Tangible Assets,167415001.0,-24503.0,5977.0
Common Stock Equity,167415001.0,-24503.0,5977.0
Total Capitalization,167415001.0,-24503.0,5977.0
Total Equity Gross Minority Interest,167415001.0,-24503.0,5977.0
Stockholders Equity,167415001.0,-24503.0,5977.0
Retained Earnings,-6793821.0,-49503.0,-19023.0
Additional Paid In Capital,0.0,24425.0,24425.0
Capital Stock,174208822.0,575.0,575.0
Common Stock,174208822.0,575.0,575.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,7480077.0,596168.0,49746.0
Total Non Current Liabilities Net Minority Interest,7350000.0,0.0,0.0
Non Current Deferred Liabilities,7350000.0,,
Current Liabilities,130077.0,596168.0,49746.0
Current Debt And Capital Lease Obligation,,300000.0,12420.0
Current Debt,,300000.0,12420.0
Other Current Borrowings,,300000.0,12420.0
Payables And Accrued Expenses,130077.0,296168.0,37326.0
Current Accrued Expenses,130077.0,296168.0,37326.0
Total Assets,174895078.0,571665.0,55723.0
Total Non Current Assets,174255351.0,322564.0,55723.0
Other Non Current Assets,174208247.0,,
Non Current Prepaid Assets,47104.0,,
Non Current Deferred Assets,,322564.0,55723.0
Current Assets,639727.0,249101.0,
Prepaid Assets,142076.0,,
Cash Cash Equivalents And Short Term Investments,497651.0,249101.0,
Cash And Cash Equivalents,497651.0,249101.0,
Cash Financial,497651.0,249101.0,
