,2025-12-31,2024-12-31
Ordinary Shares Number,336322679.0,315846248.0
Share Issued,336322679.0,315846248.0
Total Debt,4458746.0,4191039.0
Tangible Book Value,95290241.0,91393947.0
Invested Capital,108926711.0,105564690.0
Working Capital,52303304.0,72103410.0
Net Tangible Assets,95290241.0,91393947.0
Capital Lease Obligations,3733925.0,4168752.0
Common Stock Equity,108201890.0,105542403.0
Total Capitalization,108211278.0,105558142.0
Total Equity Gross Minority Interest,108201890.0,105542403.0
Stockholders Equity,108201890.0,105542403.0
Other Equity Interest,10345002.0,6940381.0
Gains Losses Not Affecting Retained Earnings,-1473551.0,-6070492.0
Foreign Currency Translation Adjustments,-1473551.0,-6070492.0
Retained Earnings,-143998841.0,-90118921.0
Capital Stock,243329280.0,194791435.0
Common Stock,243329280.0,194791435.0
Total Liabilities Net Minority Interest,20954224.0,10287929.0
Total Non Current Liabilities Net Minority Interest,3685359.0,3613870.0
Other Non Current Liabilities,333000.0,
Long Term Debt And Capital Lease Obligation,3352359.0,3613870.0
Long Term Capital Lease Obligation,3342971.0,3598131.0
Long Term Debt,9388.0,15739.0
Current Liabilities,17268865.0,6674059.0
Current Debt And Capital Lease Obligation,1106387.0,577169.0
Current Capital Lease Obligation,390954.0,570621.0
Current Debt,715433.0,6548.0
Other Current Borrowings,715433.0,6548.0
Pensionand Other Post Retirement Benefit Plans Current,,793865.0
Current Provisions,5795320.0,
Payables And Accrued Expenses,10367158.0,5303025.0
Current Accrued Expenses,2193103.0,3841685.0
Payables,8174055.0,1461340.0
Other Payable,2972798.0,
Accounts Payable,5201257.0,1461340.0
Total Assets,129156114.0,115830332.0
Total Non Current Assets,59583945.0,37052863.0
Non Current Prepaid Assets,3220982.0,445036.0
Investments And Advances,,445036.0
Investmentin Financial Assets,,445036.0
Held To Maturity Securities,,445036.0
Goodwill And Other Intangible Assets,12911649.0,14148456.0
Other Intangible Assets,12911649.0,14148456.0
Net PPE,43451314.0,22459371.0
Accumulated Depreciation,-3465781.0,-1811397.0
Gross PPE,46917095.0,24270768.0
Other Properties,11882762.0,11938090.0
Machinery Furniture Equipment,35034333.0,12332678.0
Current Assets,69572169.0,78777469.0
Prepaid Assets,2165290.0,674324.0
Inventory,425712.0,0.0
Raw Materials,425712.0,
Receivables,1154337.0,977286.0
Other Receivables,,281453.0
Accounts Receivable,1154337.0,695833.0
Cash Cash Equivalents And Short Term Investments,65826830.0,77125859.0
Cash And Cash Equivalents,65826830.0,77125859.0
