,2025-09-30,2025-03-31
Treasury Shares Number,500000.0,
Ordinary Shares Number,11162522.0,3780000.0
Share Issued,11662522.0,3780000.0
Net Debt,2093266.0,8533824.0
Total Debt,3240187.0,9400478.0
Tangible Book Value,16336113.0,6941539.0
Invested Capital,19164090.0,15803444.0
Working Capital,16641651.0,7443774.0
Net Tangible Assets,16336113.0,6941539.0
Capital Lease Obligations,412210.0,538573.0
Common Stock Equity,16336113.0,6941539.0
Total Capitalization,17005918.0,7675562.0
Total Equity Gross Minority Interest,16336113.0,6941539.0
Stockholders Equity,16336113.0,6941539.0
Other Equity Interest,887231.0,
Gains Losses Not Affecting Retained Earnings,-63123.0,-157290.0
Other Equity Adjustments,-63123.0,-157290.0
Treasury Stock,1250.0,500.0
Retained Earnings,-5754888.0,-1474142.0
Additional Paid In Capital,21238987.0,8564021.0
Capital Stock,29156.0,9450.0
Common Stock,29156.0,9450.0
Total Liabilities Net Minority Interest,5015517.0,12642998.0
Total Non Current Liabilities Net Minority Interest,933788.0,1068996.0
Long Term Debt And Capital Lease Obligation,933788.0,1068996.0
Long Term Capital Lease Obligation,263983.0,334973.0
Long Term Debt,669805.0,734023.0
Current Liabilities,4081729.0,11574002.0
Other Current Liabilities,25184.0,
Current Deferred Liabilities,79711.0,208483.0
Current Deferred Revenue,79711.0,208483.0
Current Debt And Capital Lease Obligation,2306399.0,8331482.0
Current Capital Lease Obligation,148227.0,203600.0
Current Debt,2158172.0,8127882.0
Other Current Borrowings,2158172.0,8127882.0
Line Of Credit,0.0,0.0
Pensionand Other Post Retirement Benefit Plans Current,25913.0,
Payables And Accrued Expenses,1644522.0,3034037.0
Current Accrued Expenses,228174.0,1859102.0
Interest Payable,58333.0,1555689.0
Payables,1416348.0,1174935.0
Dueto Related Parties Current,426043.0,0.0
Total Tax Payable,937929.0,850866.0
Income Tax Payable,875947.0,850866.0
Accounts Payable,52376.0,324069.0
Total Assets,21351630.0,19584537.0
Total Non Current Assets,628250.0,566761.0
Net PPE,628250.0,566761.0
Accumulated Depreciation,-323892.0,
Gross PPE,952142.0,566761.0
Leases,56459.0,
Other Properties,,566761.0
Machinery Furniture Equipment,489699.0,
Buildings And Improvements,405984.0,
Properties,0.0,
Current Assets,20723380.0,19017776.0
Other Current Assets,10603.0,1625517.0
Current Deferred Assets,0.0,
Prepaid Assets,3396917.0,0.0
Inventory,2018.0,35675.0
Finished Goods,2018.0,
Receivables,16579131.0,17028503.0
Duefrom Related Parties Current,799917.0,1243450.0
Taxes Receivable,109401.0,
Accrued Interest Receivable,794379.0,386261.0
Notes Receivable,412000.0,
Loans Receivable,9490050.0,8993306.0
Accounts Receivable,4973384.0,6405486.0
Allowance For Doubtful Accounts Receivable,-2304356.0,
Gross Accounts Receivable,7277740.0,
Cash Cash Equivalents And Short Term Investments,734711.0,328081.0
Cash And Cash Equivalents,734711.0,328081.0
