,2026-03-31,2025-09-30,2025-06-30
Ordinary Shares Number,43125000.0,43125000.0,37500000.0
Share Issued,43125000.0,43125000.0,37500000.0
Tangible Book Value,336946381.0,330901452.0,-20258.0
Invested Capital,336946381.0,330901452.0,-20258.0
Working Capital,621150.0,909428.0,-254745.0
Net Tangible Assets,336946381.0,330901452.0,-20258.0
Common Stock Equity,336946381.0,330901452.0,-20258.0
Total Capitalization,336946381.0,330901452.0,-20258.0
Total Equity Gross Minority Interest,336946381.0,330901452.0,-20258.0
Stockholders Equity,336946381.0,330901452.0,-20258.0
Retained Earnings,-15737005.0,-15367477.0,-45258.0
Additional Paid In Capital,0.0,0.0,24137.0
Capital Stock,352683386.0,346268929.0,863.0
Common Stock,352683386.0,346268929.0,863.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,16772850.0,17274525.0,279745.0
Total Non Current Liabilities Net Minority Interest,16425000.0,16425000.0,0.0
Non Current Deferred Liabilities,16425000.0,16425000.0,
Current Liabilities,347850.0,849525.0,279745.0
Current Deferred Liabilities,,257968.0,10420.0
Current Deferred Revenue,,,10420.0
Payables And Accrued Expenses,347850.0,591557.0,269325.0
Current Accrued Expenses,347850.0,591557.0,269325.0
Total Assets,353719231.0,348175977.0,259487.0
Total Non Current Assets,352750231.0,346417024.0,234487.0
Other Non Current Assets,352682523.0,346268066.0,
Non Current Prepaid Assets,67708.0,148958.0,
Non Current Deferred Assets,,,234487.0
Current Assets,969000.0,1758953.0,25000.0
Prepaid Assets,174600.0,189063.0,25000.0
Cash Cash Equivalents And Short Term Investments,794400.0,1569890.0,
Cash And Cash Equivalents,794400.0,1569890.0,
Cash Financial,794400.0,1569890.0,
