,2026-03-31,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,20973060.0,20972505.0,19499000.0,19478000.0
Share Issued,20973060.0,20972505.0,19499000.0,19478000.0
Total Debt,55850000.0,63250000.0,75454000.0,72995000.0
Tangible Book Value,168365000.0,160708000.0,114101000.0,106092000.0
Invested Capital,170543000.0,166984000.0,129876000.0,113161000.0
Working Capital,112032000.0,104096000.0,52387000.0,40072000.0
Net Tangible Assets,168365000.0,160708000.0,114101000.0,106092000.0
Capital Lease Obligations,53672000.0,56974000.0,59679000.0,65926000.0
Common Stock Equity,168365000.0,160708000.0,114101000.0,106092000.0
Total Capitalization,168365000.0,160708000.0,114101000.0,106092000.0
Total Equity Gross Minority Interest,168365000.0,160708000.0,114101000.0,106092000.0
Stockholders Equity,168365000.0,160708000.0,114101000.0,106092000.0
Other Equity Interest,-15185000.0,-15189000.0,-15187000.0,-15189000.0
Gains Losses Not Affecting Retained Earnings,-1299000.0,-1099000.0,-1653000.0,-2300000.0
Other Equity Adjustments,,,-1653000.0,
Retained Earnings,-171103000.0,-178908000.0,-178208000.0,-174027000.0
Additional Paid In Capital,346787000.0,346739000.0,300628000.0,289096000.0
Capital Stock,9165000.0,9165000.0,8521000.0,8512000.0
Common Stock,9165000.0,9165000.0,8521000.0,8512000.0
Total Liabilities Net Minority Interest,207221000.0,308199000.0,258636000.0,301229000.0
Total Non Current Liabilities Net Minority Interest,48752000.0,51687000.0,51204000.0,57656000.0
Other Non Current Liabilities,5259000.0,5698000.0,2545000.0,2467000.0
Tradeand Other Payables Non Current,3467000.0,2533000.0,1795000.0,1871000.0
Long Term Debt And Capital Lease Obligation,40026000.0,43456000.0,46864000.0,53318000.0
Long Term Capital Lease Obligation,40026000.0,43456000.0,46864000.0,53318000.0
Current Liabilities,158469000.0,256512000.0,207432000.0,243573000.0
Current Deferred Liabilities,23193000.0,27924000.0,23619000.0,27655000.0
Current Deferred Revenue,23193000.0,27924000.0,23619000.0,27655000.0
Current Debt And Capital Lease Obligation,15824000.0,19794000.0,28590000.0,19677000.0
Current Capital Lease Obligation,13646000.0,13518000.0,12815000.0,12608000.0
Current Debt,2178000.0,6276000.0,15775000.0,7069000.0
Line Of Credit,2178000.0,6276000.0,15775000.0,7069000.0
Current Provisions,,7310000.0,,7268000.0
Payables And Accrued Expenses,119452000.0,201484000.0,155223000.0,188973000.0
Current Accrued Expenses,32470000.0,30987000.0,37192000.0,27277000.0
Payables,86982000.0,170497000.0,118031000.0,161696000.0
Total Tax Payable,,10245000.0,,13417000.0
Accounts Payable,86982000.0,160252000.0,118031000.0,148279000.0
Total Assets,375586000.0,468907000.0,372737000.0,407321000.0
Total Non Current Assets,105085000.0,108299000.0,112918000.0,123676000.0
Other Non Current Assets,11315000.0,10886000.0,10932000.0,10951000.0
Non Current Deferred Assets,447000.0,442000.0,915000.0,914000.0
Non Current Deferred Taxes Assets,447000.0,442000.0,915000.0,914000.0
Investments And Advances,,,,0.0
Net PPE,93323000.0,96971000.0,101071000.0,111811000.0
Accumulated Depreciation,,-81790000.0,,-75850000.0
Gross PPE,93323000.0,178761000.0,101071000.0,187661000.0
Leases,,3157000.0,,3293000.0
Construction In Progress,,1773000.0,,1736000.0
Other Properties,93323000.0,51963000.0,101071000.0,60636000.0
Machinery Furniture Equipment,,69338000.0,,68302000.0
Buildings And Improvements,,45576000.0,,46812000.0
Land And Improvements,,6954000.0,,6882000.0
Properties,,0.0,,0.0
Current Assets,270501000.0,360608000.0,259819000.0,283645000.0
Other Current Assets,1964000.0,4910000.0,4559000.0,4329000.0
Restricted Cash,851000.0,850000.0,843000.0,3487000.0
Prepaid Assets,9028000.0,18337000.0,11440000.0,14222000.0
Inventory,170329000.0,166262000.0,152859000.0,98537000.0
Inventories Adjustments Allowances,,-2500000.0,,-2700000.0
Other Inventories,,168762000.0,,101237000.0
Receivables,31279000.0,62451000.0,31055000.0,66815000.0
Taxes Receivable,2000.0,2000.0,2085000.0,2452000.0
Accounts Receivable,31277000.0,62449000.0,28970000.0,64363000.0
Allowance For Doubtful Accounts Receivable,,-100000.0,,-500000.0
Gross Accounts Receivable,,62549000.0,,64863000.0
Cash Cash Equivalents And Short Term Investments,57050000.0,107798000.0,59063000.0,96255000.0
Cash And Cash Equivalents,57050000.0,107798000.0,59063000.0,96255000.0
