,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,48826783.0,48826783.0,48826783.0
Share Issued,48826783.0,48826783.0,48826783.0
Net Debt,,449543.0,
Total Debt,,449543.0,
Tangible Book Value,1509892537.0,1370440805.0,1436048875.0
Invested Capital,,1370890348.0,
Net Tangible Assets,1509892537.0,1370440805.0,1436048875.0
Common Stock Equity,1509892537.0,1370440805.0,1436048875.0
Total Capitalization,,1370890348.0,
Total Equity Gross Minority Interest,1509892537.0,1370440805.0,1436048875.0
Stockholders Equity,1509892537.0,1370440805.0,1436048875.0
Retained Earnings,1143390418.0,966570778.0,1032178848.0
Additional Paid In Capital,366013851.0,403381759.0,403381759.0
Capital Stock,488268.0,488268.0,488268.0
Common Stock,488268.0,488268.0,488268.0
Total Liabilities Net Minority Interest,23640548.0,62910551.0,7533896.0
Derivative Product Liabilities,11350700.0,34610875.0,4073125.0
Long Term Debt And Capital Lease Obligation,,449543.0,
Payables,11804155.0,27467657.0,3021667.0
Other Payable,11804155.0,1033799.0,3021667.0
Accounts Payable,,26433858.0,
Total Assets,1533533085.0,1433351356.0,1443582771.0
Investments And Advances,1533149740.0,1428453805.0,1443243092.0
Investmentin Financial Assets,1533149740.0,1428453805.0,1443243092.0
Available For Sale Securities,3017159.0,24148161.0,3396225.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,1530132581.0,1404305644.0,1439846867.0
Receivables,136865.0,4745981.0,173692.0
Cash And Cash Equivalents,87082.0,0.0,0.0
Cash Financial,87082.0,0.0,0.0
Cash Cash Equivalents And Federal Funds Sold,87082.0,0.0,0.0
