,2026-03-31,2026-01-31
Ordinary Shares Number,7800000.0,7800000.0
Share Issued,7800000.0,7800000.0
Net Debt,106141.0,13000.0
Total Debt,106141.0,13000.0
Tangible Book Value,-43793.0,5413.0
Invested Capital,62348.0,18413.0
Working Capital,-204792.0,-28206.0
Net Tangible Assets,-43793.0,5413.0
Common Stock Equity,-43793.0,5413.0
Total Capitalization,-43793.0,5413.0
Total Equity Gross Minority Interest,-43793.0,5413.0
Stockholders Equity,-43793.0,5413.0
Retained Earnings,-68793.0,-19587.0
Additional Paid In Capital,24827.0,24827.0
Capital Stock,173.0,173.0
Common Stock,173.0,173.0
Preferred Stock,0.0,0.0
Total Liabilities Net Minority Interest,204872.0,28286.0
Total Non Current Liabilities Net Minority Interest,0.0,0.0
Current Liabilities,204872.0,28286.0
Current Debt And Capital Lease Obligation,106141.0,13000.0
Current Debt,106141.0,13000.0
Other Current Borrowings,106141.0,13000.0
Payables And Accrued Expenses,98731.0,15286.0
Current Accrued Expenses,81370.0,15286.0
Payables,17361.0,
Accounts Payable,17361.0,
Total Assets,161079.0,33699.0
Total Non Current Assets,160999.0,33619.0
Non Current Deferred Assets,160999.0,33619.0
Current Assets,80.0,80.0
Other Current Assets,80.0,
Prepaid Assets,,80.0
