,2025-09-30,2025-03-31
Ordinary Shares Number,8728870.0,1980944.0
Share Issued,8728870.0,1980944.0
Net Debt,3042478.0,8878629.0
Total Debt,4075599.0,9348891.0
Tangible Book Value,4539017.0,-3911201.0
Invested Capital,13097161.0,5104504.0
Working Capital,2104227.0,-3168452.0
Net Tangible Assets,4539017.0,-3911201.0
Capital Lease Obligations,257787.0,333186.0
Common Stock Equity,9279349.0,-3911201.0
Total Capitalization,12304229.0,-2946575.0
Total Equity Gross Minority Interest,8828529.0,-4265777.0
Minority Interest,-450820.0,-354576.0
Stockholders Equity,9279349.0,-3911201.0
Gains Losses Not Affecting Retained Earnings,465442.0,-35419.0
Other Equity Adjustments,465442.0,-35419.0
Retained Earnings,-23570155.0,-23336428.0
Additional Paid In Capital,32340418.0,19450741.0
Capital Stock,43644.0,9905.0
Common Stock,43644.0,9905.0
Total Liabilities Net Minority Interest,15127171.0,29124599.0
Total Non Current Liabilities Net Minority Interest,4499245.0,7419264.0
Liabilities Heldfor Sale Non Current,0.0,1561305.0
Derivative Product Liabilities,,3495765.0
Dueto Related Parties Non Current,1058818.0,1163357.0
Tradeand Other Payables Non Current,0.0,0.0
Non Current Deferred Liabilities,230469.0,
Non Current Deferred Taxes Liabilities,230469.0,
Long Term Debt And Capital Lease Obligation,3209958.0,1198837.0
Long Term Capital Lease Obligation,185078.0,234211.0
Long Term Debt,3024880.0,964626.0
Current Liabilities,10627926.0,21705335.0
Other Current Liabilities,,5970388.0
Current Deferred Liabilities,4521682.0,4170793.0
Current Deferred Revenue,4521682.0,4170793.0
Current Debt And Capital Lease Obligation,865641.0,8150054.0
Current Capital Lease Obligation,72709.0,98975.0
Current Debt,792932.0,8051079.0
Other Current Borrowings,371524.0,7756179.0
Line Of Credit,421408.0,294900.0
Current Provisions,81554.0,46983.0
Payables And Accrued Expenses,5159049.0,3367117.0
Current Accrued Expenses,272195.0,485969.0
Payables,4886854.0,2881148.0
Other Payable,589008.0,
Total Tax Payable,1318237.0,1284668.0
Income Tax Payable,1039854.0,1021467.0
Accounts Payable,2979609.0,1596480.0
Total Assets,23955700.0,24858822.0
Total Non Current Assets,11223547.0,6321939.0
Other Non Current Assets,,1217768.0
Non Current Prepaid Assets,,36248.0
Investments And Advances,4565808.0,4591426.0
Goodwill And Other Intangible Assets,4740332.0,
Other Intangible Assets,781498.0,
Goodwill,3958834.0,
Net PPE,1917407.0,476497.0
Accumulated Depreciation,-463277.0,
Gross PPE,2380684.0,476497.0
Leases,44669.0,
Other Properties,,111177.0
Machinery Furniture Equipment,360637.0,
Buildings And Improvements,1975378.0,365320.0
Properties,0.0,0.0
Current Assets,12732153.0,18536883.0
Other Current Assets,9647889.0,
Assets Held For Sale Current,0.0,2236794.0
Prepaid Assets,0.0,15958090.0
Inventory,73861.0,59330.0
Finished Goods,73861.0,
Receivables,2235069.0,145593.0
Other Receivables,34063.0,
Accounts Receivable,2201006.0,145593.0
Allowance For Doubtful Accounts Receivable,0.0,
Gross Accounts Receivable,2201006.0,145593.0
Cash Cash Equivalents And Short Term Investments,775334.0,137076.0
Cash And Cash Equivalents,775334.0,137076.0
