,2026-02-28,2025-08-31,2025-02-28
Ordinary Shares Number,31947851.0,31043504.0,30836332.0
Share Issued,31947851.0,31043504.0,30836332.0
Net Debt,,388631.0,509979.0
Total Debt,,388631.0,509979.0
Tangible Book Value,370545549.0,337745923.0,373197714.0
Invested Capital,,338134554.0,373707693.0
Net Tangible Assets,370545549.0,337745923.0,373197714.0
Common Stock Equity,370545549.0,337745923.0,373197714.0
Total Capitalization,,338134554.0,373707693.0
Total Equity Gross Minority Interest,370545549.0,337745923.0,373197714.0
Stockholders Equity,370545549.0,337745923.0,373197714.0
Retained Earnings,-62649532.0,-85173307.0,-59202037.0
Additional Paid In Capital,432875602.0,422608795.0,432091388.0
Capital Stock,319479.0,310435.0,308363.0
Common Stock,319479.0,310435.0,308363.0
Total Liabilities Net Minority Interest,247433121.0,247330961.0,247679350.0
Preferred Securities Outside Stock Equity,215336979.0,215309648.0,215281864.0
Long Term Debt And Capital Lease Obligation,,388631.0,509979.0
Payables,3107262.0,2558665.0,2934156.0
Other Payable,274040.0,290380.0,277717.0
Accounts Payable,2833222.0,2268285.0,2656439.0
Total Assets,617978670.0,585076884.0,620877064.0
Investments And Advances,602188131.0,576956857.0,607431963.0
Investmentin Financial Assets,602188131.0,576956857.0,607431963.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,602188131.0,576956857.0,607431963.0
Receivables,8716437.0,7915623.0,13343128.0
Cash And Cash Equivalents,6915039.0,,0.0
Cash Financial,6915039.0,,0.0
Cash Cash Equivalents And Federal Funds Sold,6915039.0,,0.0
