,2026-03-31,2025-08-31
Ordinary Shares Number,20148912.0,17550344.0
Share Issued,20148912.0,17550344.0
Tangible Book Value,140651815.0,9530.0
Invested Capital,140651815.0,9530.0
Working Capital,1497881.0,
Net Tangible Assets,140651815.0,9530.0
Common Stock Equity,140651815.0,9530.0
Total Capitalization,140651815.0,9530.0
Total Equity Gross Minority Interest,140651815.0,9530.0
Stockholders Equity,140651815.0,9530.0
Retained Earnings,-3467591.0,-15470.0
Additional Paid In Capital,0.0,24474.0
Capital Stock,144119406.0,526.0
Common Stock,144119406.0,526.0
Preferred Stock,0.0,0.0
Total Liabilities Net Minority Interest,5138071.0,15470.0
Total Non Current Liabilities Net Minority Interest,5031250.0,0.0
Tradeand Other Payables Non Current,5031250.0,
Current Liabilities,106821.0,15470.0
Payables And Accrued Expenses,106821.0,15470.0
Current Accrued Expenses,106821.0,15470.0
Total Assets,145789886.0,25000.0
Total Non Current Assets,144185184.0,25000.0
Other Non Current Assets,144118828.0,
Non Current Prepaid Assets,66356.0,
Non Current Deferred Assets,0.0,25000.0
Current Assets,1604702.0,
Prepaid Assets,157129.0,
Cash Cash Equivalents And Short Term Investments,1447573.0,
Cash And Cash Equivalents,1447573.0,
Cash Financial,1447573.0,
