,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,29895734.0,29716740.0,30018270.0
Share Issued,29895734.0,29716740.0,30018270.0
Tangible Book Value,287342781.0,248898634.0,250881639.0
Net Tangible Assets,287342781.0,248898634.0,250881639.0
Common Stock Equity,287342781.0,248898634.0,250881639.0
Total Equity Gross Minority Interest,287342781.0,248898634.0,250881639.0
Stockholders Equity,287342781.0,248898634.0,250881639.0
Retained Earnings,93723634.0,56947972.0,56708483.0
Capital Stock,193619147.0,191950662.0,194173156.0
Common Stock,193619147.0,191950662.0,194173156.0
Total Liabilities Net Minority Interest,3669688.0,1897071.0,600043.0
Payables,323477.0,328724.0,400135.0
Other Payable,323477.0,328724.0,400135.0
Total Assets,291012469.0,250795705.0,251481682.0
Investments And Advances,290638054.0,239133178.0,250676328.0
Investmentin Financial Assets,290638054.0,239133178.0,250676328.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,290638054.0,239133178.0,250676328.0
Receivables,240666.0,343950.0,695053.0
Cash And Cash Equivalents,131271.0,122168.0,107881.0
Cash Financial,131271.0,122168.0,107881.0
Cash Cash Equivalents And Federal Funds Sold,131271.0,122168.0,107881.0
