,2026-03-31,2025-09-30,2025-03-31
Ordinary Shares Number,16580855.0,15291767.0,13478578.0
Share Issued,16580855.0,15291767.0,13478578.0
Total Debt,2172000.0,719000.0,833000.0
Tangible Book Value,26463000.0,25124000.0,14043000.0
Invested Capital,28505000.0,27236000.0,15978000.0
Working Capital,25571000.0,25119000.0,15743000.0
Net Tangible Assets,26463000.0,25124000.0,14043000.0
Capital Lease Obligations,2172000.0,719000.0,833000.0
Common Stock Equity,28505000.0,27236000.0,15978000.0
Total Capitalization,28505000.0,27236000.0,15978000.0
Total Equity Gross Minority Interest,28505000.0,27236000.0,15978000.0
Stockholders Equity,28505000.0,27236000.0,15978000.0
Other Equity Interest,38114000.0,38233000.0,35105000.0
Gains Losses Not Affecting Retained Earnings,159244000.0,156326000.0,161885000.0
Other Equity Adjustments,166804000.0,166804000.0,166804000.0
Foreign Currency Translation Adjustments,-7560000.0,-10478000.0,-4919000.0
Retained Earnings,-406860000.0,-373828000.0,-349280000.0
Additional Paid In Capital,237966000.0,206467000.0,168234000.0
Capital Stock,41000.0,38000.0,34000.0
Common Stock,41000.0,38000.0,34000.0
Total Liabilities Net Minority Interest,7731000.0,15615000.0,13407000.0
Total Non Current Liabilities Net Minority Interest,1140000.0,715000.0,2579000.0
Derivative Product Liabilities,0.0,261000.0,2000.0
Tradeand Other Payables Non Current,,0.0,2000000.0
Non Current Deferred Liabilities,,0.0,
Non Current Deferred Revenue,,0.0,
Long Term Debt And Capital Lease Obligation,1140000.0,454000.0,577000.0
Long Term Capital Lease Obligation,1140000.0,454000.0,577000.0
Current Liabilities,6591000.0,14900000.0,10828000.0
Current Deferred Liabilities,360000.0,444000.0,50000.0
Current Deferred Revenue,360000.0,444000.0,50000.0
Current Debt And Capital Lease Obligation,1032000.0,265000.0,256000.0
Current Capital Lease Obligation,1032000.0,265000.0,256000.0
Current Provisions,,7000000.0,
Payables And Accrued Expenses,5199000.0,7191000.0,10522000.0
Current Accrued Expenses,2251000.0,3203000.0,2621000.0
Payables,2948000.0,3988000.0,7901000.0
Other Payable,605000.0,774000.0,910000.0
Total Tax Payable,1536000.0,3167000.0,814000.0
Accounts Payable,807000.0,47000.0,6177000.0
Total Assets,36236000.0,42851000.0,29385000.0
Total Non Current Assets,4074000.0,2832000.0,2814000.0
Investments And Advances,,0.0,
Long Term Equity Investment,,0.0,
Investmentsin Joint Venturesat Cost,,0.0,
Goodwill And Other Intangible Assets,2042000.0,2112000.0,1935000.0
Other Intangible Assets,,2112000.0,
Net PPE,2032000.0,720000.0,879000.0
Accumulated Depreciation,-983000.0,-3187000.0,
Gross PPE,3015000.0,3907000.0,879000.0
Leases,2675000.0,1100000.0,
Other Properties,261000.0,,879000.0
Machinery Furniture Equipment,79000.0,2807000.0,
Properties,0.0,0.0,
Current Assets,32162000.0,40019000.0,26571000.0
Assets Held For Sale Current,,0.0,0.0
Receivables,3302000.0,3041000.0,1790000.0
Other Receivables,2910000.0,2384000.0,1559000.0
Accounts Receivable,392000.0,657000.0,231000.0
Cash Cash Equivalents And Short Term Investments,28860000.0,36978000.0,24781000.0
Cash And Cash Equivalents,28860000.0,36978000.0,24781000.0
