,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,37777.0,37777.0,37777.0
Share Issued,37777.0,37777.0,37777.0
Net Debt,,1589000.0,1275000.0
Total Debt,616000.0,2082000.0,1626000.0
Tangible Book Value,696000.0,-315000.0,-43000.0
Invested Capital,1385000.0,1830000.0,1604000.0
Working Capital,547000.0,-499000.0,-266000.0
Net Tangible Assets,696000.0,-315000.0,-43000.0
Capital Lease Obligations,0.0,19000.0,37000.0
Common Stock Equity,769000.0,-233000.0,15000.0
Total Capitalization,1157000.0,162000.0,413000.0
Total Equity Gross Minority Interest,769000.0,-233000.0,15000.0
Stockholders Equity,769000.0,-233000.0,15000.0
Gains Losses Not Affecting Retained Earnings,-7000.0,,0.0
Foreign Currency Translation Adjustments,-7000.0,,0.0
Retained Earnings,-1361000.0,-244000.0,4000.0
Additional Paid In Capital,2137000.0,11000.0,11000.0
Capital Stock,0.0,0.0,0.0
Common Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,1898000.0,2924000.0,2349000.0
Total Non Current Liabilities Net Minority Interest,388000.0,395000.0,398000.0
Long Term Debt And Capital Lease Obligation,388000.0,395000.0,398000.0
Long Term Capital Lease Obligation,0.0,,0.0
Long Term Debt,388000.0,395000.0,398000.0
Current Liabilities,1510000.0,2529000.0,1951000.0
Current Deferred Liabilities,389000.0,360000.0,352000.0
Current Deferred Revenue,389000.0,360000.0,352000.0
Current Debt And Capital Lease Obligation,228000.0,1687000.0,1228000.0
Current Capital Lease Obligation,0.0,19000.0,37000.0
Current Debt,228000.0,1668000.0,1191000.0
Other Current Borrowings,228000.0,1668000.0,1191000.0
Payables And Accrued Expenses,893000.0,482000.0,371000.0
Current Accrued Expenses,300000.0,235000.0,267000.0
Payables,593000.0,247000.0,104000.0
Other Payable,569000.0,239000.0,21000.0
Total Tax Payable,8000.0,4000.0,4000.0
Income Tax Payable,8000.0,4000.0,4000.0
Accounts Payable,16000.0,4000.0,79000.0
Total Assets,2667000.0,2691000.0,2364000.0
Total Non Current Assets,610000.0,661000.0,679000.0
Goodwill And Other Intangible Assets,73000.0,82000.0,58000.0
Other Intangible Assets,73000.0,82000.0,58000.0
Net PPE,537000.0,579000.0,621000.0
Accumulated Depreciation,-127000.0,-104000.0,-80000.0
Gross PPE,664000.0,683000.0,701000.0
Leases,535000.0,535000.0,535000.0
Other Properties,68000.0,87000.0,105000.0
Machinery Furniture Equipment,61000.0,61000.0,61000.0
Buildings And Improvements,,,37000.0
Properties,0.0,0.0,0.0
Current Assets,2057000.0,2030000.0,1685000.0
Prepaid Assets,30000.0,1476000.0,1318000.0
Receivables,37000.0,80000.0,53000.0
Other Receivables,37000.0,40000.0,53000.0
Accounts Receivable,0.0,40000.0,0.0
Cash Cash Equivalents And Short Term Investments,1990000.0,474000.0,314000.0
Cash And Cash Equivalents,1990000.0,474000.0,314000.0
