,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,10032710.0,,34553071.0
Share Issued,10032710.0,,34553071.0
Net Debt,48006000.0,,48703000.0
Total Debt,63614000.0,,68629000.0
Tangible Book Value,-418762000.0,-387340000.0,-439870000.0
Invested Capital,-87741000.0,-51573000.0,-53757000.0
Working Capital,-348529000.0,,-348269000.0
Net Tangible Assets,-418762000.0,-387340000.0,-439870000.0
Capital Lease Obligations,2157000.0,,1891000.0
Common Stock Equity,-149198000.0,-97515000.0,-120495000.0
Total Capitalization,-120612000.0,-73914000.0,-98087000.0
Total Equity Gross Minority Interest,-154819000.0,,-111622000.0
Minority Interest,-5621000.0,-2490000.0,8873000.0
Stockholders Equity,-149198000.0,-97515000.0,-120495000.0
Gains Losses Not Affecting Retained Earnings,119714000.0,,125877000.0
Other Equity Adjustments,119714000.0,,125877000.0
Retained Earnings,-638034000.0,-585074000.0,-529780000.0
Capital Stock,369122000.0,,283408000.0
Common Stock,369122000.0,,283408000.0
Total Liabilities Net Minority Interest,502495000.0,,517015000.0
Total Non Current Liabilities Net Minority Interest,92742000.0,,100415000.0
Other Non Current Liabilities,-2000.0,,
Derivative Product Liabilities,9475000.0,,7663000.0
Tradeand Other Payables Non Current,1464000.0,,1955000.0
Non Current Deferred Liabilities,35644000.0,,40639000.0
Non Current Deferred Taxes Liabilities,35644000.0,,40639000.0
Long Term Debt And Capital Lease Obligation,29740000.0,,23526000.0
Long Term Capital Lease Obligation,1154000.0,,1118000.0
Long Term Debt,28586000.0,,22408000.0
Long Term Provisions,16421000.0,,26632000.0
Current Liabilities,409753000.0,,416600000.0
Other Current Liabilities,3782000.0,,3715000.0
Current Deferred Liabilities,281273000.0,,280922000.0
Current Deferred Revenue,3925000.0,,3739000.0
Current Debt And Capital Lease Obligation,33874000.0,,45103000.0
Current Capital Lease Obligation,1003000.0,,773000.0
Current Debt,32871000.0,,44330000.0
Other Current Borrowings,24879000.0,,3590000.0
Current Notes Payable,7992000.0,,40740000.0
Pensionand Other Post Retirement Benefit Plans Current,9292000.0,,7084000.0
Payables And Accrued Expenses,81532000.0,,79776000.0
Payables,81532000.0,,79776000.0
Other Payable,5126000.0,,6224000.0
Total Tax Payable,19509000.0,,12268000.0
Income Tax Payable,7888000.0,,1789000.0
Accounts Payable,56897000.0,,61284000.0
Total Assets,347676000.0,,405393000.0
Total Non Current Assets,286452000.0,,337062000.0
Other Non Current Assets,11035000.0,,11417000.0
Goodwill And Other Intangible Assets,269564000.0,,319375000.0
Other Intangible Assets,113118000.0,,133617000.0
Goodwill,156446000.0,,185758000.0
Net PPE,5853000.0,,6270000.0
Accumulated Depreciation,-6570000.0,,-5177000.0
Gross PPE,12423000.0,,11447000.0
Leases,372000.0,,320000.0
Construction In Progress,0.0,,47000.0
Machinery Furniture Equipment,6953000.0,,6643000.0
Buildings And Improvements,5098000.0,,4437000.0
Properties,0.0,,0.0
Current Assets,61224000.0,,68331000.0
Other Current Assets,2486000.0,,2851000.0
Prepaid Assets,28374000.0,,31678000.0
Receivables,16913000.0,,15767000.0
Taxes Receivable,5770000.0,,793000.0
Accounts Receivable,11143000.0,,14974000.0
Allowance For Doubtful Accounts Receivable,-110000.0,,-636000.0
Gross Accounts Receivable,11253000.0,,15610000.0
Cash Cash Equivalents And Short Term Investments,13451000.0,,18035000.0
Cash And Cash Equivalents,13451000.0,,18035000.0
Cash Equivalents,659000.0,,13238000.0
Cash Financial,12792000.0,,4797000.0
