,2026-03-31,2024-12-31
Ordinary Shares Number,215110345.0,215110345.0
Share Issued,215110345.0,215110345.0
Total Debt,1361615000.0,40673000.0
Tangible Book Value,-194682000.0,-966791000.0
Invested Capital,788241000.0,-966791000.0
Working Capital,2153715000.0,-147656000.0
Net Tangible Assets,-194682000.0,-966791000.0
Capital Lease Obligations,378692000.0,40673000.0
Common Stock Equity,-194682000.0,-966791000.0
Total Capitalization,166935000.0,-966791000.0
Total Equity Gross Minority Interest,-194682000.0,-966791000.0
Stockholders Equity,-194682000.0,-966791000.0
Gains Losses Not Affecting Retained Earnings,3396000.0,220000.0
Other Equity Adjustments,3396000.0,220000.0
Treasury Stock,-742713000.0,88000.0
Retained Earnings,-919336000.0,-1143157000.0
Additional Paid In Capital,-21456000.0,176233000.0
Capital Stock,1000.0,1000.0
Common Stock,1000.0,1000.0
Total Liabilities Net Minority Interest,5143060000.0,2079529000.0
Total Non Current Liabilities Net Minority Interest,3715814000.0,901394000.0
Other Non Current Liabilities,,5073000.0
Preferred Securities Outside Stock Equity,2947379000.0,850066000.0
Non Current Deferred Liabilities,94344000.0,18885000.0
Non Current Deferred Revenue,94344000.0,18885000.0
Long Term Debt And Capital Lease Obligation,674091000.0,27370000.0
Long Term Capital Lease Obligation,312474000.0,27370000.0
Long Term Debt,361617000.0,
Current Liabilities,1427246000.0,1178135000.0
Other Current Liabilities,36325000.0,390699000.0
Current Deferred Liabilities,518344000.0,678854000.0
Current Deferred Revenue,518344000.0,678854000.0
Current Debt And Capital Lease Obligation,687524000.0,13303000.0
Current Capital Lease Obligation,66218000.0,13303000.0
Current Debt,621306000.0,
Other Current Borrowings,621306000.0,
Pensionand Other Post Retirement Benefit Plans Current,19057000.0,9271000.0
Payables And Accrued Expenses,165996000.0,86008000.0
Current Accrued Expenses,103929000.0,58428000.0
Payables,62067000.0,27580000.0
Total Tax Payable,11731000.0,1950000.0
Accounts Payable,50336000.0,25630000.0
Total Assets,4948378000.0,1112738000.0
Total Non Current Assets,1367417000.0,82259000.0
Other Non Current Assets,16320000.0,2514000.0
Financial Assets,425355000.0,0.0
Net PPE,925742000.0,79745000.0
Accumulated Depreciation,-67043000.0,-23215000.0
Gross PPE,992785000.0,102960000.0
Leases,22701000.0,3950000.0
Construction In Progress,294664000.0,7775000.0
Other Properties,353303000.0,36571000.0
Machinery Furniture Equipment,322117000.0,54664000.0
Properties,0.0,0.0
Current Assets,3580961000.0,1030479000.0
Hedging Assets Current,90701000.0,0.0
Restricted Cash,1029098000.0,361757000.0
Prepaid Assets,37441000.0,6461000.0
Inventory,89040000.0,174492000.0
Finished Goods,69969000.0,59486000.0
Work In Process,9039000.0,37838000.0
Raw Materials,10032000.0,77168000.0
Receivables,103060000.0,150618000.0
Other Receivables,34281000.0,12718000.0
Taxes Receivable,6148000.0,464000.0
Accounts Receivable,62631000.0,137436000.0
Cash Cash Equivalents And Short Term Investments,2231621000.0,337151000.0
Other Short Term Investments,515605000.0,116943000.0
Cash And Cash Equivalents,1716016000.0,220208000.0
