,2025-06-30,2024-12-31
Ordinary Shares Number,15222.0,15009.0
Share Issued,15222.0,15009.0
Tangible Book Value,74062000.0,84365000.0
Invested Capital,74062000.0,84365000.0
Working Capital,24823000.0,9020000.0
Net Tangible Assets,74067000.0,84370000.0
Common Stock Equity,74062000.0,84365000.0
Preferred Stock Equity,5000.0,5000.0
Total Capitalization,74067000.0,84370000.0
Total Equity Gross Minority Interest,74067000.0,84370000.0
Stockholders Equity,74067000.0,84370000.0
Retained Earnings,-36565000.0,-25908000.0
Additional Paid In Capital,110624000.0,110198000.0
Capital Stock,8000.0,80000.0
Common Stock,3000.0,75000.0
Preferred Stock,5000.0,5000.0
Total Liabilities Net Minority Interest,4104000.0,5092000.0
Total Non Current Liabilities Net Minority Interest,0.0,0.0
Current Liabilities,4104000.0,5092000.0
Current Deferred Liabilities,856000.0,184000.0
Current Deferred Revenue,856000.0,184000.0
Payables And Accrued Expenses,3248000.0,4908000.0
Current Accrued Expenses,1465000.0,2420000.0
Payables,1783000.0,2488000.0
Dueto Related Parties Current,331000.0,458000.0
Dividends Payable,244000.0,177000.0
Accounts Payable,1208000.0,1853000.0
Total Assets,78171000.0,89462000.0
Total Non Current Assets,49244000.0,75350000.0
Other Non Current Assets,6161000.0,
Non Current Deferred Assets,1836000.0,1117000.0
Investments And Advances,4325000.0,2970000.0
Long Term Equity Investment,4325000.0,2970000.0
Investments In Other Ventures Under Equity Method,4325000.0,
Net PPE,43083000.0,71263000.0
Accumulated Depreciation,-5666000.0,-11199000.0
Gross PPE,48749000.0,82462000.0
Machinery Furniture Equipment,48749000.0,82462000.0
Current Assets,28927000.0,14112000.0
Other Current Assets,46000.0,2290000.0
Prepaid Assets,1142000.0,
Inventory,170000.0,1598000.0
Receivables,1804000.0,3064000.0
Accounts Receivable,1804000.0,3064000.0
Allowance For Doubtful Accounts Receivable,,-34000.0
Gross Accounts Receivable,,3098000.0
Cash Cash Equivalents And Short Term Investments,25765000.0,7160000.0
Cash And Cash Equivalents,25765000.0,7160000.0
