,2025-12-31,2025-09-30,2025-06-30,2024-12-31
Ordinary Shares Number,240690.0,35878.0,23775.0,379.0
Share Issued,240690.0,35878.0,23775.0,379.0
Net Debt,3594801.0,4604711.0,,
Total Debt,4863886.0,5503599.0,,
Tangible Book Value,5216450.0,5133577.0,,
Invested Capital,30984941.0,34276132.0,,
Working Capital,5017220.0,3934896.0,,
Net Tangible Assets,5216450.0,5133577.0,,
Capital Lease Obligations,510464.0,603599.0,,
Common Stock Equity,26631519.0,29376132.0,,
Total Capitalization,30728885.0,34276132.0,,
Total Equity Gross Minority Interest,25986693.0,28739335.0,,
Minority Interest,-644826.0,-636797.0,,
Stockholders Equity,26631519.0,29376132.0,,
Gains Losses Not Affecting Retained Earnings,-143071.0,-249711.0,,
Other Equity Adjustments,-143071.0,-249711.0,,
Retained Earnings,8893414.0,16562336.0,,
Additional Paid In Capital,17881176.0,13063507.0,,
Capital Stock,0.0,0.0,,
Common Stock,0.0,0.0,,
Total Liabilities Net Minority Interest,6736076.0,6819059.0,,
Total Non Current Liabilities Net Minority Interest,4369725.0,5198081.0,,
Long Term Debt And Capital Lease Obligation,4369725.0,5198081.0,,
Long Term Capital Lease Obligation,272359.0,298081.0,,
Long Term Debt,4097366.0,4900000.0,,
Current Liabilities,2366351.0,1620978.0,,
Other Current Liabilities,262616.0,,,
Current Deferred Liabilities,111981.0,67401.0,,
Current Deferred Revenue,111981.0,67401.0,,
Current Debt And Capital Lease Obligation,494161.0,305518.0,,
Current Capital Lease Obligation,238105.0,305518.0,,
Current Debt,256056.0,,,
Other Current Borrowings,256056.0,,,
Current Notes Payable,0.0,0.0,,
Payables And Accrued Expenses,1497593.0,1248059.0,,
Current Accrued Expenses,514169.0,450341.0,,
Payables,983424.0,797718.0,,
Other Payable,195834.0,,,
Dueto Related Parties Current,6421.0,0.0,,
Total Tax Payable,1889.0,0.0,,
Accounts Payable,779280.0,797718.0,,
Total Assets,32722769.0,35558394.0,,
Total Non Current Assets,25339198.0,30002520.0,,
Other Non Current Assets,1630827.0,,,
Non Current Prepaid Assets,0.0,3854609.0,,
Non Current Deferred Assets,,196623.0,,
Non Current Accounts Receivable,,326.0,,
Investments And Advances,,532712.0,,
Other Investments,,270000.0,,
Investmentin Financial Assets,,262712.0,,
Available For Sale Securities,,262712.0,,
Goodwill And Other Intangible Assets,21415069.0,24242555.0,,0.0
Net PPE,2293302.0,1175695.0,,
Accumulated Depreciation,-1228278.0,,,
Gross PPE,3521580.0,1175695.0,,
Other Properties,1556770.0,1175695.0,,
Machinery Furniture Equipment,1717295.0,,,
Buildings And Improvements,247515.0,,,
Properties,0.0,,,
Current Assets,7383571.0,5555874.0,,
Current Deferred Assets,116250.0,,,
Prepaid Assets,5104256.0,2674042.0,,
Inventory,335360.0,86977.0,,
Finished Goods,335360.0,,,
Receivables,1069084.0,2499566.0,,
Receivables Adjustments Allowances,-5.0,,,
Other Receivables,827558.0,2223686.0,,
Duefrom Related Parties Current,,89973.0,,
Loans Receivable,75000.0,,,
Accounts Receivable,166531.0,185907.0,,
Allowance For Doubtful Accounts Receivable,-21.0,,,
Gross Accounts Receivable,166552.0,,,
Cash Cash Equivalents And Short Term Investments,758621.0,295289.0,,
Cash And Cash Equivalents,758621.0,295289.0,,
