,2025-06-30,2024-12-31
Ordinary Shares Number,10323268.0,10323268.0
Share Issued,10323268.0,10323268.0
Total Debt,3453179.0,2559322.0
Tangible Book Value,30182353.0,27302642.0
Invested Capital,30182353.0,27637472.0
Working Capital,26869189.0,24598781.0
Net Tangible Assets,30182353.0,27302642.0
Capital Lease Obligations,3453179.0,2224492.0
Common Stock Equity,30182353.0,27302642.0
Total Capitalization,30182353.0,27302642.0
Total Equity Gross Minority Interest,30002360.0,27399855.0
Minority Interest,-179993.0,97213.0
Stockholders Equity,30182353.0,27302642.0
Gains Losses Not Affecting Retained Earnings,-113203.0,-95784.0
Other Equity Adjustments,-113203.0,-95784.0
Retained Earnings,-21040348.0,-23937478.0
Additional Paid In Capital,51129439.0,51129439.0
Capital Stock,206465.0,206465.0
Common Stock,206465.0,206465.0
Total Liabilities Net Minority Interest,7793006.0,5938806.0
Total Non Current Liabilities Net Minority Interest,2665368.0,1738371.0
Liabilities Heldfor Sale Non Current,,0.0
Long Term Debt And Capital Lease Obligation,2665368.0,1738371.0
Long Term Capital Lease Obligation,2665368.0,1738371.0
Current Liabilities,5127638.0,4200435.0
Other Current Liabilities,3868713.0,
Current Deferred Liabilities,204007.0,183173.0
Current Deferred Revenue,204007.0,183173.0
Current Debt And Capital Lease Obligation,787811.0,820951.0
Current Capital Lease Obligation,787811.0,486121.0
Current Debt,,334830.0
Other Current Borrowings,,261725.0
Line Of Credit,0.0,73105.0
Payables And Accrued Expenses,267107.0,3196311.0
Current Accrued Expenses,,48917.0
Interest Payable,,33917.0
Payables,267107.0,3147394.0
Other Payable,,2810144.0
Dueto Related Parties Current,200000.0,200318.0
Total Tax Payable,6655.0,14681.0
Accounts Payable,60452.0,122251.0
Total Assets,37795366.0,33338661.0
Total Non Current Assets,5798539.0,4539445.0
Net PPE,5798539.0,4539445.0
Accumulated Depreciation,,-193451.0
Gross PPE,5798539.0,4732896.0
Leases,,448171.0
Other Properties,5798539.0,2180720.0
Buildings And Improvements,,2104005.0
Properties,,0.0
Current Assets,31996827.0,28799216.0
Other Current Assets,247744.0,103519.0
Assets Held For Sale Current,,0.0
Prepaid Assets,147721.0,37790.0
Receivables,74319.0,5748.0
Accounts Receivable,74319.0,5748.0
Allowance For Doubtful Accounts Receivable,,0.0
Gross Accounts Receivable,,5748.0
Cash Cash Equivalents And Short Term Investments,31527043.0,28652159.0
Other Short Term Investments,15454430.0,12952597.0
Cash And Cash Equivalents,16072613.0,15699562.0
