,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,2750721.0,2478184.0,399669.0
Share Issued,2750721.0,2478184.0,399669.0
Net Debt,1681463.0,,2171814.0
Total Debt,2871570.0,,3206027.0
Tangible Book Value,4137396.0,,-764972.0
Invested Capital,6794947.0,,4226978.0
Working Capital,2348394.0,,-933247.0
Net Tangible Assets,4137396.0,,-764972.0
Capital Lease Obligations,214019.0,,258967.0
Common Stock Equity,4137396.0,,1279918.0
Total Capitalization,4137396.0,,1279918.0
Total Equity Gross Minority Interest,4137396.0,,1279918.0
Stockholders Equity,4137396.0,,1279918.0
Gains Losses Not Affecting Retained Earnings,79296.0,,140879.0
Other Equity Adjustments,79296.0,,140879.0
Retained Earnings,-37112711.0,,-28501074.0
Additional Paid In Capital,33123116.0,,21592418.0
Capital Stock,8047695.0,,8047695.0
Common Stock,8047695.0,,8047695.0
Total Liabilities Net Minority Interest,5195308.0,,5902740.0
Total Non Current Liabilities Net Minority Interest,155567.0,,204950.0
Long Term Debt And Capital Lease Obligation,155567.0,,204950.0
Long Term Capital Lease Obligation,155567.0,,204950.0
Current Liabilities,5039741.0,,5697790.0
Current Deferred Liabilities,72382.0,,91984.0
Current Deferred Revenue,72382.0,,91984.0
Current Debt And Capital Lease Obligation,2716003.0,,3001077.0
Current Capital Lease Obligation,58452.0,,54017.0
Current Debt,2657551.0,,2947060.0
Other Current Borrowings,1232182.0,,1484856.0
Line Of Credit,1425369.0,,1462204.0
Payables And Accrued Expenses,2251356.0,,2604729.0
Current Accrued Expenses,621397.0,,1007470.0
Payables,1629959.0,,1597259.0
Dueto Related Parties Current,502478.0,,328307.0
Accounts Payable,1127481.0,,1268952.0
Total Assets,9332704.0,,7182658.0
Total Non Current Assets,1944569.0,,2418115.0
Investments And Advances,1713140.0,,100444.0
Goodwill And Other Intangible Assets,0.0,,2044890.0
Other Intangible Assets,,,926852.0
Goodwill,0.0,,1118038.0
Net PPE,231429.0,,272781.0
Accumulated Depreciation,-64294.0,,-72928.0
Gross PPE,295723.0,,345709.0
Leases,36147.0,,34615.0
Other Properties,37474.0,,44385.0
Machinery Furniture Equipment,8084.0,,7742.0
Buildings And Improvements,214018.0,,258967.0
Properties,0.0,,0.0
Current Assets,7388135.0,,4764543.0
Other Current Assets,95652.0,,
Restricted Cash,99960.0,,0.0
Receivables,6216435.0,,3989297.0
Other Receivables,184970.0,,2597017.0
Duefrom Related Parties Current,77641.0,,31624.0
Notes Receivable,3957485.0,,0.0
Loans Receivable,1248396.0,,0.0
Accounts Receivable,747943.0,,1360656.0
Allowance For Doubtful Accounts Receivable,-382245.0,,-383105.0
Gross Accounts Receivable,1130188.0,,1743761.0
Cash Cash Equivalents And Short Term Investments,976088.0,,775246.0
Cash And Cash Equivalents,976088.0,,775246.0
