,2026-03-31,2025-09-30,2025-03-31
Ordinary Shares Number,181796612.0,180720492.0,177406667.0
Share Issued,181796612.0,180720492.0,177406667.0
Total Debt,592110000.0,477300000.0,378410000.0
Tangible Book Value,14218580000.0,13137550000.0,12375200000.0
Invested Capital,14477360000.0,13424410000.0,12672360000.0
Working Capital,6091280000.0,7162620000.0,7323950000.0
Net Tangible Assets,14218580000.0,13137550000.0,12375200000.0
Capital Lease Obligations,333330000.0,190440000.0,81250000.0
Common Stock Equity,14218580000.0,13137550000.0,12375200000.0
Total Capitalization,14293100000.0,13242200000.0,12534340000.0
Total Equity Gross Minority Interest,14218580000.0,13137550000.0,12375200000.0
Stockholders Equity,14218580000.0,13137550000.0,12375200000.0
Other Equity Interest,,,1439040000.0
Retained Earnings,,,-14313530000.0
Additional Paid In Capital,,,25071680000.0
Capital Stock,181800000.0,180720000.0,177410000.0
Common Stock,181800000.0,180720000.0,177410000.0
Total Liabilities Net Minority Interest,3144540000.0,2543110000.0,1952870000.0
Total Non Current Liabilities Net Minority Interest,533240000.0,359690000.0,305680000.0
Non Current Pension And Other Postretirement Benefit Plans,,,40660000.0
Non Current Deferred Revenue,120740000.0,55950000.0,52760000.0
Long Term Debt And Capital Lease Obligation,346120000.0,260980000.0,212260000.0
Long Term Capital Lease Obligation,271600000.0,156330000.0,53120000.0
Long Term Debt,74520000.0,104650000.0,159140000.0
Long Term Provisions,66380000.0,42760000.0,40660000.0
Current Liabilities,2611300000.0,2183420000.0,1647190000.0
Other Current Liabilities,109630000.0,143060000.0,152890000.0
Current Debt And Capital Lease Obligation,245990000.0,216320000.0,166150000.0
Current Capital Lease Obligation,61730000.0,34110000.0,28130000.0
Current Debt,184260000.0,182210000.0,138020000.0
Pensionand Other Post Retirement Benefit Plans Current,,,61640000.0
Current Provisions,67850000.0,71640000.0,6850000.0
Payables,379130000.0,215680000.0,438400000.0
Other Payable,,,261400000.0
Total Tax Payable,,,0.0
Accounts Payable,379130000.0,215680000.0,177000000.0
Total Assets,17363120000.0,15680660000.0,14328070000.0
Total Non Current Assets,8660540000.0,6334620000.0,5356870000.0
Other Non Current Assets,224120000.0,150970000.0,53110000.0
Non Current Prepaid Assets,,,71610000.0
Non Current Deferred Assets,,,8470000.0
Non Current Deferred Taxes Assets,2550870000.0,2332210000.0,2473460000.0
Investmentin Financial Assets,4210760000.0,2668800000.0,1272600000.0
Available For Sale Securities,4210760000.0,2668800000.0,1272600000.0
Goodwill And Other Intangible Assets,,,0.0
Net PPE,1187290000.0,749880000.0,496720000.0
Accumulated Depreciation,,,-861480000.0
Gross PPE,1187290000.0,749880000.0,1358200000.0
Construction In Progress,23030000.0,,44570000.0
Other Properties,1164260000.0,749880000.0,452150000.0
Machinery Furniture Equipment,,,970920000.0
Buildings And Improvements,,,342710000.0
Properties,,,0.0
Current Assets,8702580000.0,9346040000.0,8971140000.0
Other Current Assets,830360000.0,708410000.0,865920000.0
Assets Held For Sale Current,,,0.0
Current Deferred Assets,,,80850000.0
Restricted Cash,,,443920000.0
Prepaid Assets,,,790790000.0
Other Receivables,199140000.0,176290000.0,618460000.0
Accounts Receivable,274550000.0,306060000.0,273500000.0
Allowance For Doubtful Accounts Receivable,,,-84700000.0
Gross Accounts Receivable,,,358200000.0
Cash Cash Equivalents And Short Term Investments,7398530000.0,8155280000.0,6763620000.0
Other Short Term Investments,6482920000.0,7423970000.0,5718690000.0
Cash And Cash Equivalents,915610000.0,731310000.0,1044930000.0
Cash Equivalents,,,166740000.0
Cash Financial,,,878190000.0
