,2026-03-31,2025-09-30,2025-06-30
Ordinary Shares Number,23545000.0,20500000.0,20500000.0
Share Issued,23545000.0,20500000.0,20500000.0
Net Debt,,147055.0,12420.0
Total Debt,,147055.0,12420.0
Tangible Book Value,169086005.0,-26173.0,3105.0
Invested Capital,169086005.0,120882.0,15525.0
Working Capital,880610.0,-296053.0,-35495.0
Net Tangible Assets,169086005.0,-26173.0,3105.0
Common Stock Equity,169086005.0,-26173.0,3105.0
Total Capitalization,169086005.0,-26173.0,3105.0
Total Equity Gross Minority Interest,169086005.0,-26173.0,3105.0
Stockholders Equity,169086005.0,-26173.0,3105.0
Retained Earnings,-5859288.0,-51695.0,-21895.0
Additional Paid In Capital,0.0,24947.0,24425.0
Capital Stock,174945293.0,575.0,575.0
Common Stock,174945293.0,575.0,575.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,7144714.0,305586.0,58406.0
Total Non Current Liabilities Net Minority Interest,6900000.0,0.0,0.0
Tradeand Other Payables Non Current,6900000.0,,
Current Liabilities,244714.0,305586.0,58406.0
Current Debt And Capital Lease Obligation,,147055.0,12420.0
Current Debt,,147055.0,12420.0
Other Current Borrowings,,147055.0,12420.0
Payables And Accrued Expenses,244714.0,158531.0,45986.0
Current Accrued Expenses,110000.0,158531.0,45986.0
Payables,134714.0,,
Dueto Related Parties Current,4994.0,,
Accounts Payable,129720.0,,
Total Assets,176230719.0,279413.0,61511.0
Total Non Current Assets,175105395.0,269880.0,38600.0
Other Non Current Assets,174944663.0,,
Non Current Prepaid Assets,160732.0,,
Non Current Deferred Assets,,269880.0,38600.0
Current Assets,1125324.0,9533.0,22911.0
Prepaid Assets,133800.0,9533.0,22911.0
Cash Cash Equivalents And Short Term Investments,991524.0,,
Cash And Cash Equivalents,991524.0,,
Cash Financial,991524.0,,
