,2026-03-31,2025-09-30,2025-03-31,2024-09-30
Ordinary Shares Number,126593350.0,126593350.0,126593350.0,126593350.0
Share Issued,126593350.0,126593350.0,,126593350.0
Net Debt,23079000.0,22296000.0,21034000.0,20083000.0
Total Debt,23788000.0,22552000.0,,20632000.0
Tangible Book Value,427288000.0,4644000.0,,11028000.0
Invested Capital,451076000.0,27196000.0,,31660000.0
Working Capital,45650000.0,17267000.0,646000.0,1432000.0
Net Tangible Assets,427288000.0,4644000.0,,11028000.0
Common Stock Equity,427288000.0,4644000.0,,11028000.0
Total Capitalization,451076000.0,27196000.0,,12934000.0
Total Equity Gross Minority Interest,427288000.0,4644000.0,,11030000.0
Minority Interest,,,,2000.0
Stockholders Equity,427288000.0,4644000.0,6706000.0,11028000.0
Other Equity Interest,90101000.0,-248543000.0,,-242159000.0
Additional Paid In Capital,,,400595000.0,
Capital Stock,337187000.0,253187000.0,,253187000.0
Common Stock,337187000.0,253187000.0,253187000.0,253187000.0
Total Liabilities Net Minority Interest,48573000.0,47932000.0,44624000.0,42158000.0
Total Non Current Liabilities Net Minority Interest,23810000.0,22551000.0,1637000.0,1906000.0
Other Non Current Liabilities,-1000.0,-1000.0,,
Non Current Deferred Taxes Liabilities,0.0,0.0,,0.0
Long Term Debt And Capital Lease Obligation,23788000.0,22552000.0,,1906000.0
Long Term Debt,23788000.0,22552000.0,1637000.0,1906000.0
Long Term Provisions,23000.0,,,
Current Liabilities,24763000.0,25381000.0,,40252000.0
Other Current Liabilities,,321000.0,,118000.0
Current Debt And Capital Lease Obligation,0.0,0.0,,18726000.0
Current Debt,0.0,0.0,19470000.0,18726000.0
Current Provisions,,2323000.0,,
Payables,10315000.0,9140000.0,10247000.0,8443000.0
Accounts Payable,10315000.0,9140000.0,10247000.0,8443000.0
Total Assets,475861000.0,52576000.0,,53188000.0
Total Non Current Assets,405448000.0,9928000.0,,11504000.0
Other Non Current Assets,,,,4478000.0
Investmentin Financial Assets,734000.0,0.0,600000.0,0.0
Available For Sale Securities,734000.0,,600000.0,
Financial Assets Designatedas Fair Value Through Profitor Loss Total,,,0.0,
Net PPE,3439000.0,5740000.0,3439000.0,3656000.0
Accumulated Depreciation,,,-3030000.0,
Gross PPE,,,6469000.0,
Properties,,,0.0,
Current Assets,70413000.0,42648000.0,43633000.0,41684000.0
Other Current Assets,2394000.0,2083000.0,,2002000.0
Inventory,27112000.0,0.0,,0.0
Accounts Receivable,40198000.0,40309000.0,41681000.0,39133000.0
Gross Accounts Receivable,,,41681000.0,
Cash Cash Equivalents And Short Term Investments,709000.0,256000.0,73000.0,549000.0
Cash And Cash Equivalents,709000.0,256000.0,73000.0,549000.0
Cash Financial,,,73000.0,
