,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,11736580.0,11700000.0,11700000.0
Share Issued,11736580.0,11700000.0,11700000.0
Net Debt,79281.0,,
Total Debt,1706250.0,136453.0,162672.0
Tangible Book Value,2440880.0,5170698.0,209760.0
Invested Capital,5195341.0,5370361.0,467335.0
Working Capital,2906225.0,6597768.0,999652.0
Net Tangible Assets,2440880.0,5170698.0,209760.0
Capital Lease Obligations,684149.0,135689.0,161908.0
Common Stock Equity,4173240.0,5369597.0,466571.0
Total Capitalization,5172389.0,5369597.0,466571.0
Total Equity Gross Minority Interest,4173240.0,5369597.0,466571.0
Stockholders Equity,4173240.0,5369597.0,466571.0
Other Equity Interest,-428.0,-428.0,-428.0
Gains Losses Not Affecting Retained Earnings,29361.0,61504.0,113287.0
Other Equity Adjustments,,61504.0,
Foreign Currency Translation Adjustments,29361.0,,113287.0
Retained Earnings,-1083121.0,12103.0,820787.0
Additional Paid In Capital,5226841.0,5295923.0,-467570.0
Capital Stock,587.0,495.0,495.0
Common Stock,587.0,495.0,495.0
Total Liabilities Net Minority Interest,6113226.0,3674271.0,5138093.0
Total Non Current Liabilities Net Minority Interest,3697897.0,2299281.0,2234333.0
Preferred Securities Outside Stock Equity,2188093.0,2198197.0,2084231.0
Non Current Deferred Liabilities,0.0,0.0,43867.0
Non Current Deferred Taxes Liabilities,0.0,0.0,43867.0
Long Term Debt And Capital Lease Obligation,1509804.0,101084.0,106235.0
Long Term Capital Lease Obligation,510655.0,101084.0,106235.0
Long Term Debt,999149.0,,
Current Liabilities,2415329.0,1374990.0,2903760.0
Current Deferred Liabilities,14592.0,92015.0,93947.0
Current Deferred Revenue,14592.0,92015.0,93947.0
Current Debt And Capital Lease Obligation,196446.0,35369.0,56437.0
Current Capital Lease Obligation,173494.0,34605.0,55673.0
Current Debt,22952.0,764.0,764.0
Other Current Borrowings,22188.0,,
Current Notes Payable,764.0,764.0,764.0
Payables And Accrued Expenses,2204291.0,1247606.0,2753376.0
Current Accrued Expenses,291426.0,10383.0,13156.0
Payables,1912865.0,1237223.0,2740220.0
Other Payable,2455.0,,61236.0
Dueto Related Parties Current,78825.0,5243.0,518763.0
Total Tax Payable,458548.0,318803.0,342218.0
Income Tax Payable,458548.0,318803.0,342218.0
Accounts Payable,1373037.0,913177.0,1818003.0
Total Assets,10286466.0,9043868.0,5604664.0
Total Non Current Assets,4964912.0,1071110.0,1701252.0
Non Current Prepaid Assets,82961.0,,0.0
Non Current Deferred Assets,0.0,0.0,522112.0
Goodwill And Other Intangible Assets,1732360.0,198899.0,256811.0
Other Intangible Assets,1732360.0,,256811.0
Net PPE,3149591.0,872211.0,922329.0
Accumulated Depreciation,-628244.0,,-346231.0
Gross PPE,3777835.0,872211.0,1268560.0
Leases,19706.0,,19706.0
Other Properties,25661.0,736410.0,-19757.0
Machinery Furniture Equipment,1723130.0,,1106384.0
Buildings And Improvements,1047066.0,135801.0,162227.0
Land And Improvements,962272.0,,0.0
Properties,0.0,0.0,0.0
Current Assets,5321554.0,7972758.0,3903412.0
Prepaid Assets,33834.0,346947.0,11412.0
Inventory,25072.0,86497.0,21157.0
Receivables,4319828.0,2459502.0,3185047.0
Other Receivables,168020.0,105092.0,13598.0
Loans Receivable,0.0,0.0,216800.0
Accounts Receivable,4151808.0,2354410.0,2954649.0
Allowance For Doubtful Accounts Receivable,-245753.0,,-90281.0
Gross Accounts Receivable,4397561.0,,3044930.0
Cash Cash Equivalents And Short Term Investments,942820.0,5079812.0,685796.0
Other Short Term Investments,,366732.0,
Cash And Cash Equivalents,942820.0,4713080.0,685796.0
Cash Financial,942820.0,4713080.0,685796.0
