,2025-06-30,2024-12-31
Ordinary Shares Number,206088228.0,206088228.0
Share Issued,206088228.0,206088228.0
Total Debt,3439000.0,3648000.0
Tangible Book Value,-18763000.0,-13988000.0
Invested Capital,227511000.0,231951000.0
Working Capital,14459000.0,11080000.0
Net Tangible Assets,-18763000.0,-13988000.0
Capital Lease Obligations,234000.0,272000.0
Common Stock Equity,224306000.0,228575000.0
Total Capitalization,227511000.0,231951000.0
Total Equity Gross Minority Interest,224306000.0,228452000.0
Minority Interest,,-123000.0
Stockholders Equity,224306000.0,228575000.0
Gains Losses Not Affecting Retained Earnings,45000.0,40000.0
Other Equity Adjustments,,40000.0
Foreign Currency Translation Adjustments,45000.0,0.0
Retained Earnings,-23050000.0,-7120000.0
Additional Paid In Capital,0.0,235649000.0
Capital Stock,247311000.0,6000.0
Common Stock,247311000.0,6000.0
Total Liabilities Net Minority Interest,65978000.0,54518000.0
Total Non Current Liabilities Net Minority Interest,41201000.0,33321000.0
Other Non Current Liabilities,14794000.0,17808000.0
Non Current Deferred Liabilities,23019000.0,11967000.0
Non Current Deferred Taxes Liabilities,12888000.0,1836000.0
Long Term Debt And Capital Lease Obligation,3388000.0,3546000.0
Long Term Capital Lease Obligation,183000.0,170000.0
Long Term Debt,3205000.0,3376000.0
Current Liabilities,24777000.0,21197000.0
Other Current Liabilities,10491000.0,7450000.0
Current Deferred Liabilities,588000.0,588000.0
Current Deferred Revenue,588000.0,588000.0
Current Debt And Capital Lease Obligation,51000.0,102000.0
Current Capital Lease Obligation,51000.0,102000.0
Payables And Accrued Expenses,13647000.0,13057000.0
Current Accrued Expenses,171000.0,49000.0
Payables,13476000.0,13008000.0
Dueto Related Parties Current,16000.0,1000.0
Accounts Payable,13460000.0,13007000.0
Total Assets,290284000.0,282970000.0
Total Non Current Assets,251048000.0,250693000.0
Other Non Current Assets,589000.0,694000.0
Investments And Advances,1045000.0,1008000.0
Goodwill And Other Intangible Assets,243069000.0,242563000.0
Other Intangible Assets,243069000.0,242563000.0
Net PPE,6345000.0,6428000.0
Gross PPE,6345000.0,6428000.0
Other Properties,6345000.0,6428000.0
Current Assets,39236000.0,32277000.0
Other Current Assets,12213000.0,12296000.0
Prepaid Assets,3000.0,
Inventory,3209000.0,3773000.0
Receivables,19527000.0,12515000.0
Accounts Receivable,19527000.0,12515000.0
Cash Cash Equivalents And Short Term Investments,4284000.0,3693000.0
Cash And Cash Equivalents,4284000.0,3693000.0
