,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,16326825.0,761825.0,435500.0
Share Issued,16326825.0,761825.0,435500.0
Total Debt,554000.0,279000.0,61000.0
Tangible Book Value,61670000.0,50290000.0,57676000.0
Invested Capital,70550000.0,64251000.0,73182000.0
Working Capital,31486000.0,25544000.0,29740000.0
Net Tangible Assets,61670000.0,50290000.0,57676000.0
Capital Lease Obligations,554000.0,279000.0,61000.0
Common Stock Equity,70550000.0,64251000.0,73182000.0
Total Capitalization,70550000.0,64251000.0,73182000.0
Total Equity Gross Minority Interest,70550000.0,64251000.0,75565000.0
Minority Interest,0.0,0.0,2383000.0
Stockholders Equity,70550000.0,64251000.0,73182000.0
Gains Losses Not Affecting Retained Earnings,-953000.0,-2106000.0,-2260000.0
Other Equity Adjustments,-953000.0,-2106000.0,-2260000.0
Retained Earnings,20121000.0,32727000.0,42083000.0
Additional Paid In Capital,51251000.0,33624000.0,33355000.0
Capital Stock,131000.0,6000.0,4000.0
Common Stock,131000.0,6000.0,4000.0
Total Liabilities Net Minority Interest,5023000.0,2956000.0,4275000.0
Total Non Current Liabilities Net Minority Interest,343000.0,176000.0,5000.0
Long Term Debt And Capital Lease Obligation,343000.0,176000.0,5000.0
Long Term Capital Lease Obligation,343000.0,176000.0,5000.0
Current Liabilities,4680000.0,2780000.0,4270000.0
Other Current Liabilities,11000.0,12000.0,150000.0
Current Deferred Liabilities,285000.0,150000.0,696000.0
Current Deferred Revenue,285000.0,150000.0,696000.0
Current Debt And Capital Lease Obligation,211000.0,103000.0,56000.0
Current Capital Lease Obligation,211000.0,103000.0,56000.0
Payables And Accrued Expenses,4173000.0,2515000.0,3368000.0
Current Accrued Expenses,1752000.0,,
Payables,2421000.0,2515000.0,3368000.0
Other Payable,1641000.0,2110000.0,1477000.0
Dueto Related Parties Current,0.0,78000.0,866000.0
Total Tax Payable,780000.0,327000.0,970000.0
Income Tax Payable,155000.0,171000.0,473000.0
Accounts Payable,0.0,0.0,55000.0
Total Assets,75573000.0,67207000.0,79840000.0
Total Non Current Assets,39407000.0,38883000.0,45830000.0
Other Non Current Assets,21208000.0,16423000.0,16425000.0
Investments And Advances,1722000.0,1185000.0,145000.0
Goodwill And Other Intangible Assets,8880000.0,13961000.0,15506000.0
Other Intangible Assets,8089000.0,9507000.0,11052000.0
Goodwill,791000.0,4454000.0,4454000.0
Net PPE,7597000.0,7314000.0,13754000.0
Accumulated Depreciation,-3170000.0,-2969000.0,-4961000.0
Gross PPE,10767000.0,10283000.0,18715000.0
Other Properties,554000.0,255000.0,61000.0
Machinery Furniture Equipment,2762000.0,2436000.0,2677000.0
Buildings And Improvements,7451000.0,7592000.0,15977000.0
Properties,0.0,0.0,0.0
Current Assets,36166000.0,28324000.0,34010000.0
Other Current Assets,71000.0,75000.0,74000.0
Prepaid Assets,6851000.0,3541000.0,63000.0
Inventory,0.0,0.0,67000.0
Receivables,2330000.0,2135000.0,7094000.0
Other Receivables,292000.0,713000.0,3541000.0
Taxes Receivable,70000.0,,
Accounts Receivable,1968000.0,1422000.0,3553000.0
Cash Cash Equivalents And Short Term Investments,26914000.0,22573000.0,26712000.0
Cash And Cash Equivalents,26914000.0,22573000.0,26712000.0
Cash Financial,26914000.0,22573000.0,26712000.0
