,2025-06-30,2024-12-31
Ordinary Shares Number,37430968.0,37132968.0
Share Issued,37430968.0,37132968.0
Net Debt,1472949.0,2062537.0
Total Debt,2384411.0,3712925.0
Tangible Book Value,4785360.0,7735793.0
Invested Capital,19090371.0,19243610.0
Working Capital,4675275.0,7660242.0
Net Tangible Assets,4785360.0,7735793.0
Capital Lease Obligations,759411.0,797925.0
Common Stock Equity,17465371.0,16328610.0
Total Capitalization,17465371.0,16328610.0
Total Equity Gross Minority Interest,17465371.0,16328610.0
Stockholders Equity,17465371.0,16328610.0
Gains Losses Not Affecting Retained Earnings,-5132.0,
Other Equity Adjustments,-5132.0,
Retained Earnings,14904212.0,14112536.0
Additional Paid In Capital,2562548.0,2212361.0
Capital Stock,3743.0,3713.0
Common Stock,3743.0,3713.0
Total Liabilities Net Minority Interest,19716183.0,17923365.0
Total Non Current Liabilities Net Minority Interest,625080.0,687093.0
Long Term Debt And Capital Lease Obligation,625080.0,687093.0
Long Term Capital Lease Obligation,625080.0,687093.0
Current Liabilities,19091103.0,17236272.0
Other Current Liabilities,4713834.0,4782915.0
Current Deferred Liabilities,548889.0,332626.0
Current Deferred Taxes Liabilities,548889.0,332626.0
Current Debt And Capital Lease Obligation,1759331.0,3025832.0
Current Capital Lease Obligation,134331.0,110832.0
Current Debt,1625000.0,2915000.0
Current Notes Payable,1625000.0,2915000.0
Payables And Accrued Expenses,12069049.0,9094899.0
Current Accrued Expenses,0.0,0.0
Interest Payable,0.0,0.0
Payables,12069049.0,9094899.0
Other Payable,3138080.0,1374267.0
Dueto Related Parties Current,2659556.0,536538.0
Total Tax Payable,2793068.0,3903529.0
Income Tax Payable,1321935.0,2508021.0
Accounts Payable,3478345.0,3280565.0
Total Assets,37181554.0,34251975.0
Total Non Current Assets,13415176.0,9355461.0
Investments And Advances,29643.0,
Long Term Equity Investment,29643.0,
Investmentsin Associatesat Cost,29643.0,
Goodwill And Other Intangible Assets,12680011.0,8592817.0
Other Intangible Assets,12680011.0,8592817.0
Net PPE,705522.0,762644.0
Accumulated Depreciation,-101838.0,
Gross PPE,807360.0,762644.0
Other Properties,,762644.0
Buildings And Improvements,807360.0,
Properties,0.0,
Current Assets,23766378.0,24896514.0
Current Deferred Assets,0.0,0.0
Prepaid Assets,133479.0,169584.0
Receivables,23480848.0,23874467.0
Other Receivables,4190.0,1857583.0
Duefrom Related Parties Current,10372.0,
Accounts Receivable,23466286.0,22016884.0
Cash Cash Equivalents And Short Term Investments,152051.0,852463.0
Cash And Cash Equivalents,152051.0,852463.0
Cash Financial,152051.0,852463.0
