,2025-12-31,2025-06-30
Ordinary Shares Number,4692220811.0,4692220811.0
Share Issued,4692220811.0,4692220811.0
Net Debt,67319556000.0,64213404000.0
Total Debt,75138171000.0,77176084000.0
Tangible Book Value,51679980000.0,46714401000.0
Invested Capital,125420601000.0,125521410000.0
Working Capital,3143846000.0,2346426000.0
Net Tangible Assets,51679980000.0,46714401000.0
Capital Lease Obligations,1671270000.0,1757645000.0
Common Stock Equity,51953700000.0,50102971000.0
Total Capitalization,113589292000.0,109655496000.0
Total Equity Gross Minority Interest,52494296000.0,50611604000.0
Minority Interest,540596000.0,508633000.0
Stockholders Equity,51953700000.0,50102971000.0
Other Equity Interest,2848326000.0,2846329000.0
Retained Earnings,39949221000.0,38198904000.0
Additional Paid In Capital,2474270000.0,1084720000.0
Capital Stock,480531000.0,480531000.0
Common Stock,480531000.0,480531000.0
Total Liabilities Net Minority Interest,96388219000.0,98426567000.0
Total Non Current Liabilities Net Minority Interest,68097095000.0,65957802000.0
Tradeand Other Payables Non Current,179984000.0,182066000.0
Non Current Deferred Taxes Liabilities,4713460000.0,4571354000.0
Long Term Debt And Capital Lease Obligation,63203651000.0,61204382000.0
Long Term Capital Lease Obligation,1568059000.0,1651857000.0
Long Term Debt,61635592000.0,59552525000.0
Current Liabilities,28291124000.0,32468765000.0
Current Debt And Capital Lease Obligation,11934520000.0,15971702000.0
Current Capital Lease Obligation,103211000.0,105788000.0
Current Debt,11831309000.0,15865914000.0
Payables,15573842000.0,15845314000.0
Other Payable,5367868000.0,4901645000.0
Total Tax Payable,130273000.0,361403000.0
Accounts Payable,10075701000.0,10582266000.0
Total Assets,148882515000.0,149038171000.0
Total Non Current Assets,117447545000.0,114222980000.0
Non Current Deferred Taxes Assets,131568000.0,203294000.0
Long Term Equity Investment,205672000.0,163800000.0
Goodwill And Other Intangible Assets,273720000.0,3388570000.0
Other Intangible Assets,273720000.0,3233464000.0
Goodwill,,155106000.0
Net PPE,115889460000.0,109560652000.0
Accumulated Depreciation,,-35889597000.0
Gross PPE,115889460000.0,145450249000.0
Construction In Progress,,27778289000.0
Other Properties,115889460000.0,
Machinery Furniture Equipment,,90283307000.0
Buildings And Improvements,,26767832000.0
Land And Improvements,,620821000.0
Properties,,0.0
Current Assets,31434970000.0,34815191000.0
Restricted Cash,424738000.0,268231000.0
Inventory,10386327000.0,10449991000.0
Inventories Adjustments Allowances,-28139000.0,-18961000.0
Finished Goods,3625000000.0,4172612000.0
Raw Materials,6789466000.0,6296340000.0
Other Receivables,10726072000.0,9578954000.0
Taxes Receivable,24323000.0,20314000.0
Accounts Receivable,3651044000.0,3226669000.0
Allowance For Doubtful Accounts Receivable,-51164000.0,-51164000.0
Gross Accounts Receivable,3702208000.0,3277833000.0
Cash Cash Equivalents And Short Term Investments,6222466000.0,11271032000.0
Other Short Term Investments,75121000.0,65997000.0
Cash And Cash Equivalents,6147345000.0,11205035000.0
Cash Financial,,11205035000.0
