,2026-03-31,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,14141955584.0,13872899584.0,6056623584.0,3411983584.0
Share Issued,14141955584.0,13872899584.0,6056623584.0,3411983584.0
Total Debt,3496000.0,2267000.0,,2086000.0
Tangible Book Value,6134000.0,2476000.0,,4350000.0
Invested Capital,6421000.0,2770000.0,2524000.0,4610000.0
Working Capital,929000.0,469000.0,,585000.0
Net Tangible Assets,11761000.0,8103000.0,7858000.0,9977000.0
Capital Lease Obligations,3209000.0,1973000.0,2063000.0,1826000.0
Common Stock Equity,6134000.0,2476000.0,,4350000.0
Preferred Stock Equity,5627000.0,5627000.0,,5627000.0
Total Capitalization,12048000.0,8397000.0,,10237000.0
Total Equity Gross Minority Interest,11761000.0,8103000.0,,9977000.0
Stockholders Equity,11761000.0,8103000.0,,9977000.0
Gains Losses Not Affecting Retained Earnings,-1740000.0,-1740000.0,,-1740000.0
Other Equity Adjustments,-1740000.0,-1740000.0,,-1740000.0
Retained Earnings,-122269000.0,-125846000.0,,-117539000.0
Additional Paid In Capital,130143000.0,130062000.0,,123629000.0
Capital Stock,5627000.0,5627000.0,,5627000.0
Common Stock,0.0,0.0,,0.0
Preferred Stock,5627000.0,5627000.0,5627000.0,5627000.0
Total Liabilities Net Minority Interest,5827000.0,3523000.0,,3471000.0
Total Non Current Liabilities Net Minority Interest,3142000.0,1938000.0,,1665000.0
Derivative Product Liabilities,,0.0,3000.0,3000.0
Long Term Debt And Capital Lease Obligation,3142000.0,1938000.0,1859000.0,1662000.0
Long Term Capital Lease Obligation,2855000.0,1644000.0,,1402000.0
Long Term Debt,287000.0,294000.0,,260000.0
Current Liabilities,2685000.0,1585000.0,2120000.0,1806000.0
Current Deferred Liabilities,,90000.0,,225000.0
Current Deferred Revenue,,90000.0,,225000.0
Current Debt And Capital Lease Obligation,354000.0,329000.0,,424000.0
Current Capital Lease Obligation,354000.0,329000.0,,424000.0
Payables And Accrued Expenses,2331000.0,1166000.0,1623000.0,1157000.0
Current Accrued Expenses,,759000.0,,781000.0
Payables,2331000.0,407000.0,,376000.0
Other Payable,1552000.0,,964000.0,
Accounts Payable,779000.0,407000.0,,376000.0
Total Assets,17588000.0,11626000.0,,13448000.0
Total Non Current Assets,13974000.0,9572000.0,,11057000.0
Net PPE,13974000.0,9572000.0,10334000.0,11057000.0
Accumulated Depreciation,,-5876000.0,,-4456000.0
Gross PPE,13974000.0,15448000.0,10334000.0,15513000.0
Leases,,3723000.0,,3723000.0
Construction In Progress,,,,0.0
Other Properties,13974000.0,3948000.0,,4018000.0
Machinery Furniture Equipment,,7777000.0,,7772000.0
Properties,,0.0,,0.0
Current Assets,3614000.0,2054000.0,,2391000.0
Restricted Cash,151000.0,150000.0,,131000.0
Prepaid Assets,,75000.0,,79000.0
Receivables,500000.0,168000.0,,217000.0
Other Receivables,350000.0,95000.0,236000.0,134000.0
Accounts Receivable,150000.0,73000.0,139000.0,83000.0
Cash Cash Equivalents And Short Term Investments,2963000.0,1661000.0,,1964000.0
Cash And Cash Equivalents,2963000.0,1661000.0,,1964000.0
