,2026-03-31
Ordinary Shares Number,23788700.0
Share Issued,23788700.0
Net Debt,276082000.0
Total Debt,329513000.0
Tangible Book Value,-134597000.0
Invested Capital,448312000.0
Working Capital,15841000.0
Net Tangible Assets,-134597000.0
Capital Lease Obligations,26053000.0
Common Stock Equity,144852000.0
Total Capitalization,341164000.0
Total Equity Gross Minority Interest,40444000.0
Stockholders Equity,144852000.0
Retained Earnings,-104408000.0
Additional Paid In Capital,144852000.0
Capital Stock,0.0
Common Stock,0.0
Total Partnership Capital,-104408000.0
Total Liabilities Net Minority Interest,384788000.0
Total Non Current Liabilities Net Minority Interest,335561000.0
Non Current Deferred Liabilities,11370000.0
Non Current Deferred Taxes Liabilities,11370000.0
Long Term Debt And Capital Lease Obligation,324191000.0
Long Term Capital Lease Obligation,23471000.0
Long Term Debt,300720000.0
Current Liabilities,49227000.0
Current Debt And Capital Lease Obligation,5322000.0
Current Capital Lease Obligation,2582000.0
Current Debt,2740000.0
Other Current Borrowings,2740000.0
Pensionand Other Post Retirement Benefit Plans Current,6447000.0
Payables And Accrued Expenses,37458000.0
Current Accrued Expenses,19443000.0
Payables,18015000.0
Accounts Payable,18015000.0
Total Assets,425232000.0
Total Non Current Assets,360164000.0
Other Non Current Assets,960000.0
Non Current Deferred Assets,4365000.0
Goodwill And Other Intangible Assets,279449000.0
Other Intangible Assets,173248000.0
Goodwill,106201000.0
Net PPE,75390000.0
Accumulated Depreciation,-22854000.0
Gross PPE,98244000.0
Leases,15034000.0
Construction In Progress,17234000.0
Other Properties,22766000.0
Machinery Furniture Equipment,43210000.0
Properties,0.0
Current Assets,65068000.0
Other Current Assets,4007000.0
Restricted Cash,1010000.0
Inventory,18702000.0
Other Inventories,10980000.0
Finished Goods,7722000.0
Receivables,13971000.0
Accounts Receivable,13971000.0
Cash Cash Equivalents And Short Term Investments,27378000.0
Cash And Cash Equivalents,27378000.0
Cash Financial,27378000.0
