,2025-10-31,2024-10-31
Ordinary Shares Number,16625000.0,16625000.0
Share Issued,16625000.0,16625000.0
Net Debt,4132361.0,4668380.0
Total Debt,4325728.0,4892511.0
Tangible Book Value,12277340.0,7945794.0
Invested Capital,16538529.0,12797843.0
Working Capital,14650786.0,9100618.0
Net Tangible Assets,12277340.0,7945794.0
Capital Lease Obligations,70986.0,47895.0
Common Stock Equity,12283787.0,7953227.0
Total Capitalization,14561949.0,10011878.0
Total Equity Gross Minority Interest,12612366.0,8265710.0
Minority Interest,328579.0,312483.0
Stockholders Equity,12283787.0,7953227.0
Gains Losses Not Affecting Retained Earnings,419247.0,283854.0
Other Equity Adjustments,419247.0,283854.0
Retained Earnings,5726180.0,5806881.0
Additional Paid In Capital,5972110.0,1712492.0
Capital Stock,166250.0,150000.0
Common Stock,166250.0,150000.0
Total Liabilities Net Minority Interest,9229871.0,9409193.0
Total Non Current Liabilities Net Minority Interest,2336003.0,2058651.0
Long Term Debt And Capital Lease Obligation,2336003.0,2058651.0
Long Term Capital Lease Obligation,57841.0,0.0
Long Term Debt,2278162.0,2058651.0
Current Liabilities,6893868.0,7350542.0
Current Deferred Liabilities,449306.0,512859.0
Current Deferred Revenue,449306.0,512859.0
Current Debt And Capital Lease Obligation,1989725.0,2833860.0
Current Capital Lease Obligation,13145.0,47895.0
Current Debt,1976580.0,2785965.0
Other Current Borrowings,876128.0,
Line Of Credit,1100452.0,2785965.0
Payables And Accrued Expenses,4454837.0,4003823.0
Current Accrued Expenses,0.0,767197.0
Payables,4454837.0,3236626.0
Other Payable,246065.0,60076.0
Dueto Related Parties Current,0.0,149757.0
Total Tax Payable,965321.0,899170.0
Income Tax Payable,952041.0,859194.0
Accounts Payable,3243451.0,2127623.0
Total Assets,21842237.0,17674903.0
Total Non Current Assets,297583.0,1223743.0
Non Current Prepaid Assets,,0.0
Non Current Deferred Assets,66383.0,1010744.0
Non Current Deferred Taxes Assets,66383.0,24538.0
Goodwill And Other Intangible Assets,6447.0,7433.0
Other Intangible Assets,6447.0,7433.0
Net PPE,224753.0,205566.0
Accumulated Depreciation,-137468.0,-106022.0
Gross PPE,362221.0,311588.0
Leases,18993.0,18895.0
Other Properties,115071.0,128611.0
Machinery Furniture Equipment,228157.0,164082.0
Properties,0.0,0.0
Current Assets,21544654.0,16451160.0
Other Current Assets,632845.0,
Prepaid Assets,4285141.0,7235734.0
Inventory,6504761.0,2633615.0
Finished Goods,4141664.0,1065369.0
Raw Materials,2363097.0,1568246.0
Receivables,9999526.0,6405575.0
Duefrom Related Parties Current,36815.0,0.0
Taxes Receivable,85681.0,216583.0
Loans Receivable,,0.0
Accounts Receivable,9877030.0,6188992.0
Allowance For Doubtful Accounts Receivable,-192652.0,-17179.0
Gross Accounts Receivable,10069682.0,6206171.0
Cash Cash Equivalents And Short Term Investments,122381.0,176236.0
Cash And Cash Equivalents,122381.0,176236.0
Cash Financial,122381.0,176236.0
