,2025-11-30
Ordinary Shares Number,148906159.0
Share Issued,148906159.0
Total Debt,1582000000.0
Tangible Book Value,2994000000.0
Invested Capital,3596000000.0
Working Capital,466000000.0
Net Tangible Assets,2994000000.0
Capital Lease Obligations,1582000000.0
Common Stock Equity,3596000000.0
Total Capitalization,3596000000.0
Total Equity Gross Minority Interest,3596000000.0
Stockholders Equity,3596000000.0
Retained Earnings,3596000000.0
Total Liabilities Net Minority Interest,2627000000.0
Total Non Current Liabilities Net Minority Interest,1766000000.0
Other Non Current Liabilities,57000000.0
Non Current Accrued Expenses,0.0
Non Current Deferred Liabilities,328000000.0
Non Current Deferred Taxes Liabilities,328000000.0
Long Term Debt And Capital Lease Obligation,1381000000.0
Long Term Capital Lease Obligation,1381000000.0
Current Liabilities,861000000.0
Current Debt And Capital Lease Obligation,201000000.0
Current Capital Lease Obligation,201000000.0
Payables And Accrued Expenses,660000000.0
Current Accrued Expenses,490000000.0
Payables,170000000.0
Dueto Related Parties Current,0.0
Accounts Payable,170000000.0
Total Assets,6223000000.0
Total Non Current Assets,4896000000.0
Other Non Current Assets,28000000.0
Goodwill And Other Intangible Assets,602000000.0
Goodwill,602000000.0
Net PPE,4266000000.0
Accumulated Depreciation,-3726000000.0
Gross PPE,7992000000.0
Other Properties,2580000000.0
Machinery Furniture Equipment,1570000000.0
Current Assets,1327000000.0
Other Current Assets,72000000.0
Inventory,23000000.0
Receivables,1140000000.0
Accounts Receivable,1140000000.0
Cash Cash Equivalents And Short Term Investments,92000000.0
Cash And Cash Equivalents,92000000.0
Cash Financial,92000000.0
