,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,60573.0,27618.0,14642.0
Share Issued,60573.0,27618.0,14642.0
Net Debt,509000.0,,
Total Debt,1462000.0,150000.0,1071000.0
Tangible Book Value,-9373000.0,-7750000.0,-7544000.0
Invested Capital,23293000.0,11102000.0,14009000.0
Working Capital,-7941000.0,-6481000.0,-6074000.0
Net Tangible Assets,-9369000.0,-7746000.0,-7540000.0
Capital Lease Obligations,94000.0,150000.0,231000.0
Common Stock Equity,21925000.0,11102000.0,13169000.0
Preferred Stock Equity,4000.0,4000.0,4000.0
Total Capitalization,21929000.0,11106000.0,13173000.0
Total Equity Gross Minority Interest,21929000.0,11106000.0,13174000.0
Minority Interest,0.0,0.0,1000.0
Stockholders Equity,21929000.0,11106000.0,13173000.0
Other Equity Interest,-17900000.0,-17900000.0,-17900000.0
Gains Losses Not Affecting Retained Earnings,1978000.0,1977000.0,1971000.0
Other Equity Adjustments,1978000.0,1977000.0,1971000.0
Retained Earnings,-431450000.0,-385954000.0,-377543000.0
Additional Paid In Capital,437639000.0,412419000.0,406344000.0
Capital Stock,31662000.0,564000.0,301000.0
Common Stock,31658000.0,560000.0,297000.0
Preferred Stock,4000.0,4000.0,4000.0
Total Liabilities Net Minority Interest,11087000.0,9668000.0,11471000.0
Total Non Current Liabilities Net Minority Interest,2124000.0,2089000.0,2423000.0
Other Non Current Liabilities,-1000.0,,
Non Current Deferred Liabilities,2125000.0,2057000.0,2333000.0
Non Current Deferred Taxes Liabilities,2125000.0,2057000.0,2333000.0
Long Term Debt And Capital Lease Obligation,0.0,32000.0,90000.0
Long Term Capital Lease Obligation,0.0,32000.0,90000.0
Current Liabilities,8963000.0,7579000.0,9048000.0
Other Current Liabilities,2501000.0,22000.0,2704000.0
Current Deferred Liabilities,6000.0,10000.0,77000.0
Current Deferred Revenue,6000.0,10000.0,77000.0
Current Debt And Capital Lease Obligation,1462000.0,118000.0,981000.0
Current Capital Lease Obligation,94000.0,118000.0,141000.0
Current Debt,1368000.0,,840000.0
Other Current Borrowings,1368000.0,,840000.0
Payables And Accrued Expenses,4994000.0,7429000.0,5286000.0
Current Accrued Expenses,392000.0,7361000.0,494000.0
Payables,4602000.0,68000.0,4792000.0
Other Payable,2162000.0,,2162000.0
Dueto Related Parties Current,233000.0,0.0,355000.0
Total Tax Payable,2207000.0,68000.0,2275000.0
Income Tax Payable,2207000.0,68000.0,2275000.0
Accounts Payable,,,0.0
Total Assets,33016000.0,20774000.0,24645000.0
Total Non Current Assets,31994000.0,19676000.0,21671000.0
Investments And Advances,352000.0,358000.0,393000.0
Goodwill And Other Intangible Assets,31298000.0,18852000.0,20713000.0
Other Intangible Assets,10061000.0,18852000.0,20713000.0
Goodwill,21237000.0,,0.0
Net PPE,344000.0,466000.0,565000.0
Gross PPE,344000.0,466000.0,565000.0
Other Properties,344000.0,466000.0,565000.0
Current Assets,1022000.0,1098000.0,2974000.0
Other Current Assets,97000.0,516000.0,557000.0
Inventory,66000.0,30000.0,29000.0
Receivables,,,0.0
Duefrom Related Parties Current,,,0.0
Cash Cash Equivalents And Short Term Investments,859000.0,552000.0,2388000.0
Cash And Cash Equivalents,859000.0,552000.0,2388000.0
