,2025-12-31,2024-12-31
Ordinary Shares Number,1466696.0,622222.0
Share Issued,1466696.0,622222.0
Total Debt,233098.0,0.0
Tangible Book Value,27761375.0,18620418.0
Invested Capital,27908554.0,18620418.0
Working Capital,15804704.0,2614584.0
Net Tangible Assets,27761375.0,18620418.0
Capital Lease Obligations,85919.0,0.0
Common Stock Equity,27761375.0,18620418.0
Total Capitalization,27761375.0,18620418.0
Total Equity Gross Minority Interest,27761375.0,18620418.0
Stockholders Equity,27761375.0,18620418.0
Retained Earnings,5479352.0,2289406.0
Additional Paid In Capital,22267672.0,16325412.0
Capital Stock,14351.0,5600.0
Common Stock,14351.0,5600.0
Total Liabilities Net Minority Interest,1670997.0,1164514.0
Total Non Current Liabilities Net Minority Interest,35231.0,0.0
Long Term Debt And Capital Lease Obligation,35231.0,0.0
Long Term Capital Lease Obligation,35231.0,0.0
Current Liabilities,1635766.0,1164514.0
Current Debt And Capital Lease Obligation,197867.0,
Current Capital Lease Obligation,50688.0,0.0
Current Debt,147179.0,
Other Current Borrowings,147179.0,
Payables And Accrued Expenses,1437899.0,1164514.0
Current Accrued Expenses,320954.0,212593.0
Payables,1116945.0,951921.0
Dueto Related Parties Current,0.0,140564.0
Total Tax Payable,644690.0,811357.0
Income Tax Payable,644690.0,811357.0
Accounts Payable,472255.0,0.0
Total Assets,29432372.0,19784932.0
Total Non Current Assets,11991902.0,16005834.0
Non Current Prepaid Assets,11789077.0,15888928.0
Non Current Deferred Assets,44248.0,44248.0
Non Current Deferred Taxes Assets,44248.0,44248.0
Net PPE,158577.0,72658.0
Accumulated Depreciation,-488005.0,-471238.0
Gross PPE,646582.0,543896.0
Leases,439602.0,439602.0
Other Properties,206980.0,104294.0
Properties,0.0,0.0
Current Assets,17440470.0,3779098.0
Prepaid Assets,1777487.0,2173429.0
Inventory,3545854.0,0.0
Finished Goods,3545854.0,0.0
Receivables,9729971.0,1563289.0
Duefrom Related Parties Current,480925.0,0.0
Accounts Receivable,9249046.0,1563289.0
Allowance For Doubtful Accounts Receivable,0.0,0.0
Gross Accounts Receivable,9249046.0,1563289.0
Cash Cash Equivalents And Short Term Investments,2387158.0,42380.0
Cash And Cash Equivalents,2387158.0,42380.0
