,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Ordinary Shares Number,433188187.0,422966333.0,408855173.0,397155318.0,356617022.0,,
Share Issued,433188187.0,422966333.0,408855173.0,397155318.0,356617022.0,,
Net Debt,,,,,7632000.0,8295000.0,8815000.0
Total Debt,,,,2478000.0,9978000.0,11775000.0,9175000.0
Tangible Book Value,-29530000.0,-35568000.0,-42706000.0,79821000.0,-18724000.0,,
Invested Capital,-27348000.0,-33443000.0,-40624000.0,84338000.0,-6788000.0,,
Working Capital,66232000.0,61283000.0,70380000.0,67701000.0,-47865000.0,,
Net Tangible Assets,-29530000.0,-35568000.0,-42706000.0,79821000.0,-18724000.0,,
Common Stock Equity,-27348000.0,-33443000.0,-40624000.0,81860000.0,-16766000.0,,
Total Capitalization,-27348000.0,-33443000.0,-40624000.0,81860000.0,-16766000.0,,
Total Equity Gross Minority Interest,-27348000.0,-33443000.0,-40624000.0,81860000.0,-16766000.0,,
Stockholders Equity,-27348000.0,-33443000.0,-40624000.0,81860000.0,-16766000.0,,
Gains Losses Not Affecting Retained Earnings,-1203000.0,-1203000.0,-1203000.0,-1203000.0,-1203000.0,,
Other Equity Adjustments,-1203000.0,-1203000.0,-1203000.0,-1203000.0,-1203000.0,,
Retained Earnings,-971878000.0,-951279000.0,-910881000.0,-726364000.0,-652023000.0,,
Additional Paid In Capital,240446000.0,237696000.0,232607000.0,203181000.0,140656000.0,,
Capital Stock,705287000.0,681343000.0,638853000.0,606246000.0,495804000.0,,
Common Stock,705287000.0,681343000.0,638853000.0,606246000.0,495804000.0,,
Total Liabilities Net Minority Interest,212222000.0,215074000.0,216239000.0,91834000.0,81251000.0,,
Total Non Current Liabilities Net Minority Interest,155675000.0,155675000.0,169405000.0,42257000.0,26028000.0,,
Other Non Current Liabilities,145000000.0,145000000.0,145000000.0,14000000.0,14000000.0,,
Derivative Product Liabilities,,0.0,13730000.0,17582000.0,1353000.0,912000.0,
Non Current Deferred Liabilities,10675000.0,10675000.0,10675000.0,10675000.0,10675000.0,,
Non Current Deferred Taxes Liabilities,10675000.0,10675000.0,10675000.0,10675000.0,10675000.0,,
Current Liabilities,56547000.0,59399000.0,46834000.0,49577000.0,55223000.0,,
Other Current Liabilities,2689000.0,13351000.0,,,,,
Current Debt And Capital Lease Obligation,,,,2478000.0,9978000.0,11775000.0,9175000.0
Current Debt,,,,2478000.0,9978000.0,11775000.0,9175000.0
Other Current Borrowings,,,,,,11775000.0,
Payables And Accrued Expenses,53858000.0,46048000.0,46834000.0,47099000.0,45245000.0,,
Current Accrued Expenses,,43771000.0,43067000.0,42884000.0,42687000.0,36556000.0,
Payables,,2277000.0,3767000.0,4215000.0,2558000.0,6198000.0,
Accounts Payable,,2277000.0,3767000.0,4215000.0,2558000.0,6198000.0,
Total Assets,184874000.0,181631000.0,175615000.0,173694000.0,64485000.0,,
Total Non Current Assets,62095000.0,60949000.0,58401000.0,56416000.0,57127000.0,,
Investments And Advances,15052000.0,13447000.0,10387000.0,7911000.0,8168000.0,,
Goodwill And Other Intangible Assets,2182000.0,2125000.0,2082000.0,2039000.0,1958000.0,,
Other Intangible Assets,2182000.0,2125000.0,2082000.0,2039000.0,1958000.0,,
Net PPE,44861000.0,45377000.0,45932000.0,46466000.0,47001000.0,,
Accumulated Depreciation,,-2775000.0,,,,-2523000.0,
Gross PPE,44861000.0,48152000.0,45932000.0,46466000.0,47001000.0,,
Other Properties,1910000.0,5201000.0,2981000.0,3515000.0,4050000.0,,
Current Assets,122779000.0,120682000.0,117214000.0,117278000.0,7358000.0,,
Prepaid Assets,,2385000.0,,,,1602000.0,
Receivables,3097000.0,664000.0,1566000.0,1519000.0,5012000.0,,
Taxes Receivable,,664000.0,,,,249000.0,
Accounts Receivable,3097000.0,,1566000.0,1519000.0,5012000.0,,2557000.0
Cash Cash Equivalents And Short Term Investments,119682000.0,117633000.0,115648000.0,115759000.0,2346000.0,,
Cash And Cash Equivalents,119682000.0,117633000.0,115648000.0,115759000.0,2346000.0,,
Cash Financial,119682000.0,117633000.0,115648000.0,115759000.0,2346000.0,,
