,2025-09-30,2025-03-31
Ordinary Shares Number,166401452.0,166401452.0
Share Issued,166401452.0,166401452.0
Total Debt,,961875.0
Tangible Book Value,-27535.0,-1616873.0
Invested Capital,-27535.0,-888560.0
Working Capital,-9032.0,-5998779.0
Net Tangible Assets,-27535.0,-1616873.0
Capital Lease Obligations,,961875.0
Common Stock Equity,-27535.0,-888560.0
Total Capitalization,-27535.0,-888560.0
Total Equity Gross Minority Interest,-27535.0,-1115916.0
Minority Interest,,-227356.0
Stockholders Equity,-27535.0,-888560.0
Gains Losses Not Affecting Retained Earnings,,10276099.0
Other Equity Adjustments,,10463980.0
Foreign Currency Translation Adjustments,,-187881.0
Retained Earnings,-27536.0,-11165239.0
Capital Stock,1.0,580.0
Common Stock,1.0,580.0
Total Liabilities Net Minority Interest,27536.0,8249553.0
Total Non Current Liabilities Net Minority Interest,18503.0,759806.0
Non Current Deferred Liabilities,,21561.0
Non Current Deferred Taxes Liabilities,,21561.0
Long Term Debt And Capital Lease Obligation,,738245.0
Long Term Capital Lease Obligation,,738245.0
Current Liabilities,9033.0,7489747.0
Current Debt And Capital Lease Obligation,,223630.0
Current Capital Lease Obligation,,223630.0
Payables And Accrued Expenses,9033.0,7266117.0
Current Accrued Expenses,500.0,48734.0
Payables,8533.0,7217383.0
Other Payable,8533.0,829687.0
Dueto Related Parties Current,,5993020.0
Total Tax Payable,,73326.0
Accounts Payable,,321350.0
Total Assets,1.0,7133637.0
Total Non Current Assets,0.0,5642669.0
Investments And Advances,,1596176.0
Investmentin Financial Assets,,0.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,,0.0
Long Term Equity Investment,,1596176.0
Investmentsin Associatesat Cost,,1596176.0
Goodwill And Other Intangible Assets,,728313.0
Other Intangible Assets,,728313.0
Net PPE,,3318180.0
Accumulated Depreciation,,-3716597.0
Gross PPE,,7034777.0
Other Properties,,6025530.0
Machinery Furniture Equipment,,1009247.0
Current Assets,1.0,1490968.0
Prepaid Assets,,172587.0
Inventory,,556215.0
Finished Goods,,485495.0
Work In Process,,55616.0
Raw Materials,,15104.0
Receivables,,443234.0
Other Receivables,,122428.0
Duefrom Related Parties Current,,18435.0
Taxes Receivable,,256843.0
Accounts Receivable,,45528.0
Cash Cash Equivalents And Short Term Investments,1.0,318932.0
Cash And Cash Equivalents,1.0,318932.0
Cash Financial,1.0,318932.0
