,2026-03-31,2025-10-31
Ordinary Shares Number,33923083.0,29498333.0
Share Issued,33923083.0,29498333.0
Net Debt,,12420.0
Total Debt,,12420.0
Tangible Book Value,248911758.0,7176.0
Invested Capital,248911758.0,19596.0
Working Capital,1952854.0,-25141.0
Net Tangible Assets,248911758.0,7176.0
Common Stock Equity,248911758.0,7176.0
Total Capitalization,248911758.0,7176.0
Total Equity Gross Minority Interest,248911758.0,7176.0
Stockholders Equity,248911758.0,7176.0
Retained Earnings,-5543508.0,-17824.0
Additional Paid In Capital,0.0,24157.0
Capital Stock,254455266.0,843.0
Common Stock,254455266.0,843.0
Preferred Stock,0.0,0.0
Total Liabilities Net Minority Interest,7835855.0,50141.0
Total Non Current Liabilities Net Minority Interest,7590000.0,0.0
Non Current Deferred Liabilities,7590000.0,
Current Liabilities,245855.0,50141.0
Current Debt And Capital Lease Obligation,,12420.0
Current Debt,,12420.0
Other Current Borrowings,,12420.0
Payables And Accrued Expenses,245855.0,37721.0
Current Accrued Expenses,245855.0,37721.0
Total Assets,256747613.0,57317.0
Total Non Current Assets,254548904.0,32317.0
Other Non Current Assets,254454404.0,
Non Current Prepaid Assets,94500.0,
Non Current Deferred Assets,0.0,32317.0
Current Assets,2198709.0,25000.0
Prepaid Assets,195583.0,25000.0
Cash Cash Equivalents And Short Term Investments,2003126.0,
Cash And Cash Equivalents,2003126.0,
Cash Financial,2003126.0,
