,2025-09-30,2025-03-31
Ordinary Shares Number,1257812.0,1093750.0
Share Issued,1257812.0,1093750.0
Tangible Book Value,6103666.0,2385105.0
Invested Capital,6782799.0,2427638.0
Working Capital,3094372.0,2370259.0
Net Tangible Assets,6103666.0,2385105.0
Common Stock Equity,6782799.0,2427638.0
Total Capitalization,6782799.0,2427638.0
Total Equity Gross Minority Interest,6782799.0,2427638.0
Stockholders Equity,6782799.0,2427638.0
Gains Losses Not Affecting Retained Earnings,0.0,-46725.0
Other Equity Adjustments,,-46725.0
Retained Earnings,-12348542.0,-2798985.0
Additional Paid In Capital,19129328.0,5271748.0
Capital Stock,2013.0,1600.0
Common Stock,2013.0,1600.0
Total Liabilities Net Minority Interest,1664099.0,1166320.0
Total Non Current Liabilities Net Minority Interest,0.0,0.0
Current Liabilities,1664099.0,1166320.0
Current Deferred Liabilities,1401978.0,829698.0
Current Deferred Revenue,1401978.0,829698.0
Payables And Accrued Expenses,262121.0,336622.0
Current Accrued Expenses,0.0,1196.0
Payables,262121.0,335426.0
Other Payable,42929.0,61230.0
Dueto Related Parties Current,0.0,1236.0
Total Tax Payable,174329.0,214559.0
Accounts Payable,44863.0,58401.0
Total Assets,8446898.0,3593958.0
Total Non Current Assets,3688427.0,57379.0
Non Current Prepaid Assets,3000000.0,
Goodwill And Other Intangible Assets,679133.0,42533.0
Other Intangible Assets,679133.0,42533.0
Net PPE,9294.0,14846.0
Accumulated Depreciation,-2453.0,-17759.0
Gross PPE,11747.0,32605.0
Machinery Furniture Equipment,11747.0,32605.0
Current Assets,4758471.0,3536579.0
Current Deferred Assets,0.0,566490.0
Prepaid Assets,341105.0,916129.0
Receivables,2617164.0,1995470.0
Receivables Adjustments Allowances,0.0,0.0
Taxes Receivable,0.0,18962.0
Accounts Receivable,2617164.0,1976508.0
Allowance For Doubtful Accounts Receivable,0.0,0.0
Gross Accounts Receivable,2617164.0,1976508.0
Cash Cash Equivalents And Short Term Investments,1800202.0,58490.0
Cash And Cash Equivalents,1800202.0,58490.0
Cash Financial,1800202.0,58490.0
