,2026-03-31,2025-09-30
Ordinary Shares Number,44015000.0,38300000.0
Share Issued,44015000.0,38300000.0
Net Debt,,28020.0
Total Debt,,28020.0
Tangible Book Value,336886460.0,-31679.0
Invested Capital,336886460.0,-3659.0
Working Capital,557852.0,-682710.0
Net Tangible Assets,336886460.0,-31679.0
Common Stock Equity,336886460.0,-31679.0
Total Capitalization,336886460.0,-31679.0
Total Equity Gross Minority Interest,336886460.0,-31679.0
Stockholders Equity,336886460.0,-31679.0
Retained Earnings,-11782336.0,-56679.0
Additional Paid In Capital,0.0,24137.0
Capital Stock,348668796.0,863.0
Common Stock,348668796.0,863.0
Preferred Stock,0.0,0.0
Total Liabilities Net Minority Interest,12701485.0,707710.0
Total Non Current Liabilities Net Minority Interest,12400000.0,0.0
Non Current Deferred Liabilities,12400000.0,
Current Liabilities,301485.0,707710.0
Current Debt And Capital Lease Obligation,,28020.0
Current Debt,,28020.0
Other Current Borrowings,,28020.0
Payables And Accrued Expenses,301485.0,679690.0
Current Accrued Expenses,301485.0,679690.0
Total Assets,349587945.0,676031.0
Total Non Current Assets,348728608.0,651031.0
Other Non Current Assets,348667844.0,
Non Current Prepaid Assets,60764.0,
Non Current Deferred Assets,,651031.0
Current Assets,859337.0,25000.0
Prepaid Assets,161604.0,25000.0
Cash Cash Equivalents And Short Term Investments,697733.0,
Cash And Cash Equivalents,697733.0,
Cash Financial,697733.0,
