,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Ordinary Shares Number,370498972.0,359532804.0,357415199.0,355432472.0,352508583.0,,
Share Issued,370498972.0,359532804.0,357415199.0,355432472.0,352508583.0,,
Net Debt,393254000.0,366677000.0,287975000.0,234577000.0,233264000.0,,
Total Debt,586781000.0,584164000.0,580760000.0,630906000.0,645726000.0,,
Tangible Book Value,-161463000.0,-143066000.0,-147147000.0,-128278000.0,-114854000.0,,
Invested Capital,761626000.0,765028000.0,761724000.0,825660000.0,850565000.0,,
Working Capital,148499000.0,159093000.0,145270000.0,213281000.0,197896000.0,,
Net Tangible Assets,-161463000.0,-143066000.0,-147147000.0,-128278000.0,-114854000.0,,
Capital Lease Obligations,161182000.0,159585000.0,247372000.0,249720000.0,257108000.0,,
Common Stock Equity,336027000.0,340449000.0,428336000.0,444474000.0,461947000.0,,
Total Capitalization,754256000.0,757544000.0,755054000.0,816191000.0,832555000.0,,
Total Equity Gross Minority Interest,244211000.0,252502000.0,340171000.0,360912000.0,375569000.0,,
Minority Interest,-91816000.0,-87947000.0,-88165000.0,-83562000.0,-86378000.0,,
Stockholders Equity,336027000.0,340449000.0,428336000.0,444474000.0,461947000.0,,
Gains Losses Not Affecting Retained Earnings,-1831000.0,-1631000.0,-1824000.0,-1590000.0,-2220000.0,,
Other Equity Adjustments,-1831000.0,-1631000.0,-1824000.0,-1590000.0,-2220000.0,,
Retained Earnings,-1515773000.0,-1500244000.0,-1408987000.0,-1389919000.0,-1369238000.0,,
Additional Paid In Capital,117524000.0,120047000.0,121084000.0,119342000.0,119126000.0,,
Capital Stock,1736107000.0,1722277000.0,1718063000.0,1716641000.0,1714279000.0,,
Common Stock,1736107000.0,1722277000.0,1718063000.0,1716641000.0,1714279000.0,,
Total Liabilities Net Minority Interest,954648000.0,944798000.0,940167000.0,986847000.0,988532000.0,,
Total Non Current Liabilities Net Minority Interest,856476000.0,844618000.0,842794000.0,885523000.0,875335000.0,,
Other Non Current Liabilities,67118000.0,72603000.0,73641000.0,80614000.0,80556000.0,,
Tradeand Other Payables Non Current,184906000.0,171474000.0,165160000.0,150536000.0,135808000.0,,
Non Current Deferred Liabilities,41474000.0,39434000.0,44272000.0,46901000.0,46016000.0,,
Non Current Deferred Taxes Liabilities,33800000.0,33619000.0,38500000.0,38823000.0,38277000.0,,
Long Term Debt And Capital Lease Obligation,562978000.0,561107000.0,559721000.0,607472000.0,612955000.0,,
Long Term Capital Lease Obligation,144749000.0,144012000.0,233003000.0,235755000.0,242347000.0,,
Long Term Debt,418229000.0,417095000.0,326718000.0,371717000.0,370608000.0,,
Current Liabilities,98172000.0,100180000.0,97373000.0,101324000.0,113197000.0,,
Other Current Liabilities,,,4975000.0,5303000.0,,,
Current Deferred Liabilities,5162000.0,2566000.0,3901000.0,1167000.0,2466000.0,,
Current Debt And Capital Lease Obligation,23803000.0,23057000.0,21039000.0,23434000.0,32771000.0,,
Current Capital Lease Obligation,16433000.0,15573000.0,14369000.0,13965000.0,14761000.0,,
Current Debt,7370000.0,7484000.0,6670000.0,9469000.0,18010000.0,,
Other Current Borrowings,7370000.0,7484000.0,6670000.0,9469000.0,18010000.0,,
Payables And Accrued Expenses,69207000.0,74557000.0,67458000.0,71420000.0,77960000.0,,
Current Accrued Expenses,55034000.0,58017000.0,50091000.0,54430000.0,56145000.0,,
Payables,14173000.0,16540000.0,17367000.0,16990000.0,21815000.0,,
Total Tax Payable,,0.0,0.0,0.0,3531000.0,348000.0,
Income Tax Payable,,0.0,0.0,0.0,3531000.0,348000.0,
Accounts Payable,14173000.0,16540000.0,17367000.0,16990000.0,18284000.0,,
Total Assets,1198859000.0,1197300000.0,1280338000.0,1347759000.0,1364101000.0,,
Total Non Current Assets,952188000.0,938027000.0,1037695000.0,1033154000.0,1053008000.0,,
Other Non Current Assets,13876000.0,14099000.0,22902000.0,13898000.0,16904000.0,,
Non Current Deferred Assets,13648000.0,13501000.0,12372000.0,12770000.0,12927000.0,,
Non Current Deferred Taxes Assets,13648000.0,13501000.0,12372000.0,12770000.0,12927000.0,,
Non Current Note Receivables,,,,,,,1693000.0
Investments And Advances,,,,,,,651000.0
Goodwill And Other Intangible Assets,497490000.0,483515000.0,575483000.0,572752000.0,576801000.0,,
Other Intangible Assets,288449000.0,275342000.0,291999000.0,289268000.0,293317000.0,,
Goodwill,209041000.0,208173000.0,283484000.0,283484000.0,283484000.0,,
Net PPE,427174000.0,426912000.0,426938000.0,433734000.0,446376000.0,,
Accumulated Depreciation,-194735000.0,-185119000.0,-175276000.0,-165401000.0,-172846000.0,,
Gross PPE,621909000.0,612031000.0,602214000.0,599135000.0,619222000.0,,
Leases,171363000.0,170849000.0,167322000.0,162899000.0,183886000.0,,
Construction In Progress,16522000.0,22988000.0,19621000.0,21345000.0,13245000.0,,
Other Properties,101585000.0,99720000.0,99896000.0,101134000.0,107977000.0,,
Machinery Furniture Equipment,108810000.0,105303000.0,102646000.0,101557000.0,102919000.0,,
Land And Improvements,223629000.0,213171000.0,212729000.0,212200000.0,211195000.0,,
Properties,0.0,0.0,0.0,0.0,0.0,,
Current Assets,246671000.0,259273000.0,242643000.0,314605000.0,311093000.0,,
Other Current Assets,21724000.0,19909000.0,11598000.0,6522000.0,3091000.0,,
Assets Held For Sale Current,,,7683000.0,10349000.0,,,
Restricted Cash,31228000.0,33184000.0,33292000.0,3152000.0,3513000.0,,
Prepaid Assets,14786000.0,11725000.0,9186000.0,19306000.0,17150000.0,,
Inventory,108441000.0,98666000.0,92804000.0,89173000.0,86884000.0,,
Finished Goods,36658000.0,31030000.0,32488000.0,30144000.0,27098000.0,,
Work In Process,45528000.0,42551000.0,34229000.0,34118000.0,33205000.0,,
Raw Materials,26255000.0,25085000.0,26087000.0,24911000.0,26581000.0,,
Receivables,38147000.0,37887000.0,42667000.0,39494000.0,45101000.0,,
Loans Receivable,,,,,,,532000.0
Accounts Receivable,38147000.0,37887000.0,42667000.0,39494000.0,45101000.0,,
Allowance For Doubtful Accounts Receivable,-5281000.0,-5021000.0,-5985000.0,-5907000.0,-7105000.0,,
Gross Accounts Receivable,43428000.0,42908000.0,48652000.0,45401000.0,52206000.0,,
Cash Cash Equivalents And Short Term Investments,32345000.0,57902000.0,45413000.0,146609000.0,155354000.0,,
Cash And Cash Equivalents,32345000.0,57902000.0,45413000.0,146609000.0,155354000.0,,
