,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,1534487.0,1534487.0,1534487.0
Share Issued,1534487.0,1534487.0,1534487.0
Total Debt,730720.0,,684997.0
Tangible Book Value,3287312.0,10727952.0,14582546.0
Invested Capital,4018032.0,10898082.0,15508755.0
Working Capital,-2249871.0,2417175.0,6288370.0
Net Tangible Assets,3287312.0,10727952.0,14582546.0
Common Stock Equity,3287312.0,10898082.0,14823758.0
Total Capitalization,3287312.0,10898082.0,14823758.0
Total Equity Gross Minority Interest,3287312.0,10898082.0,14823758.0
Stockholders Equity,3287312.0,10898082.0,14823758.0
Gains Losses Not Affecting Retained Earnings,-2811411.0,-3046387.0,-3296614.0
Other Equity Adjustments,-2811411.0,-3046387.0,-3296614.0
Retained Earnings,-35480426.0,-27634680.0,-23458777.0
Additional Paid In Capital,41564418.0,41564418.0,41564418.0
Capital Stock,14731.0,14731.0,14731.0
Common Stock,14731.0,14731.0,14731.0
Total Liabilities Net Minority Interest,9128449.0,9232290.0,6424204.0
Total Non Current Liabilities Net Minority Interest,0.0,0.0,0.0
Current Liabilities,9128449.0,9232290.0,6424204.0
Current Deferred Liabilities,1267203.0,1148956.0,1069415.0
Current Deferred Revenue,1267203.0,1148956.0,1069415.0
Current Debt And Capital Lease Obligation,730720.0,,684997.0
Current Debt,730720.0,,684997.0
Line Of Credit,730720.0,0.0,684997.0
Payables And Accrued Expenses,7130526.0,8083334.0,4669792.0
Current Accrued Expenses,1489693.0,830709.0,791780.0
Payables,5640833.0,7252625.0,3878012.0
Dueto Related Parties Current,0.0,3529.0,3566.0
Total Tax Payable,275198.0,261496.0,255656.0
Income Tax Payable,275198.0,261496.0,255656.0
Accounts Payable,5365635.0,6987600.0,3618790.0
Total Assets,12415761.0,20130372.0,21247962.0
Total Non Current Assets,5537183.0,8480907.0,8535388.0
Investments And Advances,4817921.0,6620978.0,6576688.0
Investmentin Financial Assets,2672950.0,,2560822.0
Available For Sale Securities,2672950.0,,2560822.0
Long Term Equity Investment,2144971.0,6620978.0,4015866.0
Goodwill And Other Intangible Assets,0.0,170130.0,241212.0
Other Intangible Assets,,170130.0,241212.0
Net PPE,719262.0,1689799.0,1717488.0
Accumulated Depreciation,-369049.0,-857433.0,-760608.0
Gross PPE,1088311.0,2547232.0,2478096.0
Leases,0.0,477586.0,468708.0
Other Properties,798105.0,1787043.0,1732809.0
Machinery Furniture Equipment,290206.0,282603.0,276579.0
Properties,0.0,0.0,0.0
Current Assets,6878578.0,11649465.0,12712574.0
Other Current Assets,74965.0,295363.0,427080.0
Prepaid Assets,563582.0,3290663.0,3621584.0
Receivables,4605933.0,6395619.0,5857141.0
Receivables Adjustments Allowances,-2313646.0,-17248.0,-56552.0
Duefrom Related Parties Current,30666.0,28667.0,28667.0
Taxes Receivable,2313646.0,2281049.0,2221520.0
Accounts Receivable,4575267.0,4103151.0,3663506.0
Allowance For Doubtful Accounts Receivable,-112980.0,-18547687.0,-25711852.0
Gross Accounts Receivable,4688247.0,22650838.0,29375358.0
Cash Cash Equivalents And Short Term Investments,1634098.0,1667820.0,2806769.0
Other Short Term Investments,368253.0,446950.0,1326241.0
Cash And Cash Equivalents,1265845.0,1220870.0,1480528.0
