,2026-03-31,2025-09-30,2025-05-31
Ordinary Shares Number,15620000.0,15620000.0,15620000.0
Share Issued,15620000.0,15620000.0,15620000.0
Net Debt,282357.0,120726.0,
Total Debt,282357.0,120726.0,
Tangible Book Value,-71400.0,-41400.0,-5400.0
Invested Capital,210957.0,79326.0,-5400.0
Working Capital,-542582.0,-350226.0,-23400.0
Net Tangible Assets,-71400.0,-41400.0,-5400.0
Common Stock Equity,-71400.0,-41400.0,-5400.0
Total Capitalization,-71400.0,-41400.0,-5400.0
Total Equity Gross Minority Interest,-71400.0,-41400.0,-5400.0
Stockholders Equity,-71400.0,-41400.0,-5400.0
Other Equity Interest,-25000.0,-25000.0,-25000.0
Retained Earnings,-71400.0,-41400.0,-5400.0
Additional Paid In Capital,24482.0,24261.0,23768.0
Capital Stock,518.0,739.0,1232.0
Common Stock,518.0,739.0,1232.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,542582.0,350226.0,23400.0
Total Non Current Liabilities Net Minority Interest,0.0,0.0,0.0
Current Liabilities,542582.0,350226.0,23400.0
Current Debt And Capital Lease Obligation,282357.0,120726.0,
Current Debt,282357.0,120726.0,
Other Current Borrowings,282357.0,120726.0,
Payables And Accrued Expenses,260225.0,229500.0,23400.0
Current Accrued Expenses,260225.0,229500.0,
Payables,,,23400.0
Dueto Related Parties Current,,0.0,23400.0
Total Assets,471182.0,308826.0,18000.0
Total Non Current Assets,471182.0,308826.0,18000.0
Non Current Deferred Assets,471182.0,308826.0,18000.0
Current Assets,0.0,0.0,0.0
Current Deferred Assets,,308826.0,18000.0
Cash Cash Equivalents And Short Term Investments,0.0,0.0,0.0
Cash And Cash Equivalents,0.0,0.0,0.0
Cash Financial,0.0,0.0,0.0
