,2025-12-31,2024-12-31
Ordinary Shares Number,41858744.0,41858744.0
Share Issued,41858744.0,41858744.0
Total Debt,15213000.0,16029000.0
Tangible Book Value,53537000.0,46185000.0
Invested Capital,53537000.0,46185000.0
Working Capital,30911000.0,25340000.0
Net Tangible Assets,53537000.0,46185000.0
Capital Lease Obligations,15213000.0,16029000.0
Common Stock Equity,53537000.0,46185000.0
Total Capitalization,53537000.0,46185000.0
Total Equity Gross Minority Interest,53537000.0,46185000.0
Stockholders Equity,53537000.0,46185000.0
Retained Earnings,49180000.0,42231000.0
Additional Paid In Capital,174000.0,174000.0
Capital Stock,419000.0,419000.0
Common Stock,419000.0,419000.0
Total Liabilities Net Minority Interest,33848000.0,34110000.0
Total Non Current Liabilities Net Minority Interest,14694000.0,15218000.0
Non Current Deferred Taxes Liabilities,296000.0,185000.0
Long Term Debt And Capital Lease Obligation,12328000.0,13473000.0
Long Term Capital Lease Obligation,12328000.0,13473000.0
Long Term Provisions,2070000.0,1560000.0
Current Liabilities,19154000.0,18892000.0
Current Debt And Capital Lease Obligation,2885000.0,2556000.0
Current Capital Lease Obligation,2885000.0,2556000.0
Payables,7864000.0,6905000.0
Other Payable,658000.0,612000.0
Total Tax Payable,2495000.0,2362000.0
Accounts Payable,4711000.0,3931000.0
Total Assets,87385000.0,80295000.0
Total Non Current Assets,37320000.0,36063000.0
Defined Pension Benefit,1486000.0,1786000.0
Non Current Deferred Taxes Assets,,0.0
Net PPE,35834000.0,34277000.0
Accumulated Depreciation,-70208000.0,-68973000.0
Gross PPE,106042000.0,103250000.0
Other Properties,69716000.0,68658000.0
Machinery Furniture Equipment,16067000.0,14555000.0
Properties,20259000.0,20037000.0
Current Assets,50065000.0,44232000.0
Prepaid Assets,4146000.0,2797000.0
Inventory,3780000.0,2394000.0
Finished Goods,3708000.0,2323000.0
Raw Materials,72000.0,71000.0
Other Receivables,679000.0,846000.0
Taxes Receivable,584000.0,769000.0
Accounts Receivable,12490000.0,14245000.0
Allowance For Doubtful Accounts Receivable,-1469000.0,-1934000.0
Gross Accounts Receivable,13959000.0,16179000.0
Cash Cash Equivalents And Short Term Investments,28386000.0,23181000.0
Cash And Cash Equivalents,28386000.0,23181000.0
Cash Equivalents,26544000.0,18289000.0
Cash Financial,1842000.0,4892000.0
