,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Ordinary Shares Number,37413853.0,36321866.0,36118576.0,36057576.0,35739556.0,
Share Issued,37413853.0,36321866.0,36118576.0,36057576.0,35739556.0,
Total Debt,4466000.0,4628000.0,4354000.0,4431000.0,3767000.0,
Tangible Book Value,98492000.0,107287000.0,99155000.0,111563000.0,121457000.0,
Invested Capital,134171000.0,143699000.0,136299000.0,148817000.0,159424000.0,
Working Capital,102354000.0,110495000.0,103459000.0,118157000.0,129443000.0,
Net Tangible Assets,98492000.0,107287000.0,99155000.0,111563000.0,121457000.0,
Capital Lease Obligations,4466000.0,4628000.0,4354000.0,4431000.0,3767000.0,
Common Stock Equity,134171000.0,143699000.0,136299000.0,148817000.0,159424000.0,
Total Capitalization,134171000.0,143699000.0,136299000.0,148817000.0,159424000.0,
Total Equity Gross Minority Interest,134171000.0,143699000.0,136299000.0,148817000.0,159424000.0,
Stockholders Equity,134171000.0,143699000.0,136299000.0,148817000.0,159424000.0,
Gains Losses Not Affecting Retained Earnings,2000.0,54000.0,43000.0,-16000.0,-2000.0,
Other Equity Adjustments,2000.0,54000.0,43000.0,-16000.0,-2000.0,
Retained Earnings,-235271000.0,-223316000.0,-227490000.0,-212508000.0,-199202000.0,
Additional Paid In Capital,369403000.0,366925000.0,363710000.0,361305000.0,358592000.0,
Capital Stock,37000.0,36000.0,36000.0,36000.0,36000.0,
Common Stock,37000.0,36000.0,36000.0,36000.0,36000.0,
Preferred Stock,0.0,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,52524000.0,46372000.0,54574000.0,42884000.0,36603000.0,
Total Non Current Liabilities Net Minority Interest,12864000.0,12308000.0,13097000.0,13176000.0,17042000.0,
Other Non Current Liabilities,30000.0,30000.0,30000.0,,4783000.0,2284000.0
Liabilities Heldfor Sale Non Current,,0.0,0.0,0.0,0.0,4638000.0
Non Current Deferred Liabilities,9068000.0,8331000.0,9194000.0,9178000.0,9545000.0,
Non Current Deferred Revenue,9068000.0,8331000.0,9194000.0,9178000.0,9545000.0,
Non Current Deferred Taxes Liabilities,,,,,,2030000.0
Long Term Debt And Capital Lease Obligation,3766000.0,3947000.0,3873000.0,3998000.0,2714000.0,
Long Term Capital Lease Obligation,3766000.0,3947000.0,3873000.0,3998000.0,2714000.0,
Current Liabilities,39660000.0,34064000.0,41477000.0,29708000.0,19561000.0,
Other Current Liabilities,22406000.0,16025000.0,23012000.0,11575000.0,,4696000.0
Current Deferred Liabilities,9470000.0,8934000.0,9106000.0,8828000.0,9699000.0,
Current Deferred Revenue,9470000.0,8934000.0,9106000.0,8828000.0,9699000.0,
Current Debt And Capital Lease Obligation,700000.0,681000.0,481000.0,433000.0,1053000.0,
Current Capital Lease Obligation,700000.0,681000.0,481000.0,433000.0,1053000.0,
Pensionand Other Post Retirement Benefit Plans Current,2402000.0,4877000.0,5106000.0,3544000.0,3103000.0,
Payables And Accrued Expenses,4682000.0,3547000.0,3772000.0,5328000.0,5706000.0,
Current Accrued Expenses,2267000.0,1961000.0,1961000.0,1743000.0,1860000.0,
Payables,2415000.0,1586000.0,1811000.0,3585000.0,3846000.0,
Accounts Payable,2415000.0,1586000.0,1811000.0,3585000.0,3846000.0,
Total Assets,186695000.0,190071000.0,190873000.0,191701000.0,196027000.0,
Total Non Current Assets,44681000.0,45512000.0,45937000.0,43836000.0,47023000.0,
Other Non Current Assets,656000.0,471000.0,494000.0,636000.0,3973000.0,
Goodwill And Other Intangible Assets,35679000.0,36412000.0,37144000.0,37254000.0,37967000.0,
Other Intangible Assets,35679000.0,36412000.0,37144000.0,37254000.0,37967000.0,
Goodwill,,,,,,0.0
Net PPE,8346000.0,8629000.0,8299000.0,5946000.0,5083000.0,
Accumulated Depreciation,,-4408000.0,-4024000.0,,,-3553000.0
Gross PPE,8346000.0,13037000.0,12323000.0,5946000.0,5083000.0,
Leases,,763000.0,763000.0,,,477000.0
Construction In Progress,,0.0,0.0,,,41000.0
Other Properties,8346000.0,9477000.0,8763000.0,5946000.0,5083000.0,
Machinery Furniture Equipment,,2797000.0,2797000.0,,,818000.0
Properties,,0.0,0.0,,,0.0
Current Assets,142014000.0,144559000.0,144936000.0,147865000.0,149004000.0,
Other Current Assets,7167000.0,7272000.0,6558000.0,7613000.0,5021000.0,
Assets Held For Sale Current,,0.0,0.0,0.0,0.0,10210000.0
Inventory,13240000.0,12990000.0,15326000.0,15461000.0,12738000.0,
Finished Goods,2139000.0,2442000.0,3467000.0,3162000.0,2029000.0,
Work In Process,1443000.0,988000.0,1511000.0,991000.0,2054000.0,
Raw Materials,9658000.0,9560000.0,10348000.0,11308000.0,8655000.0,
Receivables,9865000.0,11327000.0,11000000.0,6207000.0,6930000.0,
Accounts Receivable,9865000.0,11327000.0,11000000.0,6207000.0,6930000.0,
Allowance For Doubtful Accounts Receivable,-90000.0,-147000.0,-146000.0,-119000.0,-544000.0,
Gross Accounts Receivable,9955000.0,11474000.0,11146000.0,6326000.0,7474000.0,
Cash Cash Equivalents And Short Term Investments,111742000.0,112970000.0,112052000.0,118584000.0,124315000.0,
Other Short Term Investments,44179000.0,42453000.0,49250000.0,56833000.0,45151000.0,
Cash And Cash Equivalents,67563000.0,70517000.0,62802000.0,61751000.0,79164000.0,
