,2025-09-30,2025-03-31,2024-09-30
Ordinary Shares Number,244343140.0,241940898.0,195107124.0
Share Issued,244343140.0,241940898.0,195107124.0
Tangible Book Value,2361741.0,3472011.0,683197.0
Invested Capital,3613197.0,4723467.0,1951549.0
Working Capital,1975734.0,2977811.0,182234.0
Net Tangible Assets,2361741.0,3472011.0,683197.0
Common Stock Equity,3613197.0,4723467.0,1951549.0
Total Capitalization,3613197.0,4723467.0,1951549.0
Total Equity Gross Minority Interest,3204841.0,4320448.0,1558290.0
Minority Interest,-408356.0,-403019.0,-393259.0
Stockholders Equity,3613197.0,4723467.0,1951549.0
Other Equity Interest,,147822.0,
Retained Earnings,-29264613.0,-27910579.0,-26994622.0
Additional Paid In Capital,28416809.0,28237283.0,24979874.0
Capital Stock,3162476.0,3130238.0,2533792.0
Common Stock,3162476.0,3130238.0,2533792.0
Total Liabilities Net Minority Interest,3062804.0,2472583.0,1109732.0
Total Non Current Liabilities Net Minority Interest,25451.0,45781.0,44485.0
Non Current Pension And Other Postretirement Benefit Plans,,45781.0,
Long Term Provisions,25451.0,,44485.0
Current Liabilities,3037353.0,2426802.0,1065247.0
Current Provisions,19100.0,21135.0,20980.0
Payables,2991113.0,1771629.0,973411.0
Other Payable,2838883.0,1371484.0,686881.0
Accounts Payable,152230.0,400145.0,286530.0
Total Assets,6267645.0,6793031.0,2668022.0
Total Non Current Assets,1254558.0,1388418.0,1420541.0
Long Term Equity Investment,,133880.0,
Investmentsin Joint Venturesat Cost,,0.0,
Investmentsin Associatesat Cost,,133880.0,
Investmentsin Subsidiariesat Cost,,0.0,
Goodwill And Other Intangible Assets,1251456.0,1251456.0,1268352.0
Net PPE,3102.0,3082.0,2378.0
Accumulated Depreciation,,-16717.0,
Gross PPE,,19799.0,
Machinery Furniture Equipment,,19799.0,
Current Assets,5013087.0,5404613.0,1247481.0
Prepaid Assets,135122.0,72498.0,519.0
Other Receivables,2960916.0,2192371.0,82155.0
Cash Cash Equivalents And Short Term Investments,1917049.0,3139744.0,464595.0
Cash And Cash Equivalents,1917049.0,3139744.0,464595.0
