,2026-03-31,2025-12-31,2025-09-30,2024-12-31
Ordinary Shares Number,221400590.0,221305009.0,221203135.0,64230.0
Share Issued,221400590.0,221305009.0,221203135.0,64230.0
Total Debt,211218000.0,278808000.0,280919000.0,56094000.0
Tangible Book Value,1658818000.0,1720747000.0,1698970000.0,1419819000.0
Invested Capital,2920207000.0,3054389000.0,2964257000.0,
Net Tangible Assets,1658818000.0,1720747000.0,1698970000.0,1419819000.0
Capital Lease Obligations,82403000.0,86794000.0,90796000.0,56094000.0
Common Stock Equity,2791392000.0,2862375000.0,2774134000.0,2301868000.0
Total Capitalization,2920207000.0,3054389000.0,2964257000.0,
Total Equity Gross Minority Interest,2791392000.0,2862375000.0,2774134000.0,2301868000.0
Stockholders Equity,2791392000.0,2862375000.0,2774134000.0,2301868000.0
Gains Losses Not Affecting Retained Earnings,-19484000.0,3487000.0,-8809000.0,-59766000.0
Other Equity Adjustments,-19484000.0,3487000.0,-8809000.0,-59766000.0
Retained Earnings,407908000.0,456695000.0,380954000.0,239517000.0
Additional Paid In Capital,,,,2118904932.0
Capital Stock,2402968000.0,2402193000.0,2401989000.0,2122117000.0
Common Stock,2402968000.0,2402193000.0,2401989000.0,2122117000.0
Total Liabilities Net Minority Interest,18597563000.0,19489100000.0,19934686000.0,14188244000.0
Long Term Debt And Capital Lease Obligation,211218000.0,278808000.0,280919000.0,56094000.0
Long Term Capital Lease Obligation,82403000.0,86794000.0,90796000.0,56094000.0
Long Term Debt,128815000.0,192014000.0,190123000.0,
Total Assets,21388955000.0,22351475000.0,22708820000.0,16490112000.0
Investments And Advances,5296688000.0,5379535000.0,4904471000.0,4505745000.0
Held To Maturity Securities,1310020000.0,1333132000.0,1358392000.0,1440494000.0
Available For Sale Securities,3930387000.0,3989896000.0,3487227000.0,117653601.0
Trading Securities,49463000.0,49518000.0,50357000.0,0.0
Goodwill And Other Intangible Assets,1132574000.0,1141628000.0,1075164000.0,882049000.0
Other Intangible Assets,289269000.0,298323000.0,231859000.0,38744000.0
Goodwill,843305000.0,843305000.0,843305000.0,843305000.0
Net PPE,221203000.0,225971000.0,229574000.0,170907000.0
Accumulated Depreciation,,-165425000.0,,-65471000.0
Gross PPE,221203000.0,391396000.0,229574000.0,236378000.0
Leases,,63367000.0,,26337000.0
Other Properties,221203000.0,82076000.0,229574000.0,53545000.0
Machinery Furniture Equipment,,96927000.0,,38263000.0
Buildings And Improvements,,86253000.0,,66082000.0
Land And Improvements,,62773000.0,,52151000.0
Other Short Term Investments,6818000.0,6989000.0,8495000.0,3065251000.0
Cash And Cash Equivalents,483513000.0,1029983000.0,1442647000.0,999711000.0
Cash Cash Equivalents And Federal Funds Sold,483513000.0,1029983000.0,1442647000.0,999711000.0
