,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Ordinary Shares Number,8343765.0,8343765.0,15012500.0,15012500.0,15012500.0,
Share Issued,8343765.0,8343765.0,15012500.0,15012500.0,15012500.0,
Tangible Book Value,47938431.0,47664729.0,118911987.0,117855118.0,116779108.0,
Invested Capital,47938431.0,47664729.0,118911987.0,117855118.0,116779108.0,
Working Capital,-928243.0,-567649.0,64578.0,294240.0,475969.0,
Net Tangible Assets,47938431.0,47664729.0,118911987.0,117855118.0,116779108.0,
Common Stock Equity,47938431.0,47664729.0,118911987.0,117855118.0,116779108.0,
Total Capitalization,47938431.0,47664729.0,118911987.0,117855118.0,116779108.0,
Total Equity Gross Minority Interest,47938431.0,47664729.0,118911987.0,117855118.0,116779108.0,
Stockholders Equity,47938431.0,47664729.0,118911987.0,117855118.0,116779108.0,
Retained Earnings,-4953595.0,-4593001.0,-3960774.0,-3731112.0,-3549383.0,
Additional Paid In Capital,0.0,,0.0,0.0,0.0,0.0
Capital Stock,52892026.0,52257730.0,122872761.0,121586230.0,120328491.0,
Common Stock,52892026.0,52257730.0,122872761.0,121586230.0,120328491.0,
Preferred Stock,0.0,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,5193394.0,4994449.0,4551764.0,4400481.0,4428032.0,
Total Non Current Liabilities Net Minority Interest,4025000.0,4025000.0,4025000.0,4025000.0,4025000.0,
Tradeand Other Payables Non Current,4025000.0,4025000.0,4025000.0,4025000.0,4025000.0,
Current Liabilities,1168394.0,969449.0,526764.0,375481.0,403032.0,
Current Deferred Liabilities,138550.0,138550.0,138550.0,138550.0,138550.0,
Payables And Accrued Expenses,1029844.0,830899.0,388214.0,236931.0,264482.0,
Current Accrued Expenses,779119.0,635174.0,223214.0,101931.0,159482.0,
Payables,250725.0,195725.0,165000.0,135000.0,105000.0,
Dueto Related Parties Current,250725.0,195725.0,165000.0,135000.0,105000.0,
Total Assets,53131825.0,52659178.0,123463751.0,122255599.0,121207140.0,
Total Non Current Assets,52891674.0,52257378.0,122872409.0,121585878.0,120328139.0,
Other Non Current Assets,52891674.0,52257378.0,122872409.0,121585878.0,120328139.0,
Current Assets,240151.0,401800.0,591342.0,669721.0,879001.0,
Prepaid Assets,65167.0,4417.0,29117.0,43400.0,66663.0,
Receivables,140247.0,60000.0,,,,0.0
Duefrom Related Parties Current,140247.0,60000.0,,,,0.0
Cash Cash Equivalents And Short Term Investments,34737.0,337383.0,562225.0,626321.0,812338.0,
Cash And Cash Equivalents,34737.0,337383.0,562225.0,626321.0,812338.0,
Cash Financial,34737.0,337383.0,562225.0,626321.0,812338.0,
