,2026-03-31,2025-09-30,2025-08-31
Ordinary Shares Number,35937500.0,31450000.0,31450000.0
Share Issued,35937500.0,31450000.0,31450000.0
Tangible Book Value,274466257.0,-23286.0,13849.0
Invested Capital,274466257.0,-23286.0,13849.0
Working Capital,290225534.0,,
Net Tangible Assets,274466257.0,-23286.0,13849.0
Common Stock Equity,274466257.0,-23286.0,13849.0
Total Capitalization,274466257.0,-23286.0,13849.0
Total Equity Gross Minority Interest,274466257.0,-23286.0,13849.0
Stockholders Equity,274466257.0,-23286.0,13849.0
Retained Earnings,-14267561.0,-48286.0,-11151.0
Additional Paid In Capital,0.0,24281.0,24281.0
Capital Stock,288733818.0,719.0,719.0
Common Stock,288733818.0,719.0,719.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,16063039.0,219393.0,65649.0
Total Non Current Liabilities Net Minority Interest,15812500.0,0.0,0.0
Tradeand Other Payables Non Current,15812500.0,,
Current Liabilities,250539.0,219393.0,65649.0
Payables And Accrued Expenses,250539.0,219393.0,65649.0
Current Accrued Expenses,185426.0,145465.0,55649.0
Payables,65113.0,73928.0,10000.0
Dueto Related Parties Current,35350.0,73928.0,10000.0
Accounts Payable,29763.0,,
Total Assets,290529296.0,196107.0,79498.0
Total Non Current Assets,53223.0,196107.0,79498.0
Non Current Prepaid Assets,53223.0,,
Non Current Deferred Assets,0.0,196107.0,79498.0
Current Assets,290476073.0,,
Restricted Cash,288733079.0,,
Prepaid Assets,101450.0,,
Receivables,871184.0,,
Accrued Interest Receivable,871184.0,,
Cash Cash Equivalents And Short Term Investments,770360.0,,
Cash And Cash Equivalents,770360.0,,
Cash Financial,770360.0,,
