,2026-03-31,2025-09-30,2025-08-31
Ordinary Shares Number,28750000.0,25000000.0,25000000.0
Share Issued,28750000.0,25000000.0,25000000.0
Net Debt,,420.0,420.0
Total Debt,,420.0,420.0
Tangible Book Value,222385131.0,-23926.0,19332.0
Invested Capital,222385131.0,-23506.0,19752.0
Working Capital,1024635.0,,-225223.0
Net Tangible Assets,222385131.0,-23926.0,19332.0
Common Stock Equity,222385131.0,-23926.0,19332.0
Total Capitalization,222385131.0,-23926.0,19332.0
Total Equity Gross Minority Interest,222385131.0,-23926.0,19332.0
Stockholders Equity,222385131.0,-23926.0,19332.0
Retained Earnings,-9880920.0,-48926.0,-5668.0
Additional Paid In Capital,0.0,24425.0,24425.0
Capital Stock,232266051.0,575.0,575.0
Common Stock,232266051.0,575.0,575.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,11124152.0,491879.0,240227.0
Total Non Current Liabilities Net Minority Interest,10950000.0,0.0,0.0
Non Current Deferred Liabilities,10950000.0,,
Current Liabilities,174152.0,491879.0,240227.0
Current Debt And Capital Lease Obligation,,420.0,420.0
Current Debt,,420.0,420.0
Other Current Borrowings,,420.0,420.0
Payables And Accrued Expenses,174152.0,491459.0,239807.0
Current Accrued Expenses,174152.0,491459.0,239807.0
Total Assets,233509283.0,467953.0,259559.0
Total Non Current Assets,232310496.0,467953.0,244555.0
Other Non Current Assets,232265476.0,,
Non Current Prepaid Assets,45020.0,,
Non Current Deferred Assets,,467953.0,244555.0
Current Assets,1198787.0,,15004.0
Prepaid Assets,266214.0,,15004.0
Receivables,25000.0,,
Duefrom Related Parties Current,25000.0,,
Cash Cash Equivalents And Short Term Investments,907573.0,,
Cash And Cash Equivalents,907573.0,,
Cash Financial,907573.0,,
